time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066096239750928,0.0088214874267578,0.0042978085969623,0.0052452087402343,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,118.448,25.152,27.344,0.0,0.0224113464355468,0.0224113464355468,0.00762939453125,0.00762939453125,2111.392,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067777301541608,0.0095367431640625,0.0041645081316838,0.0050067901611328,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,117.192,25.152,27.344,0.0,0.0116825103759765,0.0116825103759765,0.0078678131103515,0.0078678131103515,2466.416,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063884258270263,0.0085830688476562,0.0041878741720448,0.0050067901611328,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0081062316894531,0.0081062316894531,0.0071525573730468,0.0071525573730468,716.232,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065155883333576,0.0088214874267578,0.0043545450483049,0.0054836273193359,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,117.192,25.152,27.344,0.0,0.0133514404296875,0.0133514404296875,0.00762939453125,0.00762939453125,1274.592,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065730349852307,0.0088214874267578,0.0043271192863805,0.0052452087402343,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,122.384,25.152,27.344,0.0,0.00762939453125,0.00762939453125,0.0126361846923828,0.0126361846923828,1189.232,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062261647845975,0.0083446502685546,0.004377630021837,0.0054836273193359,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,113.256,25.152,27.344,0.0,0.0116825103759765,0.0116825103759765,0.0088214874267578,0.0088214874267578,304.0,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060638183443417,0.0082969665527343,0.0041609718686058,0.0050067901611328,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,123.64,25.152,27.344,0.0,0.011444091796875,0.011444091796875,0.0095367431640625,0.0095367431640625,372.416,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060399373372395,0.0081062316894531,0.0042915344238281,0.0046730041503906,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,113.256,25.152,27.344,0.0,0.0116825103759765,0.0116825103759765,0.00762939453125,0.00762939453125,14.088,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062744216163559,0.0085830688476562,0.0042154433879446,0.0049352645874023,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,122.384,25.152,27.344,0.0,0.0107288360595703,0.0107288360595703,0.0085830688476562,0.0085830688476562,873.952,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067717993437354,0.0090599060058593,0.0041693764946064,0.0050067901611328,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,117.192,25.152,27.344,0.0,0.0078678131103515,0.0078678131103515,0.0073909759521484,0.0073909759521484,2726.344,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064444541931152,0.0088214874267578,0.0042502440553803,0.0052452087402343,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0071525573730468,0.0071525573730468,0.00762939453125,0.00762939453125,1749.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060975551605224,0.0083446502685546,0.0,0.0,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0126361846923828,0.0126361846923828,0.0066757202148437,0.0066757202148437,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060767083618771,0.0081062316894531,0.0042915344238281,0.0042915344238281,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,113.256,25.152,27.344,0.0,0.0078678131103515,0.0078678131103515,0.0083446502685546,0.0083446502685546,1.192,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060707775514517,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,113.256,25.152,27.344,0.0,0.0126361846923828,0.0126361846923828,0.0073909759521484,0.0073909759521484,1.192,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061194101969401,0.0085830688476562,0.0050067901611328,0.0050067901611328,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,113.256,25.152,27.344,0.0,0.0123977661132812,0.0123977661132812,0.0078678131103515,0.0078678131103515,1.192,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006181001663208,0.0083446502685546,0.0,0.0,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0064373016357421,0.0064373016357421,0.0078678131103515,0.0078678131103515,0.0,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058865547180175,0.0081062316894531,0.0,0.0,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0061988830566406,0.0061988830566406,0.00762939453125,0.00762939453125,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063342955505963,0.0084638595581054,0.0039598456135502,0.0047683715820312,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,143.152,25.152,27.344,0.0,0.0150203704833984,0.0150203704833984,0.0085830688476562,0.0085830688476562,4725.76,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006033182144165,0.0083446502685546,0.0,0.0,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,1.344,0.0,0.0,2.208,112.0,25.152,27.344,0.0,0.0116825103759765,0.012063980102539,0.0067949295043945,0.0078439712524414,0.0,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006030797958374,0.0078678131103515,0.0040465838288607,0.0050067901611328,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.005960464477539,0.005960464477539,0.0092983245849609,0.0092983245849609,819.256,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064138121205597,0.009012222290039,0.0039630263816309,0.0047683715820312,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,123.64,25.152,27.344,0.0,0.0088214874267578,0.0088214874267578,0.0078678131103515,0.0078678131103515,2863.216,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060494266339202,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,113.256,25.152,27.344,0.0,0.0083446502685546,0.0083446502685546,0.0100135803222656,0.0100135803222656,1.192,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059497890187733,0.0081062316894531,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,113.256,25.152,27.344,0.0,0.0092983245849609,0.0092983245849609,0.00762939453125,0.00762939453125,1.192,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062227249145507,0.0088453292846679,0.0,0.0,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0145435333251953,0.0145435333251953,0.0066757202148437,0.0066757202148437,0.0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060260295867919,0.0081062316894531,0.0,0.0,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0100135803222656,0.0100135803222656,0.0100135803222656,0.0100135803222656,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061711061348035,0.0085830688476562,0.0039844049347771,0.0046014785766601,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,143.152,25.152,27.344,0.0,0.0069141387939453,0.0069141387939453,0.0085830688476562,0.0085830688476562,3113.024,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060832500457763,0.0081300735473632,0.0039386749267578,0.0048160552978515,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0131130218505859,0.0131130218505859,0.0085830688476562,0.0085830688476562,269.032,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062083723533212,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,113.256,25.152,27.344,0.0,0.0131130218505859,0.0131130218505859,0.0078678131103515,0.0078678131103515,1.192,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062071861912362,0.0083446502685546,0.005960464477539,0.005960464477539,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,113.256,25.152,27.344,0.0,0.0133514404296875,0.0133514404296875,0.0081062316894531,0.0081062316894531,1.192,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058050772443932,0.0073909759521484,0.0083446502685546,0.0083446502685546,0.0120401382446289,0.0112056732177734,0.0063896179199218,0.0146389007568359,0.014042854309082,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,1.696,1.696,1.36,113.256,25.152,27.344,0.0,0.0140666961669921,0.0140666961669921,0.0066757202148437,0.0066757202148437,1.192,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060248374938964,0.0083446502685546,0.0,0.0,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0102519989013671,0.0102519989013671,0.0071525573730468,0.0071525573730468,0.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061014015686335,0.0083446502685546,0.0045696894327799,0.0069856643676757,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,127.576,25.152,27.344,0.0,0.0069141387939453,0.0069141387939453,0.0073909759521484,0.0073909759521484,204.672,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060570240020751,0.0081062316894531,0.0,0.0,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0090599060058593,0.0090599060058593,0.0061988830566406,0.0061988830566406,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059848878441787,0.0081062316894531,0.0040703925533571,0.0050067901611328,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,137.96,25.152,27.344,0.0,0.0069141387939453,0.0069141387939453,0.0088214874267578,0.0088214874267578,767.448,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062807282405113,0.0088214874267578,0.0039849962506975,0.0047683715820312,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,113.256,25.152,27.344,0.0,0.0073909759521484,0.0073909759521484,0.0064373016357421,0.0064373016357421,220.04,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062224888565516,0.0083446502685546,0.0040464312116676,0.0050067901611328,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,118.448,25.152,27.344,0.0,0.0123977661132812,0.0123977661132812,0.0073909759521484,0.0073909759521484,1178.744,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065089446570485,0.0092506408691406,0.0038484285115429,0.0045299530029296,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,120.776,25.152,27.344,0.0,0.0133514404296875,0.0133514404296875,0.0064373016357421,0.0064373016357421,7050.944,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060200691223144,0.0081062316894531,0.004109882173084,0.0049591064453124,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0116825103759765,0.0116825103759765,0.0064373016357421,0.0064373016357421,457.568,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059759616851806,0.0081300735473632,0.0,0.0,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0088214874267578,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059068202972412,0.0078678131103515,0.0,0.0,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0116825103759765,0.0116825103759765,0.0069141387939453,0.0069141387939453,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063527393810854,0.0085353851318359,0.0041425228118896,0.0049352645874023,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,127.576,25.152,27.344,0.0,0.0126361846923828,0.0126361846923828,0.0112056732177734,0.0112056732177734,729.952,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062564323688375,0.0087738037109375,0.0040485600756991,0.0047683715820312,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,123.64,25.152,27.344,0.0,0.0133514404296875,0.0133514404296875,0.00762939453125,0.00762939453125,1668.04,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064266261769764,0.0085830688476562,0.0039276586888471,0.0047683715820312,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,113.256,25.152,27.344,0.0,0.0081062316894531,0.0081062316894531,0.0090599060058593,0.0090599060058593,5283.176,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059201349666462,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,113.256,25.152,27.344,0.0,0.011444091796875,0.011444091796875,0.0073909759521484,0.0073909759521484,1.192,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060558319091796,0.0081062316894531,0.0,0.0,0.0,0.0,0.0063896179199218,0.0,0.0,0.0092029571533203,0.0091961451939174,0.0183582305908203,0.0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0092983245849609,0.0092983245849609,0.0085830688476562,0.0085830688476562,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060719637135368,0.0085830688476562,0.0054041544596354,0.0073432922363281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,0.0,1.36,117.192,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0064373016357421,0.0064373016357421,31.096,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062865369460161,0.0090599060058593,0.0039713394238753,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,0.0,1.36,131.056,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0064373016357421,0.0064373016357421,2321.112,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060784816741943,0.0081062316894531,0.0,0.0,0.0,0.0,0.0066280364990234,0.0,0.0,0.0089168548583984,0.0120162963867187,0.0225067138671875,0.0,0.496,0.0,0.0,1.36,112.0,4.52,3.504,0.0,0.0061988830566406,0.0061988830566406,0.0069141387939453,0.0069141387939453,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063228135061736,0.0085830688476562,0.0055432319641113,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,0.0,1.36,116.352,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0069141387939453,0.0069141387939453,37.232,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006514020485453,0.0087976455688476,0.0049802992078993,0.0056266784667968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,0.0,0.0,2.208,118.632,0.0,0.0,0.0,0.0091791152954101,0.0104188919067382,0.00762939453125,0.0078201293945312,43.232,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062925898613621,0.0085830688476562,0.0049670537312825,0.0055551528930664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,0.0,1.36,113.256,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0064373016357421,0.0064373016357421,50.912,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061194101969401,0.0078678131103515,0.0053535808216441,0.005960464477539,0.0,0.0,0.0059127807617187,0.0,0.0,0.00762939453125,0.0115871429443359,0.0226974487304687,0.0,0.496,0.0,0.0,1.36,114.584,3.744,4.232,0.0,0.0131130218505859,0.0131130218505859,0.0064373016357421,0.0064373016357421,24.488,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063400363447654,0.0088214874267578,0.0053133283342633,0.0060558319091796,0.0,0.0,0.0060558319091796,0.0,0.0,0.0078201293945312,0.0107288360595703,0.0200748443603515,0.0,0.496,0.0,0.0,1.36,114.392,3.744,4.232,0.0,0.0085830688476562,0.0085830688476562,0.0071525573730468,0.0071525573730468,32.336,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063329193722549,0.0085830688476562,0.005960464477539,0.0074386596679687,0.0,0.0,0.0064902835422092,0.0,0.0,0.0091075897216796,0.0106638128107244,0.0245571136474609,0.0,0.496,0.0,0.0,1.36,115.64,8.792,7.208,0.0,0.0162124633789062,0.0162124633789062,0.0071525573730468,0.0071525573730468,40.792,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061127218869653,0.0081062316894531,0.0050342999971829,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,0.0,1.36,117.616,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0069141387939453,0.0069141387939453,67.808,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061646546467696,0.0083208084106445,0.0054083372417249,0.0070095062255859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,0.0,1.36,117.056,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0066757202148437,0.0066757202148437,48.968,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060494266339202,0.0081062316894531,0.0050332811143663,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,0.0,1.36,113.256,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0066757202148437,0.0066757202148437,44.016,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064880541055509,0.0090599060058593,0.0051558017730712,0.0060796737670898,0.0,0.0,0.0071525573730468,0.0,0.0,0.010538101196289,0.0110149383544921,0.020599365234375,0.0,0.496,0.0,0.0,1.36,116.896,3.744,4.232,0.0,0.0116825103759765,0.0116825103759765,0.0078678131103515,0.0078678131103515,47.024,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062295705965249,0.0085830688476562,0.0057080212761374,0.0070095062255859,0.0,0.0,0.0064373016357421,0.0,0.0,0.0083446502685546,0.0123977661132812,0.0220775604248046,0.0,0.496,0.0,0.0,1.36,119.28,3.744,4.232,0.0,0.0069141387939453,0.0069141387939453,0.00762939453125,0.00762939453125,53.848,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064918650916559,0.0085830688476562,0.0050663948059082,0.005960464477539,0.0,0.0,0.0066757202148437,0.0,0.0,0.008392333984375,0.0102519989013671,0.025796890258789,0.0,0.496,0.0,0.0,1.36,115.96,8.264,7.736,0.0,0.00762939453125,0.00762939453125,0.0071525573730468,0.0071525573730468,82.752,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064622110395289,0.0085830688476562,0.0056494837221891,0.0070571899414062,0.0141859054565429,0.0121593475341796,0.0,0.0144481658935546,0.0179052352905273,0.0,0.0,0.0,0.0,0.496,1.696,1.696,1.36,114.808,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,0.00762939453125,0.00762939453125,64.84,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060672190651964,0.0081062316894531,0.005172646563986,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,0.0,1.36,114.76,0.0,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0095367431640625,0.0095367431640625,62.44,0
