time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,f1_u_throughput_dl_kbps,f1_c_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0060584285471699,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0,0.004887580871582,0.0055551528930664,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,119.024,0.0,0.0171661376953125,6.448,0.0177383422851562,0.0165700912475585,0.0180006027221679,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0060713291168212,0.0083446502685546,0.005960464477539,0.005960464477539,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,112.0,0.0,0.0171661376953125,0.0,0.0177383422851562,0.0165700912475585,0.0180006027221679,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0059747695922851,0.0081300735473632,0.0083446502685546,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0077247619628906,0.0,0.0,0.0098228454589843,0.0123977661132812,0.02288818359375,0.0,0.0,0.496,1.36,1.696,1.696,3.744,4.232,112.0,0.0,0.0171661376953125,0.0,0.0177383422851562,0.0165700912475585,0.0180006027221679,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.006113052368164,0.0081300735473632,0.00762939453125,0.00762939453125,0.0102519989013671,0.0102519989013671,0.0064849853515625,0.0,0.0,0.0088691711425781,0.0103950500488281,0.0192642211914062,0.0,0.0,0.496,1.36,1.696,1.696,3.744,4.232,112.0,0.0,0.0171661376953125,0.0,0.0177383422851562,0.0165700912475585,0.0180006027221679,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0059794430709003,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0066757202148437,0.0066757202148437,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,113.256,0.0,0.0171661376953125,1.192,0.0177383422851562,0.0165700912475585,0.0180006027221679,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0061575729067962,0.0080823898315429,0.0073909759521484,0.0073909759521484,0.013589859008789,0.013589859008789,0.0066995620727539,0.0082254409790039,0.0088930130004882,0.0088691711425781,0.0119209289550781,0.0262022018432617,0.0,0.0,0.496,1.36,1.696,1.696,8.264,7.736,116.224,0.0,0.0171661376953125,3.872,0.0177383422851562,0.0165700912475585,0.0180006027221679,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0062024415428958,0.0085830688476562,0.00762939453125,0.00762939453125,0.0069141387939453,0.0069141387939453,0.0,0.0050067901611328,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,113.256,0.0,0.0171661376953125,1.192,0.0177383422851562,0.0165700912475585,0.0180006027221679,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0058294522880327,0.0081062316894531,0.009775161743164,0.009775161743164,0.0066757202148437,0.0066757202148437,0.0,0.007033348083496,0.0086545944213867,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,120.24,0.0,0.0171661376953125,9.04,0.0177383422851562,0.0165700912475585,0.0180006027221679,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.006305637644298,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0107288360595703,0.0107288360595703,0.0,0.0052885575727982,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,121.824,0.0,0.0171661376953125,105.32,0.0177383422851562,0.0165700912475585,0.0180006027221679,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0063163306325527,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0081062316894531,0.0081062316894531,0.0059127807617187,0.0043040827700966,0.0054836273193359,0.0072956085205078,0.011301040649414,0.0216484069824218,0.0,0.0,0.496,1.36,1.696,1.696,3.744,4.232,132.208,0.0,0.0171661376953125,336.576,0.0177383422851562,0.0165700912475585,0.0180006027221679,0
