time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061941146850585,0.0083684921264648,0.0095367431640625,0.0095367431640625,0.0085830688476562,0.0085830688476562,0.0072002410888671,0.0128746032714843,0.009918212890625,0.0152587890625,0.0140190124511718,0.0186920166015625,0.0110149383544921,0.0208854675292968,0.0,0.0,0.496,1.424,1.696,1.696,3.744,4.232,112.0,0.0,0.0,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060458681476649,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0050067901611328,0.0050067901611328,0.0063896179199218,0.0,0.0086069107055664,0.0,0.0,0.0,0.0108957290649414,0.0254392623901367,0.0045299530029296,0.0045299530029296,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,1.192,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062446876112463,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045935312906901,0.0052452087402343,0.496,1.424,0.0,0.0,0.0,0.0,123.64,0.0,99.912,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063499601760713,0.0085830688476562,0.00762939453125,0.00762939453125,0.0100135803222656,0.0100135803222656,0.0058650970458984,0.0,0.0075340270996093,0.0,0.0,0.0,0.0111579895019531,0.0214099884033203,0.0044129111550071,0.0053882598876953,0.496,1.424,0.0,0.0,3.744,4.232,118.448,0.0,416.376,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006132457979876,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0085830688476562,0.0085830688476562,0.0068187713623046,0.0,0.0095367431640625,0.0,0.0,0.0,0.0116348266601562,0.0208854675292968,0.0065565109252929,0.0081777572631835,0.496,1.36,0.0,0.0,3.744,4.232,117.192,0.0,12.656,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070675764933671,0.0095367431640625,0.0100135803222656,0.0100135803222656,0.0088214874267578,0.0088214874267578,0.0060081481933593,0.0,0.008249282836914,0.0,0.0,0.0,0.0113169352213541,0.0273704528808593,0.0040435132552345,0.0047683715820312,0.496,1.424,0.0,0.0,12.008,11.968,122.384,0.0,7663.656,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062119960784912,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0081062316894531,0.0081062316894531,0.0065803527832031,0.0,0.008249282836914,0.0,0.0,0.0,0.0111579895019531,0.0208854675292968,0.0042517979939778,0.0050306320190429,0.496,1.424,0.0,0.0,3.744,4.232,112.0,0.0,534.608,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006017400257623,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0112056732177734,0.0112056732177734,0.006103515625,0.0,0.0086307525634765,0.0,0.0,0.0,0.0107049942016601,0.0260591506958007,0.0047683715820312,0.0062942504882812,0.496,1.36,0.0,0.0,8.264,7.736,117.192,0.0,26.872,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069270580272956,0.0090599060058593,0.0085830688476562,0.0085830688476562,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040970491559317,0.0050067901611328,0.496,1.424,0.0,0.0,0.0,0.0,123.64,0.0,4142.072,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061051762519191,0.0083446502685546,0.00762939453125,0.00762939453125,0.0109672546386718,0.0109672546386718,0.0071525573730468,0.0,0.0091552734375,0.0,0.0,0.0,0.0111103057861328,0.0208854675292968,0.0061988830566406,0.0061988830566406,0.496,1.424,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065007233267347,0.0088214874267578,0.009775161743164,0.009775161743164,0.0066757202148437,0.0066757202148437,0.0065565109252929,0.0,0.0080108642578125,0.0,0.0,0.0,0.0108877817789713,0.0196695327758789,0.0042483562559593,0.0052452087402343,0.496,1.424,0.0,0.0,4.272,3.704,123.64,0.0,1206.472,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063744350452328,0.0090599060058593,0.0069141387939453,0.0069141387939453,0.0083446502685546,0.0083446502685546,0.0065054212297712,0.0,0.009322166442871,0.0,0.0,0.0,0.0111311674118042,0.0272989273071289,0.0043026236600654,0.005197525024414,0.496,1.424,0.0,0.0,12.536,11.44,117.192,0.0,433.4,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066092951380791,0.0092983245849609,0.0090599060058593,0.0090599060058593,0.0095367431640625,0.0095367431640625,0.0061511993408203,0.0,0.0075817108154296,0.0,0.0,0.0,0.0107765197753906,0.0205516815185546,0.0041777087796118,0.0050067901611328,0.496,1.424,0.0,0.0,3.744,4.232,117.192,0.0,1527.224,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066686032423332,0.0095367431640625,0.0102519989013671,0.0102519989013671,0.0123977661132812,0.0123977661132812,0.0060558319091796,0.0,0.0081539154052734,0.0,0.0,0.0,0.0109434127807617,0.0281333923339843,0.0040966626171652,0.0050067901611328,0.496,1.424,0.0,0.0,8.264,7.736,117.192,0.0,2078.472,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065060990366769,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043041938174087,0.0054359436035156,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,1069.192,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062700527817455,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0067353248596191,0.0,0.0087738037109375,0.0,0.0,0.0,0.0124573707580566,0.0239133834838867,0.004286949451153,0.0052452087402343,0.496,1.424,0.0,0.0,3.216,3.704,113.256,0.0,501.824,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064807572388296,0.0085353851318359,0.0069141387939453,0.0069141387939453,0.0095367431640625,0.0095367431640625,0.0088214874267578,0.0,0.0088214874267578,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.004354070444576,0.0052452087402343,0.496,1.424,0.0,0.0,0.528,0.528,123.64,0.0,609.464,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067418164545946,0.0092983245849609,0.00762939453125,0.00762939453125,0.0061988830566406,0.0061988830566406,0.0067949295043945,0.0,0.0089645385742187,0.0,0.0,0.0,0.0108003616333007,0.028538703918457,0.0042669913348029,0.0051736831665039,0.496,1.424,0.0,0.0,7.488,8.464,118.448,0.0,1921.184,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067480761020337,0.0092983245849609,0.0088214874267578,0.0088214874267578,0.010848045349121,0.0111341476440429,0.0061353047688802,0.0,0.0085830688476562,0.0,0.0,0.0,0.0108083089192708,0.0261783599853515,0.0042325199240505,0.0050067901611328,1.344,2.272,0.0,0.0,12.008,11.968,117.192,0.0,1944.592,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064052752594449,0.0085830688476562,0.00762939453125,0.00762939453125,0.0131130218505859,0.0131130218505859,0.0063419342041015,0.0,0.0088453292846679,0.0,0.0,0.0,0.0110387802124023,0.0264883041381835,0.0041185970037755,0.0050067901611328,0.496,1.424,0.0,0.0,8.264,7.736,117.192,0.0,1500.464,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066247152451852,0.0088214874267578,0.0095367431640625,0.0095367431640625,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043525252231331,0.0057220458984375,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,1191.72,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064301846632316,0.0088214874267578,0.00762939453125,0.00762939453125,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042684616581086,0.0054836273193359,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,1085.984,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063246162376593,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0060558319091796,0.0,0.0077247619628906,0.0,0.0,0.0,0.0109672546386718,0.0215530395507812,0.0043333622447231,0.0052452087402343,0.496,1.424,0.0,0.0,3.744,4.232,113.256,0.0,490.12,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061787183011942,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0061988830566406,0.0061988830566406,0.0059843063354492,0.0,0.0081777572631835,0.0,0.0,0.0,0.0107765197753906,0.028085708618164,0.0066757202148437,0.0066757202148437,0.496,1.392,0.0,0.0,7.488,8.464,113.256,0.0,1.192,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063750544205087,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0104904174804687,0.0104904174804687,0.0062465667724609,0.0,0.0085830688476562,0.0,0.0,0.0,0.011444091796875,0.028848648071289,0.0044215809215198,0.0054836273193359,0.496,1.424,0.0,0.0,12.008,11.968,123.64,0.0,385.312,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061655044555664,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0052452087402343,0.0052452087402343,0.0060081481933593,0.0,0.0086069107055664,0.0,0.0,0.0,0.0106096267700195,0.0257253646850585,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066346135632745,0.0092983245849609,0.0083446502685546,0.0083446502685546,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041360121506911,0.0050067901611328,0.496,1.424,0.0,0.0,0.0,0.0,127.576,0.0,3109.816,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066994434565453,0.0090599060058593,0.0085830688476562,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041418777399764,0.0050067901611328,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,2239.48,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059020519256591,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0095367431640625,0.0095367431640625,0.0063896179199218,0.0,0.0084877014160156,0.0,0.0,0.0,0.0115871429443359,0.021982192993164,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061870214357898,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0107288360595703,0.0107288360595703,0.0066757202148437,0.0,0.0091314315795898,0.0,0.0,0.0,0.0118970870971679,0.0288009643554687,0.0090599060058593,0.0090599060058593,0.496,1.36,0.0,0.0,7.488,8.464,113.256,0.0,1.192,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061965107324704,0.0085830688476562,0.0121593475341796,0.0121593475341796,0.0109672546386718,0.0109672546386718,0.0060240427652994,0.0,0.008249282836914,0.0,0.0,0.0,0.0109195709228515,0.0263690948486328,0.0064373016357421,0.0064373016357421,0.496,1.36,0.0,0.0,12.008,11.968,113.256,0.0,1.192,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061016177656638,0.0081062316894531,0.009775161743164,0.009775161743164,0.0085830688476562,0.0085830688476562,0.0061750411987304,0.0,0.0085830688476562,0.0,0.0,0.0,0.01068115234375,0.0252962112426757,0.0083446502685546,0.0083446502685546,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,1.192,0
