time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0062862245163114,0.0088214874267578,0.0071128209431966,0.0060399373372395,0.0085830688476562,0.0069141387939453,0.0063555581229073,0.0050663948059082,0.006723403930664,0.0088214874267578,0.0105108533586774,0.0085830688476562,0.0085830688476562,0.0236988067626953,0,0.496,1.36,9.856,10.176,25.152,27.344,118.448,0.0078678131103515,0.0078678131103515,26.208,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0072999852866942,0.0098705291748046,0.0084400177001953,0.0063419342041015,0.009918212890625,0.0097274780273437,0.0063555581229073,0.0038941701253255,0.0045299530029296,0.0088214874267578,0.0105108533586774,0.0102519989013671,0.0102519989013671,0.0236988067626953,0,0.496,1.424,6.448,6.224,25.152,27.344,144.408,0.0140666961669921,0.0140666961669921,38788.192,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0071181586725794,0.009775161743164,0.0084400177001953,0.0075101852416992,0.0112056732177734,0.0116825103759765,0.0063555581229073,0.0039025356895045,0.0046253204345703,0.0088214874267578,0.0105108533586774,0.0197887420654296,0.0197887420654296,0.0236988067626953,0,0.496,1.424,5.6,6.512,25.152,27.344,113.256,0.009775161743164,0.009775161743164,2744.696,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0062274932861328,0.0083446502685546,0.0067353248596191,0.005960464477539,0.0080823898315429,0.0075340270996093,0.0063555581229073,0.0,0.0,0.0088214874267578,0.0105108533586774,0.0116825103759765,0.0116825103759765,0.0236988067626953,0,0.496,1.392,6.096,5.728,25.152,27.344,112.0,0.0083446502685546,0.0083446502685546,0.0,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063264369964599,0.0088453292846679,0.0065565109252929,0.0074307123819986,0.0084638595581054,0.0094175338745117,0.0063555581229073,0.0,0.0,0.0088214874267578,0.0105108533586774,0.0128746032714843,0.0128746032714843,0.0236988067626953,0,0.496,1.36,9.856,10.176,25.152,27.344,112.0,0.0123977661132812,0.0123977661132812,0.0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0060661672958599,0.0080585479736328,0.0076770782470703,0.0057220458984375,0.0104904174804687,0.0073909759521484,0.0063555581229073,0.0069141387939453,0.0089645385742187,0.0088214874267578,0.0105108533586774,0.0126361846923828,0.0126361846923828,0.0236988067626953,0,0.496,1.36,6.448,6.224,25.152,27.344,122.104,0.0088214874267578,0.0088214874267578,12.448,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0058560822140518,0.00762939453125,0.0081062316894531,0.00762939453125,0.0098228454589843,0.010228157043457,0.0063555581229073,0.0,0.0,0.0088214874267578,0.0105108533586774,0.0119209289550781,0.0119209289550781,0.0236988067626953,0,0.496,1.424,5.6,6.512,25.152,27.344,115.496,0.0090599060058593,0.0090599060058593,0.0,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0060482404718351,0.0081062316894531,0.0069141387939453,0.0074386596679687,0.007486343383789,0.0108242034912109,0.0063555581229073,0.0042915344238281,0.0042915344238281,0.0088214874267578,0.0105108533586774,0.0109672546386718,0.0109672546386718,0.0236988067626953,0,0.496,1.36,6.096,5.728,25.152,27.344,113.256,0.0109672546386718,0.0109672546386718,1.192,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0059272519391567,0.0078678131103515,0.0078280766805013,0.006715456644694,0.0106096267700195,0.0077486038208007,0.0,0.0050067901611328,0.0050067901611328,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0,0.496,1.36,9.856,10.176,0.0,0.0,113.256,0.0083446502685546,0.0083446502685546,1.192,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063329193722549,0.0090599060058593,0.0081658363342285,0.0065565109252929,0.0109195709228515,0.0085115432739257,0.0070095062255859,0.0045299530029296,0.0045299530029296,0.0102758407592773,0.0123500823974609,0.0150203704833984,0.0150203704833984,0.0304460525512695,0,0.496,1.36,5.6,5.728,8.264,7.736,113.256,0.0083446502685546,0.0083446502685546,1.192,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063562393188476,0.0085830688476562,0.0070730845133463,0.0071525573730468,0.0090599060058593,0.0105857849121093,0.0058412551879882,0.0,0.0,0.0065326690673828,0.0103314717610677,0.0195503234863281,0.0195503234863281,0.018477439880371,0,0.496,1.36,6.448,7.008,4.272,3.704,112.0,0.0085830688476562,0.0085830688476562,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0062509647850851,0.0081062316894531,0.0087618827819824,0.0064849853515625,0.012516975402832,0.0080585479736328,0.0063180923461914,0.0056879861014229,0.006866455078125,0.0088453292846679,0.01068115234375,0.0112056732177734,0.0112056732177734,0.0255346298217773,0,0.496,1.36,6.096,5.728,8.264,7.736,139.936,0.0100135803222656,0.0100135803222656,42.568,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0064610248774438,0.0088214874267578,0.0072320302327473,0.0062386194864908,0.0084638595581054,0.0071525573730468,0.0,0.0061511993408203,0.0071048736572265,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0,0.496,1.424,9.856,10.176,0.0,0.0,117.192,0.0085830688476562,0.0085830688476562,29.736,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0066220760345458,0.0086069107055664,0.0078678131103515,0.0065803527832031,0.0086307525634765,0.0085830688476562,0.0059127807617187,0.0049034754435221,0.0055551528930664,0.0075340270996093,0.0116825103759765,0.0162124633789062,0.0162124633789062,0.02288818359375,0,0.496,1.424,6.448,6.224,3.744,4.232,115.832,0.0083446502685546,0.0083446502685546,144.64,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063204529261825,0.008559226989746,0.0078201293945312,0.0056624412536621,0.0092029571533203,0.0068902969360351,0.006866455078125,0.0049670537312825,0.0057220458984375,0.0083446502685546,0.01373291015625,0.011444091796875,0.011444091796875,0.0267505645751953,0,0.496,1.424,5.6,6.512,3.744,4.232,116.88,0.0085830688476562,0.0085830688476562,21.36,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0061680428424284,0.0083446502685546,0.0072717666625976,0.0084400177001953,0.0085830688476562,0.0125408172607421,0.0060876210530598,0.006258487701416,0.0067710876464843,0.0088691711425781,0.0112056732177734,0.0100135803222656,0.0100135803222656,0.0290393829345703,0,0.496,1.424,6.096,5.728,12.008,11.968,113.256,0.0073909759521484,0.0073909759521484,13.168,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063518979656162,0.0088214874267578,0.0066359837849934,0.0069538752237955,0.0077486038208007,0.0094175338745117,0.0066161155700683,0.0095367431640625,0.0095367431640625,0.0085353851318359,0.01068909962972,0.0102519989013671,0.0102519989013671,0.0194311141967773,0,0.496,1.392,9.856,10.176,4.272,3.704,113.256,0.0071525573730468,0.0071525573730468,1.192,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0061205963590251,0.0081062316894531,0.006103515625,0.0057220458984375,0.006723403930664,0.0078678131103515,0.0061988830566406,0.00762939453125,0.00762939453125,0.0082015991210937,0.0107288360595703,0.0128746032714843,0.0128746032714843,0.0257492065429687,0,0.496,1.424,6.448,6.224,8.792,7.208,117.192,0.0083446502685546,0.0083446502685546,9.928,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006263799006396,0.0087976455688476,0.0072002410888671,0.0064969062805175,0.0100612640380859,0.0077247619628906,0.0,0.0054240226745605,0.0063657760620117,0.0,0.0,0.0157356262207031,0.0168800354003906,0.0,0,1.344,2.272,5.6,6.512,0.0,0.0,122.384,0.0083446502685546,0.0102519989013671,28.32,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006263799006396,0.0087976455688476,0.0094771385192871,0.0064373016357421,0.013589859008789,0.0071048736572265,0.0065803527832031,0.0054240226745605,0.0063657760620117,0.0087738037109375,0.0125408172607421,0.0131130218505859,0.0131130218505859,0.0239372253417968,0,0.496,1.392,6.096,5.728,3.744,4.232,122.384,0.0109672546386718,0.0109672546386718,28.32,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006263799006396,0.0087976455688476,0.0073909759521484,0.0061591466267903,0.0092983245849609,0.0077486038208007,0.0069141387939453,0.0054240226745605,0.0063657760620117,0.0092983245849609,0.0114917755126953,0.0064373016357421,0.0064373016357421,0.0224590301513671,0,0.496,1.36,9.856,10.176,3.744,4.232,122.384,0.0073909759521484,0.0073909759521484,28.32,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0061561812215776,0.0081062316894531,0.0087261199951171,0.0057220458984375,0.0099658966064453,0.0070571899414062,0.0065008799235026,0.0050067901611328,0.0050067901611328,0.0085830688476562,0.0111897786458333,0.0069141387939453,0.0069141387939453,0.0294685363769531,0,0.496,1.36,6.448,6.224,12.008,11.968,113.256,0.0083446502685546,0.0083446502685546,1.192,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0060850114964727,0.0081062316894531,0.0081539154052734,0.0069141387939453,0.0092506408691406,0.0088930130004882,0.006103515625,0.0047683715820312,0.0047683715820312,0.0080585479736328,0.0117778778076171,0.0121593475341796,0.0121593475341796,0.0226497650146484,0,0.496,1.36,5.6,6.512,3.744,4.232,113.256,0.0090599060058593,0.0090599060058593,1.192,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0060209587438782,0.0081062316894531,0.0079274177551269,0.0082015991210937,0.0106573104858398,0.0107765197753906,0.0061194101969401,0.0045299530029296,0.0045299530029296,0.0079631805419921,0.0128529288552024,0.0121593475341796,0.0121593475341796,0.0324249267578125,0,0.496,1.36,6.096,5.728,8.792,7.208,113.256,0.0088214874267578,0.0088214874267578,1.192,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006333589553833,0.0085830688476562,0.0085433324178059,0.0071922938028971,0.0115633010864257,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0,0.496,1.36,9.856,10.176,0.0,0.0,112.0,0.0071525573730468,0.0071525573730468,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0060081481933593,0.0081062316894531,0.0069737434387207,0.007331371307373,0.0076532363891601,0.0112771987915039,0.0061511993408203,0.0,0.0,0.0078678131103515,0.0107288360595703,0.0123977661132812,0.0123977661132812,0.0208377838134765,0,0.496,1.36,5.6,5.728,3.744,4.232,112.0,0.0066757202148437,0.0066757202148437,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0061690807342529,0.0081062316894531,0.007788340250651,0.005340576171875,0.0100135803222656,0.0065803527832031,0.0062942504882812,0.0,0.0,0.008392333984375,0.0115394592285156,0.0164508819580078,0.0164508819580078,0.0224113464355468,0,0.496,1.36,6.448,7.008,3.744,4.232,112.0,0.00762939453125,0.00762939453125,0.0,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063669681549072,0.0085830688476562,0.0060200691223144,0.0078678131103515,0.0066280364990234,0.0111103057861328,0.0059434345790318,0.0,0.0,0.0078916549682617,0.0107139348983764,0.0119209289550781,0.0119209289550781,0.028848648071289,0,0.496,1.36,6.096,5.728,12.536,11.44,112.0,0.0104904174804687,0.0104904174804687,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0061953245703853,0.0081062316894531,0.0066359837849934,0.0073909759521484,0.008702278137207,0.0088214874267578,0.0075340270996093,0.0045299530029296,0.0045299530029296,0.0116348266601562,0.0117301940917968,0.0081062316894531,0.0081062316894531,0.0223159790039062,0,0.496,1.36,9.856,10.176,3.744,4.232,113.256,0.0083446502685546,0.0083446502685546,1.192,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0064088337457002,0.0088214874267578,0.0066757202148437,0.0075817108154296,0.0082015991210937,0.0093460083007812,0.0060081481933593,0.005960464477539,0.005960464477539,0.0083684921264648,0.0112056732177734,0.0088214874267578,0.0088214874267578,0.0284433364868164,0,0.496,1.36,6.448,6.224,8.264,7.736,113.256,0.0123977661132812,0.0123977661132812,1.192,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0059948631780064,0.0078678131103515,0.0069141387939453,0.0064373016357421,0.0077724456787109,0.0079631805419921,0.0,0.0054836273193359,0.0054836273193359,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0,0.496,1.36,5.6,6.512,0.0,0.0,113.256,0.0078678131103515,0.0078678131103515,1.192,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0062894821166992,0.0086069107055664,0.0079274177551269,0.0063896179199218,0.0098228454589843,0.0079154968261718,0.0060081481933593,0.0,0.0,0.0076770782470703,0.011301040649414,0.0121593475341796,0.0121593475341796,0.0219345092773437,0,0.496,1.36,6.096,5.728,3.744,4.232,112.0,0.00762939453125,0.00762939453125,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0062274932861328,0.0083446502685546,0.0081062316894531,0.0063578287760416,0.0104904174804687,0.0075101852416992,0.0060081481933593,0.0,0.0,0.0075817108154296,0.0121593475341796,0.0073909759521484,0.0073909759521484,0.024271011352539,0,0.496,1.36,9.856,10.176,3.744,4.232,112.0,0.00762939453125,0.00762939453125,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0059926509857177,0.00762939453125,0.0097274780273437,0.007486343383789,0.0148296356201171,0.0089645385742187,0.0061670939127604,0.0,0.0,0.0088214874267578,0.0123182932535807,0.0109672546386718,0.0109672546386718,0.0325202941894531,0,0.496,1.36,6.448,6.224,12.008,11.968,112.0,0.0116825103759765,0.0116825103759765,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0064025804834458,0.0088214874267578,0.0080585479736328,0.0094175338745117,0.0110626220703125,0.014495849609375,0.0,0.0040314414284446,0.0047683715820312,0.0,0.0,0.0171661376953125,0.0171661376953125,0.0,0,0.496,1.36,5.6,6.512,0.0,0.0,143.152,0.0054836273193359,0.0054836273193359,1709.512,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.005931996587497,0.0078678131103515,0.0079274177551269,0.0062465667724609,0.0087499618530273,0.0075817108154296,0.006103515625,0.0052452087402343,0.0052452087402343,0.0078201293945312,0.0123500823974609,0.0138282775878906,0.0138282775878906,0.0247478485107421,0,0.496,1.424,6.096,5.728,3.744,4.232,113.256,0.0092983245849609,0.0092983245849609,1.192,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0061893937599599,0.0085830688476562,0.008702278137207,0.0078678131103515,0.0122785568237304,0.0088214874267578,0.0060081481933593,0.00762939453125,0.00762939453125,0.0083446502685546,0.0112056732177734,0.0088214874267578,0.0088214874267578,0.0287532806396484,0,0.496,1.36,9.856,10.176,8.264,7.736,113.256,0.0095367431640625,0.0095367431640625,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0071654766063972,0.0095367431640625,0.0078201293945312,0.0054836273193359,0.0113487243652343,0.0065803527832031,0.0069141387939453,0.0039099155302714,0.0045299530029296,0.008392333984375,0.0116348266601562,0.0219345092773437,0.0219345092773437,0.0222206115722656,0,0.496,1.36,6.448,6.224,3.744,4.232,128.272,0.0095367431640625,0.0095367431640625,21236.992,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0064027309417724,0.0085830688476562,0.008392333984375,0.00762939453125,0.0098228454589843,0.0122547149658203,0.0064373016357421,0.0,0.0,0.0085830688476562,0.011444091796875,0.0102519989013671,0.0102519989013671,0.0213146209716796,0,0.496,1.424,5.6,6.512,3.744,4.232,112.0,0.0109672546386718,0.0109672546386718,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006030797958374,0.0083446502685546,0.0081062316894531,0.0069141387939453,0.0097274780273437,0.0089168548583984,0.0063419342041015,0.0,0.0,0.008702278137207,0.0105857849121093,0.0121593475341796,0.0121593475341796,0.026702880859375,0,0.496,1.36,6.096,5.728,8.264,7.736,112.0,0.0078678131103515,0.0078678131103515,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0061023235321044,0.0078678131103515,0.0083446502685546,0.0073432922363281,0.0101327896118164,0.01068115234375,0.0060081481933593,0.0,0.0,0.0077247619628906,0.0115394592285156,0.0116825103759765,0.0116825103759765,0.0224590301513671,0,0.496,1.36,8.88,10.176,3.744,4.232,112.0,0.0071525573730468,0.0071525573730468,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0064384937286376,0.0088214874267578,0.0080466270446777,0.0071048736572265,0.0097036361694335,0.0103950500488281,0.0064969062805175,0.0,0.0,0.0076055526733398,0.0123182932535807,0.0078678131103515,0.0078678131103515,0.0236034393310546,0,0.496,1.36,6.576,5.728,4.272,3.704,112.0,0.0081062316894531,0.0081062316894531,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0061094760894775,0.0081300735473632,0.0085830688476562,0.0062465667724609,0.0116825103759765,0.0074386596679687,0.0060796737670898,0.0,0.0,0.0081777572631835,0.0113248825073242,0.0131130218505859,0.0131130218505859,0.0288009643554687,0,0.496,1.36,6.448,7.008,8.264,7.736,112.0,0.0078678131103515,0.0078678131103515,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0062795420784262,0.0081062316894531,0.0077486038208007,0.0081539154052734,0.0089406967163085,0.0088691711425781,0.0065803527832031,0.0054836273193359,0.0054836273193359,0.0086784362792968,0.0129222869873046,0.00762939453125,0.00762939453125,0.0255107879638671,0,0.496,1.36,6.096,5.728,3.744,4.232,113.256,0.00762939453125,0.00762939453125,1.192,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0066987558263511,0.0091552734375,0.0072717666625976,0.0074704488118489,0.0092983245849609,0.010848045349121,0.0071525573730468,0.0039230394099957,0.0047683715820312,0.0102996826171875,0.0118732452392578,0.0145435333251953,0.0145435333251953,0.0223159790039062,0,0.496,1.36,9.856,10.176,3.744,4.232,144.408,0.009775161743164,0.009775161743164,7889.44,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063566426139565,0.0085830688476562,0.0070571899414062,0.0082015991210937,0.0096797943115234,0.0133991241455078,0.0061273574829101,0.0039455937404258,0.0045299530029296,0.0086069107055664,0.0108718872070312,0.0164508819580078,0.0164508819580078,0.0273466110229492,0,0.496,1.424,6.448,6.224,8.264,7.736,113.256,0.0078678131103515,0.0078678131103515,563.544,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0062661595863871,0.0085830688476562,0.0065803527832031,0.0069141387939453,0.0070571899414062,0.0084638595581054,0.0057697296142578,0.0042517979939778,0.0052452087402343,0.0071525573730468,0.011301040649414,0.0157356262207031,0.0157356262207031,0.021982192993164,0,0.496,1.36,5.6,6.512,3.744,4.232,122.384,0.0083446502685546,0.0083446502685546,58.352,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063741207122802,0.0088214874267578,0.007033348083496,0.0081062316894531,0.0080347061157226,0.011301040649414,0.0061511993408203,0.0039714354055899,0.0046014785766601,0.0077724456787109,0.0116348266601562,0.0104904174804687,0.0104904174804687,0.0227928161621093,0,0.496,1.424,6.096,5.728,3.744,4.232,112.0,0.0102519989013671,0.0102519989013671,1222.816,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0066178860050616,0.0090599060058593,0.0071922938028971,0.006874402364095,0.0079870223999023,0.0098943710327148,0.006103515625,0.0039008969695565,0.0045299530029296,0.0081300735473632,0.0113964080810546,0.00762939453125,0.00762939453125,0.0285148620605468,0,0.496,1.424,9.856,10.176,8.264,7.736,122.384,0.0092983245849609,0.0092983245849609,9332.024,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0066178860050616,0.0090599060058593,0.0072002410888671,0.0056743621826171,0.0082969665527343,0.0073909759521484,0.0062465667724609,0.0039008969695565,0.0045299530029296,0.0078201293945312,0.0129222869873046,0.0107288360595703,0.0107288360595703,0.0234127044677734,0,0.496,1.424,6.448,6.224,3.744,4.232,122.384,0.0061988830566406,0.0061988830566406,9332.024,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063281747239146,0.0085830688476562,0.0074386596679687,0.0082850456237792,0.0105857849121093,0.0111579895019531,0.0065326690673828,0.0042915344238281,0.0042915344238281,0.0087261199951171,0.0117301940917968,0.0165700912475585,0.0202894210815429,0.0223159790039062,0,1.344,2.208,5.6,6.512,3.744,4.232,113.256,0.0072717666625976,0.007939338684082,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0061455057628119,0.0081062316894531,0.0079870223999023,0.006866455078125,0.0089406967163085,0.0093460083007812,0.007033348083496,0.0071525573730468,0.0071525573730468,0.0092267990112304,0.0108957290649414,0.0147819519042968,0.0147819519042968,0.0289678573608398,0,0.496,1.36,6.096,5.728,8.264,7.736,113.256,0.00762939453125,0.00762939453125,1.192,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063180923461914,0.0087499618530273,0.0081062316894531,0.0060399373372395,0.0085830688476562,0.0081062316894531,0.0071048736572265,0.0038966905728085,0.0045299530029296,0.0089645385742187,0.012969970703125,0.0112056732177734,0.0112056732177734,0.0262737274169921,0,0.496,1.36,9.856,10.176,3.744,4.232,133.464,0.0116825103759765,0.0116825103759765,11363.256,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0067460536956787,0.0092983245849609,0.0094413757324218,0.006866455078125,0.0126361846923828,0.0097274780273437,0.0069141387939453,0.0039243443126984,0.0045299530029296,0.0095844268798828,0.0116348266601562,0.0100135803222656,0.0100135803222656,0.0218868255615234,0,0.496,1.424,6.448,6.224,3.744,4.232,112.0,0.0081062316894531,0.0081062316894531,2109.544,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063008929959577,0.0083446502685546,0.0063896179199218,0.0075101852416992,0.0073432922363281,0.0090360641479492,0.0065803527832031,0.0054836273193359,0.0054836273193359,0.0086545944213867,0.0115156173706054,0.0083446502685546,0.0083446502685546,0.02899169921875,0,0.496,1.36,5.6,6.512,8.264,7.736,114.456,0.009775161743164,0.009775161743164,2.168,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063578287760416,0.0085830688476562,0.0072717666625976,0.0084400177001953,0.0085353851318359,0.012826919555664,0.0070571899414062,0.0047172818865094,0.0054836273193359,0.0093936920166015,0.0113487243652343,0.0085830688476562,0.0085830688476562,0.0214576721191406,0,0.496,1.424,6.096,5.728,3.744,4.232,114.392,0.0073909759521484,0.0073909759521484,84.656,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0060221449059633,0.0081062316894531,0.00762939453125,0.006866455078125,0.0090599060058593,0.0095367431640625,0.0065803527832031,0.0054836273193359,0.0054836273193359,0.0091552734375,0.0118255615234375,0.0088214874267578,0.0088214874267578,0.02288818359375,0,0.496,1.424,8.88,10.176,3.744,4.232,114.968,0.0102519989013671,0.0102519989013671,2.68,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0066273283250261,0.0092983245849609,0.0072717666625976,0.0069141387939453,0.0090837478637695,0.0098705291748046,0.0056879861014229,0.0043269750234243,0.0051736831665039,0.0067710876464843,0.0137388706207275,0.0083446502685546,0.0083446502685546,0.0288009643554687,0,0.496,1.424,6.576,5.728,7.208,5.352,115.904,0.009775161743164,0.009775161743164,565.216,0
