time_seconds,a1_packet_loss_ul_percentage,e2_du_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,a1_retransmissions_ul_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,e2_du_packet_loss_dl_percentage,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_packet_loss_dl_percentage,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060838253343876,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.005960464477539,0.0075499216715494,0.0103712081909179,0.0069618225097656,0.496,1.36,0.0,2.0,6.448,7.008,0.0,1.184,1.776,113.256,0.0,1000.0119209289552,1000.0119209289552,-999.9837875366212,-999.9837875366212,1192.6674313015408,3075.2203464508057,4359.024095535278,4359.017848968506,1.192,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060648467410263,0.0085830688476562,0.0045299530029296,0.0045299530029296,0.0077247619628906,0.0066757202148437,0.0075817108154296,0.0095844268798828,0.496,1.36,0.0,3.0,6.096,5.728,0.0,1.184,1.776,113.256,0.0,999.9790191650392,999.9790191650392,-998.9917278289796,-998.9917278289796,511.1919773949517,2360.12887954712,4359.01300907135,4359.012722969055,1.192,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061583518981933,0.0078678131103515,0.0040531158447265,0.0045537948608398,0.0054836273193359,0.00840425491333,0.0111818313598632,0.0064611434936523,0.496,1.36,0.0,2.0,5.6,5.728,0.0,1.184,1.184,112.0,0.0,1000.0433921813964,1000.0433921813964,-1000.9942054748536,-1000.9942054748536,-686.67205174764,1024.0087270736694,4359.0163230896,4359.01403427124,75.84,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0072173701906667,0.0090599060058593,0.0040065055774851,0.0047683715820312,0.0064373016357421,0.0069538752237955,0.0085830688476562,0.0079870223999023,0.496,1.36,0.0,2.0,9.856,10.176,0.0,3.28,4.296,143.152,0.0,999.9442100524902,999.9442100524902,-999.9778270721436,-999.9778270721436,-1368.5338338216145,0.011301040649414,4359.020829200745,4359.016537666321,8302.736,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067472457885742,0.0085830688476562,0.0,0.0,0.0068187713623046,0.007947285970052,0.0107288360595703,0.0092029571533203,0.496,1.424,0.0,1.0,6.448,7.008,0.0,3.216,3.704,112.0,0.0,1000.0033378601074,1000.0033378601074,-999.9852180480956,-999.9852180480956,-1480.0575309329563,0.01068115234375,4359.030866622925,4359.02202129364,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065393115750592,0.0088214874267578,0.0041127204895019,0.0051021575927734,0.0066280364990234,0.0063180923461914,0.0072479248046875,0.008392333984375,0.496,1.392,1.0,0.0,6.096,5.728,0.0,1.056,0.0,121.824,0.0,1000.054121017456,1000.054121017456,-998.9993572235109,-998.9993572235109,0.0,0.0,4359.039378166199,4359.037756919861,245.76,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061383887903014,0.0083446502685546,0.005960464477539,0.005960464477539,0.0075101852416992,0.0063180923461914,0.0073432922363281,0.0096797943115234,0.496,1.424,2.0,0.0,5.6,5.728,0.0,1.056,0.0,113.256,0.0,1000.0715255737304,1000.0715255737304,-999.9916553497314,-999.9916553497314,0.0,0.0,4359.022307395935,4359.02202129364,1.192,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062356540812781,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0063578287760416,0.0075101852416992,0.0092983245849609,0.0083446502685546,0.496,1.36,2.0,0.0,9.856,10.176,0.0,2.112,0.528,113.256,0.0,999.9690055847168,999.9690055847168,-999.990701675415,-999.990701675415,0.0145435333251953,0.0145435333251953,4359.024786949158,4359.023928642273,1.192,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061716013286837,0.0085830688476562,0.005960464477539,0.005960464477539,0.0063896179199218,0.0087420145670572,0.0115633010864257,0.0077247619628906,0.496,1.36,2.0,0.0,6.448,7.008,0.0,2.176,1.12,113.256,0.0,1000.006914138794,1000.006914138794,-1000.9815692901612,-1000.9815692901612,1631.7404678889684,3514.831113815308,4359.029054641724,4359.020531177521,1.192,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060725212097167,0.0083446502685546,0.0,0.0,0.0060558319091796,0.0069141387939453,0.0076770782470703,0.007486343383789,0.496,1.36,1.0,2.0,6.096,5.728,0.0,1.184,1.776,112.0,0.0,999.9730587005616,999.9730587005616,-999.9916553497314,-999.9916553497314,1193.0087937249075,3075.296378135681,4359.026455879211,4359.0192794799805,0.0,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062072277069091,0.0088214874267578,0.0,0.0,0.007033348083496,0.007331371307373,0.0080347061157226,0.0083208084106445,0.496,1.36,0.0,3.0,5.6,5.728,0.0,1.184,1.776,112.0,0.0,1000.014066696167,1000.014066696167,-999.9938011169434,-999.9938011169434,510.76625453101263,2359.445571899415,4359.0237855911255,4359.018921852112,0.0,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006030797958374,0.0081062316894531,0.0,0.0,0.0069538752237955,0.0083049138387044,0.0109672546386718,0.0089406967163085,0.496,1.36,0.0,2.0,9.856,10.176,0.0,1.184,1.184,112.0,0.0,999.9828338623048,999.9828338623048,-998.9972114562988,-998.9972114562988,-686.5662932395935,1024.019193649292,4359.014296531677,4359.0134382247925,0.0,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061632981940881,0.0081062316894531,0.0046888987223307,0.0059127807617187,0.0070095062255859,0.0062386194864908,0.0069141387939453,0.0105857849121093,0.496,1.36,0.0,1.0,6.448,7.008,0.0,0.592,0.592,117.192,0.0,1000.0920295715332,1000.0920295715332,-1000.9825229644777,-1000.9825229644777,-1195.6149737040205,512.5092267990112,4359.0147495269775,4359.0147495269775,29.176,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0064824391337274,0.0088214874267578,0.0039780962056127,0.0046968460083007,0.0075340270996093,0.0079274177551269,0.0108718872070312,0.0110626220703125,0.496,1.424,0.0,2.0,6.096,5.728,0.0,3.28,4.296,139.216,0.0,999.9070167541504,999.9070167541504,-998.9938735961914,-998.9938735961914,-1778.4532070159912,0.0102519989013671,4359.016013145447,4359.013915061951,4547.808,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0059663659275168,0.0081062316894531,0.0045696894327799,0.0059366226196289,0.0065565109252929,0.0067353248596191,0.0084400177001953,0.0089168548583984,0.496,1.424,0.0,0.0,5.6,5.728,0.0,2.624,3.112,118.448,0.0,999.9971389770508,999.9971389770508,-1000.9872913360596,-1000.9872913360596,0.0100135803222656,0.0126361846923828,4359.03468132019,4359.021822611491,164.96,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0064008928872094,0.0085830688476562,0.0041458341810438,0.0050067901611328,0.0063180923461914,0.0070730845133463,0.0089406967163085,0.0082254409790039,0.496,1.424,1.0,0.0,9.856,10.176,0.0,1.056,0.0,123.64,0.0,1000.0810623168944,1000.0810623168944,-999.992847442627,-999.992847442627,0.0,0.0,4359.0373277664185,4359.031319618225,2038.64,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063800811767578,0.0085830688476562,0.0043630599975585,0.0052690505981445,0.0062942504882812,0.006874402364095,0.008702278137207,0.0081539154052734,0.496,1.424,2.0,0.0,6.448,7.008,0.0,1.056,0.0,112.0,0.0,1000.0441074371338,1000.0441074371338,-999.9864101409912,-999.9864101409912,0.0,0.0,4359.036111831665,4359.033664067586,176.128,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065222825154219,0.0095367431640625,0.0039885537536739,0.0047683715820312,0.0075817108154296,0.0085830688476562,0.0102996826171875,0.0118255615234375,0.496,1.424,3.0,0.0,6.096,5.728,0.0,2.112,0.528,122.384,0.0,999.9854564666748,999.9854564666748,-999.0038871765136,-999.0038871765136,0.0133514404296875,0.0133514404296875,4359.029340744019,4359.026590983073,5261.16,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0064147645561256,0.0090599060058593,0.0044833058896272,0.0054836273193359,0.0060038133101029,0.0064156272194602,0.0071525573730468,0.0064373016357421,0.496,1.424,3.0,0.0,15.984,29.456,0.0,2.176,1.12,114.264,0.0,999.9780654907228,999.9780654907228,-1000.9808540344238,-1000.9808540344238,1631.3886301858086,3514.148092269898,4359.030055999756,4359.021663665772,446.912,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062119960784912,0.0081062316894531,0.0,0.0,0.0062386194864908,0.0079870223999023,0.0100135803222656,0.0084638595581054,0.496,1.424,2.0,2.0,9.856,10.304,0.0,1.184,1.776,112.0,0.0,999.981164932251,999.981164932251,-1000.002384185791,-1000.002384185791,1193.1735277175903,3075.918936729431,4359.029293060303,4359.019660949707,0.0,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006276782196347,0.0085830688476562,0.0046434856596447,0.0064373016357421,0.0065326690673828,0.0070730845133463,0.0084638595581054,0.0095844268798828,0.496,1.36,1.0,3.0,6.448,7.008,0.0,1.184,1.776,118.448,0.0,1000.0367164611816,1000.0367164611816,-999.9737739562988,-999.9737739562988,510.8656883239746,2359.43627357483,4359.018564224243,4359.016418457031,175.8,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061407611144715,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0060796737670898,0.006874402364095,0.0084638595581054,0.0075101852416992,0.496,1.424,0.0,2.0,9.856,10.592,0.0,1.776,1.776,113.256,0.0,999.953031539917,999.953031539917,-999.9923706054688,-999.9923706054688,173.7635930379232,2378.164553642274,4359.020805358887,4359.016180038452,1.192,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065018978024938,0.0085830688476562,0.0042357343308469,0.0052452087402343,0.00762939453125,0.0068611568874782,0.0084877014160156,0.010991096496582,0.496,1.36,0.0,4.0,22.336,13.52,0.0,3.872,5.48,123.576,0.0,1000.025749206543,1000.025749206543,-998.9876747131348,-998.9876747131348,-381.4312793590405,2051.423931121826,4359.022045135498,4359.0163230896,425.992,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067925453186035,0.0083446502685546,0.0,0.0,0.0063180923461914,0.0064849853515625,0.0075817108154296,0.0066757202148437,0.496,1.424,0.0,2.0,9.376,9.04,0.0,3.28,4.296,112.0,0.0,1000.112533569336,1000.112533569336,-1000.9851455688477,-1000.9851455688477,-958.5626602172852,614.4089221954342,4359.024620056152,4359.017848968506,0.0,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068747997283935,0.0086069107055664,0.0,0.0,0.0069618225097656,0.0059127807617187,0.0063896179199218,0.008392333984375,0.496,1.36,0.0,1.0,6.576,6.864,0.0,1.648,0.592,112.0,0.0,999.9761581420898,999.9761581420898,-1000.00262260437,-1000.00262260437,-1199.819286664327,512.0079517364502,4359.0123653411865,4359.0123653411865,0.0,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0072367051068474,0.0092983245849609,0.0041203897101615,0.0047683715820312,0.0055313110351562,0.0060399373372395,0.0084638595581054,0.0071525573730468,0.496,1.36,0.0,1.0,6.448,7.008,0.0,3.552,3.248,132.768,0.0,999.9754428863524,999.9754428863524,-999.9804496765136,-999.9804496765136,-1482.538965013292,0.0103950500488281,4359.024357795715,4359.016418457031,4067.096,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0072367051068474,0.0092983245849609,0.0041203897101615,0.0047683715820312,0.0060558319091796,0.006258487701416,0.0068426132202148,0.0068187713623046,0.496,1.424,1.0,0.0,6.096,5.728,0.0,1.584,0.0,132.768,0.0,1000.0114440917968,1000.0114440917968,-999.9899864196776,-999.9899864196776,0.0,0.0,4359.019994735718,4359.019994735718,4067.096,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067101189153111,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0065803527832031,0.006866455078125,0.0086784362792968,0.0085830688476562,0.496,1.36,1.0,0.0,8.88,9.04,0.0,2.112,0.528,113.256,0.0,999.9990463256836,999.9990463256836,-999.9945163726808,-999.9945163726808,0.0145435333251953,0.0145435333251953,4359.025478363037,4359.025478363037,1.192,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067457037778636,0.0081062316894531,0.0052452087402343,0.0052452087402343,0.0069141387939453,0.0065326690673828,0.0077247619628906,0.0085353851318359,0.496,1.36,1.0,0.0,6.576,6.864,0.0,2.112,0.528,113.256,0.0,1000.0057220458984,1000.0057220458984,-999.9890327453612,-999.9890327453612,0.0150203704833984,0.0150203704833984,4359.022855758667,4359.022855758667,1.192,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068792482701743,0.0084877014160156,0.004163352392053,0.0049591064453124,0.0059127807617187,0.0065962473551432,0.00762939453125,0.006866455078125,1.344,2.208,1.0,0.0,6.448,7.008,0.0,2.176,1.12,134.024,0.0,899.9982833862305,500.0019073486328,-499.9876022338867,-99.9837875366211,1612.652574266706,3487.920999526978,4359.029340744019,4359.021425247192,833.384,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0073731835208722,0.0095367431640625,0.0040863962413517,0.0050067901611328,0.0064849853515625,0.0082850456237792,0.0092267990112304,0.0088691711425781,0.496,1.392,0.0,2.0,6.096,5.728,0.0,0.592,1.184,117.192,0.0,1000.02121925354,1000.02121925354,-999.9852180480956,-999.9852180480956,854.2473316192627,2969.435858726502,4359.025239944458,4359.025239944458,4205.064,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067460536956787,0.0086069107055664,0.0,0.0,0.0054359436035156,0.0061511993408203,0.0064373016357421,0.006723403930664,0.496,1.424,0.0,1.0,8.88,9.04,0.0,0.592,0.592,112.0,0.0,999.969720840454,999.969720840454,-999.990463256836,-999.990463256836,-172.28400707244873,1536.5121364593506,4359.012842178345,4359.012842178345,0.0,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066769123077392,0.0081062316894531,0.0,0.0,0.006103515625,0.0075340270996093,0.0096321105957031,0.0071525573730468,0.496,1.392,0.0,1.0,6.576,6.864,0.0,0.592,0.592,112.0,0.0,1000.115156173706,1000.115156173706,-999.992609024048,-999.992609024048,-1197.2814798355105,511.51466369628906,4359.012842178345,4359.012842178345,0.0,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067591667175292,0.0083446502685546,0.0,0.0,0.0053882598876953,0.0065565109252929,0.0073909759521484,0.0070095062255859,0.496,1.36,0.0,0.0,6.448,7.008,0.0,0.0,0.0,112.0,0.0,1000.0083446502686,1000.0083446502686,-999.9990463256836,-999.9990463256836,0.0,0.0,0.0,0.0,0.0,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069722607361143,0.0088214874267578,0.0057220458984375,0.0057220458984375,0.007486343383789,0.0072717666625976,0.0098705291748046,0.0125408172607421,0.496,1.36,0.0,1.0,6.096,5.728,0.0,2.616,3.232,113.256,0.0,999.9668598175048,999.9668598175048,-998.9838600158693,-998.9838600158693,-1480.1900121900771,0.0101566314697265,4359.0237855911255,4359.016060829163,1.192,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068477137171806,0.0083446502685546,0.0050067901611328,0.0050067901611328,0.0065326690673828,0.007486343383789,0.0087261199951171,0.0077724456787109,0.496,1.36,1.0,0.0,8.88,9.04,0.0,0.528,0.0,113.256,0.0,1000.0045299530028,1000.0045299530028,-1000.9891986846924,-1000.9891986846924,0.0,0.0,4359.02214050293,4359.02214050293,1.192,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068185353043055,0.0083446502685546,0.0057220458984375,0.007486343383789,0.0070571899414062,0.0081062316894531,0.0100612640380859,0.0101566314697265,0.496,1.36,1.0,0.0,6.576,6.864,0.0,0.528,0.0,118.448,0.0,999.9957084655762,999.9957084655762,-999.9845027923584,-999.9845027923584,0.0,0.0,4359.031915664673,4359.031915664673,24.056,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067509493781524,0.0084638595581054,0.0044703483581542,0.0052452087402343,0.005960464477539,0.0069538752237955,0.0085830688476562,0.0078678131103515,0.496,1.424,1.0,0.0,6.448,7.008,0.0,0.528,0.0,139.856,0.0,999.9804496765136,999.9804496765136,-999.9923706054688,-999.9923706054688,0.0,0.0,4359.0404987335205,4359.0404987335205,166.848,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0070861322962822,0.0092983245849609,0.0044414677570775,0.0055789947509765,0.0073909759521484,0.00762939453125,0.009918212890625,0.0100612640380859,0.496,1.424,1.0,0.0,6.096,5.728,0.0,2.176,1.12,114.584,0.0,1000.02121925354,1000.02121925354,-999.9890327453612,-999.9890327453612,1600.7908412388392,3471.512126922608,4359.028053283691,4359.019676844279,719.432,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068676471710205,0.0088453292846679,0.0049964241359544,0.0061511993408203,0.0056743621826171,0.007486343383789,0.0098228454589843,0.0064849853515625,0.496,1.424,0.0,2.0,8.88,9.04,0.0,0.592,1.184,112.0,0.0,999.9845027923584,999.9845027923584,-999.9918937683104,-999.9918937683104,857.7059110005697,2971.2147712707524,4359.013080596924,4359.013080596924,55.496,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067453573245813,0.0085830688476562,0.0042533874511718,0.0059127807617187,0.0061988830566406,0.006866455078125,0.0075340270996093,0.0074386596679687,0.496,1.424,0.0,1.0,6.576,6.864,0.0,0.592,0.592,122.384,0.0,1000.20432472229,1000.20432472229,-999.9828338623048,-999.9828338623048,-170.31065622965494,1536.0136032104492,4359.014511108398,4359.014511108398,278.184,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0080030355880509,0.0100135803222656,0.0038824306468162,0.0045299530029296,0.0053882598876953,0.008861223856608,0.0116825103759765,0.0070095062255859,0.496,1.36,0.0,1.0,6.448,7.008,0.0,0.592,0.592,117.192,0.0,999.9589920043944,999.9589920043944,-999.0029335021972,-999.0029335021972,-1194.3189303080242,512.0053291320801,4359.0123653411865,4359.0123653411865,35821.816,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0073233647132987,0.0090599060058593,0.0054836273193359,0.0054836273193359,0.0084400177001953,0.0078082084655761,0.0088453292846679,0.0126838684082031,0.496,1.424,0.0,1.0,6.096,5.728,0.0,2.496,3.248,113.256,0.0,999.9268054962158,999.9268054962158,-1000.9748935699464,-1000.9748935699464,-1478.8698355356853,0.0110626220703125,4359.031915664673,4359.019994735718,1.192,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067789163162459,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0068187713623046,0.0069141387939453,0.0075340270996093,0.0084877014160156,0.496,1.424,0.0,0.0,8.88,9.04,0.0,0.528,0.0,113.256,0.0,999.9885559082032,999.9885559082032,-999.9935626983644,-999.9935626983644,0.0,0.0,0.0,0.0,1.192,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067789163162459,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0075340270996093,0.0073432922363281,0.0081062316894531,0.0110149383544921,0.496,1.36,2.0,0.0,6.576,6.864,0.0,0.0,0.0,113.256,0.0,1000.0112056732178,1000.0112056732178,-999.9873638153076,-999.9873638153076,0.0,0.0,4359.045958518982,4359.033465385437,1.192,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0073827949224733,0.0095367431640625,0.0039055787727807,0.0045299530029296,0.0055789947509765,0.0078678131103515,0.0098943710327148,0.0072479248046875,0.496,1.36,2.0,0.0,6.448,7.008,0.0,0.528,0.0,132.768,0.0,1000.0810623168944,1000.0810623168944,-998.9852905273438,-998.9852905273438,0.0,0.0,4359.023928642273,4359.023451805115,15912.056,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0078595099757559,0.009775161743164,0.0038981176994249,0.0045299530029296,0.0084877014160156,0.0067353248596191,0.0077247619628906,0.0119209289550781,0.496,1.424,2.0,0.0,6.096,5.728,0.0,0.528,0.0,117.192,0.0,1000.0011920928956,1000.0011920928956,-1000.9949207305908,-1000.9949207305908,0.0,0.0,4359.0397119522095,4359.028935432434,34991.56,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0075471401214599,0.009775161743164,0.0,0.0,0.0059127807617187,0.0075340270996093,0.0084400177001953,0.0071525573730468,0.496,1.424,2.0,0.0,8.88,9.04,0.0,2.768,1.712,112.0,0.0,999.9239444732666,999.9239444732666,-999.9792575836182,-999.9792575836182,1760.1292500129114,3927.556180953981,4359.030485153198,4359.0201536814375,0.0,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069081783294677,0.0088214874267578,0.0,0.0,0.0079154968261718,0.0081539154052734,0.0092506408691406,0.0110626220703125,0.496,1.424,0.0,4.0,6.576,6.864,0.0,1.184,2.368,112.0,0.0,999.9816417694092,999.9816417694092,-999.986171722412,-999.986171722412,849.2580453554789,3071.70193195343,4359.021806716919,4359.01951789856,0.0,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067385868053531,0.0081062316894531,0.005960464477539,0.005960464477539,0.0054836273193359,0.00762939453125,0.0102519989013671,0.0066757202148437,0.496,1.36,0.0,2.0,6.448,7.008,0.0,1.184,1.184,113.256,0.0,1000.115156173706,1000.115156173706,-999.9880790710448,-999.9880790710448,-177.75132258733117,1944.8141098022463,4359.013557434082,4359.012603759766,1.192,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067824748025011,0.0085830688476562,0.0047683715820312,0.0047683715820312,0.0065326690673828,0.0056624412536621,0.0058889389038085,0.0080108642578125,0.496,1.36,0.0,2.0,6.096,5.728,0.0,1.184,1.184,113.256,0.0,999.98140335083,999.98140335083,-999.9864101409912,-999.9864101409912,-1201.7553051312764,921.5902566909792,4359.011292457581,4359.009861946106,1.192,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067148635636514,0.0085830688476562,0.0050067901611328,0.0050067901611328,0.006866455078125,0.0078201293945312,0.0089645385742187,0.0085830688476562,0.496,1.36,0.0,2.0,8.88,9.04,0.0,6.928,6.04,113.256,0.0,1000.004768371582,1000.004768371582,-999.9892711639404,-999.9892711639404,-1483.8318559858535,0.0076770782470703,4359.0205907821655,4359.013557434082,1.192,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068879127502441,0.0083684921264648,0.0,0.0,0.0060558319091796,0.0072479248046875,0.0089645385742187,0.0080585479736328,0.496,1.36,0.0,0.0,6.576,6.864,0.0,1.056,0.0,112.0,0.0,1000.0553131103516,1000.0553131103516,-998.9984035491944,-998.9984035491944,0.0,0.0,0.0,0.0,0.0,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.007410651271783,0.0091791152954101,0.0038769841194152,0.0045299530029296,0.0062465667724609,0.0070730845133463,0.0090599060058593,0.0085830688476562,0.496,1.36,0.0,0.0,6.448,7.008,0.0,1.056,0.0,141.568,0.0,999.9954700469972,999.9954700469972,-1000.9911060333252,-1000.9911060333252,0.0,0.0,0.0,0.0,17388.496,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0078227389511184,0.009775161743164,0.0038874373747528,0.0045299530029296,0.0065326690673828,0.0079274177551269,0.0084400177001953,0.0089168548583984,0.496,1.424,0.0,0.0,6.096,5.728,0.0,1.056,0.0,117.192,0.0,1000.0154972076416,1000.0154972076416,-998.9840984344482,-998.9840984344482,0.0,0.0,0.0,0.0,19330.0,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0075451770232091,0.0100135803222656,0.0039340539090565,0.0047683715820312,0.0061988830566406,0.0071525573730468,0.0096797943115234,0.0072956085205078,0.496,1.424,0.0,0.0,8.88,9.04,0.0,1.056,0.0,117.192,0.0,999.9222755432128,999.9222755432128,-1000.9877681732178,-1000.9877681732178,0.0,0.0,4359.044599533081,4359.042882919312,8556.088,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068121288546282,0.0085830688476562,0.0057220458984375,0.0057220458984375,0.0073909759521484,0.0070571899414062,0.0082969665527343,0.0110626220703125,0.496,1.424,2.0,0.0,6.576,6.864,0.0,2.112,1.056,113.256,0.0,1000.0157356262208,1000.0157356262208,-999.981164932251,-999.981164932251,0.0132322311401367,0.0137090682983398,4359.040546417236,4359.035015106201,1.192,1
