time_seconds,a1_packet_loss_ul_percentage,e2_du_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,a1_retransmissions_ul_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,e2_du_packet_loss_dl_percentage,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_packet_loss_dl_percentage,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
180,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068090929843411,0.0085830688476562,0.0050067901611328,0.0060081481933593,0.0065803527832031,0.0075101852416992,0.0095367431640625,0.0092029571533203,0.496,1.36,2.0,0.0,6.448,7.008,0.0,0.0,0.0,116.096,0.0,1000.0858306884766,1000.0858306884766,-999.9878406524658,-999.9878406524658,0.0,0.0,4359.0550899505615,4359.043836593628,34.36,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067943364233519,0.0085830688476562,0.0052452087402343,0.0052452087402343,0.0065803527832031,0.0071525573730468,0.0093460083007812,0.0084400177001953,0.496,1.424,2.0,0.0,6.096,5.728,0.0,0.0,0.0,113.256,0.0,1000.0081062316896,1000.0081062316896,-998.9912509918212,-998.9912509918212,0.0,0.0,4359.054589271545,4359.04324054718,1.192,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068116188049316,0.0083684921264648,0.0,0.0,0.0062465667724609,0.0076770782470703,0.0089645385742187,0.0074386596679687,0.496,1.36,2.0,0.0,8.88,9.04,0.0,0.0,0.0,112.0,0.0,1000.0205039978028,1000.0205039978028,-1000.9815692901612,-1000.9815692901612,0.0,0.0,4359.044504165649,4359.042406082153,0.0,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068837521122951,0.0085830688476562,0.003938321714048,0.0045299530029296,0.0063896179199218,0.0070571899414062,0.0085830688476562,0.0077724456787109,0.496,1.36,0.0,0.0,6.576,6.864,0.0,1.184,1.184,132.768,0.0,1000.0269412994384,1000.0269412994384,-998.9955425262452,-998.9955425262452,1903.228481610616,4021.529626846314,4359.013509750366,4359.01266336441,1203.808,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0100135803222656,0.0038660324773768,0.0045299530029296,0.0053882598876953,0.007947285970052,0.0090599060058593,0.0071048736572265,1.344,2.208,0.0,4.0,6.448,7.008,0.0,1.184,2.368,117.192,0.0,899.9881744384766,499.9961853027344,-499.98700618743896,-99.98328685760498,849.993367989858,3072.034478187561,4359.019732475281,4359.017729759216,59475.368,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0078571376515858,0.009775161743164,0.0039339065551757,0.0046491622924804,0.0072002410888671,0.0079870223999023,0.0097274780273437,0.0093936920166015,0.496,1.424,0.0,2.0,6.096,5.728,0.0,1.184,1.184,117.192,0.0,1000.0007152557372,1000.0007152557372,-1000.9942054748536,-1000.9942054748536,-177.0471731821696,1945.60091495514,4359.0105056762695,4359.0087890625,62.56,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0072174733228022,0.0088214874267578,0.0050067901611328,0.0050067901611328,0.0077724456787109,0.0080108642578125,0.0103950500488281,0.0086307525634765,0.496,1.424,0.0,2.0,8.88,9.04,0.0,1.184,1.184,118.448,0.0,999.9420642852784,999.9420642852784,-998.9793300628662,-998.9793300628662,-1201.036850611369,921.6046333312992,4359.019684791565,4359.015583992004,1.192,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006751634588289,0.0085830688476562,0.0050067901611328,0.0050067901611328,0.0064849853515625,0.0066280364990234,0.0077724456787109,0.0087261199951171,0.496,1.424,0.0,2.0,6.576,6.864,0.0,5.376,7.408,113.256,0.0,1000.0057220458984,1000.0057220458984,-999.985694885254,-999.985694885254,-1483.3557605743408,0.0130653381347656,4359.023928642273,4359.018166859944,1.192,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068275489617342,0.0085830688476562,0.0042915344238281,0.0042915344238281,0.0057220458984375,0.006874402364095,0.0091791152954101,0.007486343383789,0.496,1.36,0.0,0.0,6.448,7.008,0.0,1.056,0.0,113.256,0.0,999.9961853027344,999.9961853027344,-1000.9870529174804,-1000.9870529174804,0.0,0.0,4359.041500091553,4359.038829803467,1.192,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066709518432617,0.0083446502685546,0.0,0.0,0.0081539154052734,0.0073909759521484,0.0092983245849609,0.0123977661132812,0.496,1.36,2.0,0.0,6.096,5.728,0.0,1.056,0.0,112.0,0.0,1000.0903606414796,1000.0903606414796,-999.9938011169434,-999.9938011169434,0.0,0.0,4359.036421775818,4359.030604362488,0.0,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068330764770507,0.0085830688476562,0.0,0.0,0.0072956085205078,0.0061988830566406,0.0069141387939453,0.0086307525634765,0.496,1.36,2.0,0.0,8.88,9.04,0.0,1.056,0.0,112.0,0.0,999.9749660491944,999.9749660491944,-999.0031719207764,-999.0031719207764,0.0,0.0,4359.029293060303,4359.025478363037,0.0,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.007122318919112,0.0088214874267578,0.0039214139298054,0.0045299530029296,0.0054359436035156,0.0075817108154296,0.0088691711425781,0.006866455078125,0.496,1.36,2.0,0.0,6.576,6.864,0.0,3.168,1.056,135.8,0.0,1000.0889301300048,1000.0889301300048,-1000.9768009185792,-1000.9768009185792,0.013589859008789,0.015878677368164,4359.047222137451,4359.041690826416,6230.824,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.007731404470567,0.009775161743164,0.0039143406826516,0.0045299530029296,0.0061511993408203,0.0081062316894531,0.0092983245849609,0.0072002410888671,0.496,1.424,2.0,0.0,6.448,7.008,0.0,1.184,1.184,117.192,0.0,999.941349029541,999.941349029541,-1000.0028610229492,-1000.0028610229492,1904.4636686642964,4024.674534797669,4359.036803245544,4359.022299448649,19671.456,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068548306896911,0.0085830688476562,0.0054836273193359,0.0054836273193359,0.0093936920166015,0.0095367431640625,0.0142097473144531,0.0146865844726562,0.496,1.424,0.0,4.0,6.096,5.728,0.0,1.184,2.368,113.256,0.0,999.997615814209,999.997615814209,-999.985694885254,-999.985694885254,850.5327900250753,3073.017954826355,4359.026575088501,4359.026193618774,1.192,1
194,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067362144811829,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0064373016357421,0.0063896179199218,0.0072956085205078,0.00762939453125,0.496,1.36,0.0,2.0,8.88,9.04,0.0,1.184,1.184,113.256,0.0,1000.0369548797609,1000.0369548797609,-998.9895820617676,-998.9895820617676,-177.97229687372842,1945.612001419068,4359.024882316589,4359.024405479431,1.192,1
195,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067575653987144,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0063419342041015,0.0065326690673828,0.0078678131103515,0.0084400177001953,0.496,1.36,0.0,2.0,6.576,6.864,0.0,1.184,1.184,113.256,0.0,999.9842643737792,999.9842643737792,-999.9854564666748,-999.9854564666748,-1201.4890710512798,921.6127395629886,4359.010362625122,4359.009027481079,1.192,1
196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0070536136627197,0.0088453292846679,0.0,0.0,0.0055789947509765,0.0080664952596028,0.0094175338745117,0.0076770782470703,0.496,1.36,0.0,2.0,6.448,7.008,0.0,1.184,1.184,112.0,0.0,999.9563694000244,999.9563694000244,-1000.9768009185792,-1000.9768009185792,-2225.9870568911238,-102.39584445953336,4359.021830558777,4359.0167760849,0.0,1
197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067734718322753,0.0083446502685546,0.0,0.0,0.0081539154052734,0.0090003013610839,0.0121355056762695,0.011444091796875,0.496,1.36,0.0,0.0,6.096,5.728,0.0,4.192,6.224,112.0,0.0,1000.098466873169,1000.098466873169,-999.9995231628418,-999.9995231628418,0.0074704488118489,0.010848045349121,4359.025096893311,4359.017789363861,0.0,1
198,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066673755645751,0.0083446502685546,0.0,0.0,0.0065326690673828,0.0073909759521484,0.008392333984375,0.0073432922363281,0.496,1.36,0.0,0.0,8.88,9.04,0.0,1.056,0.0,112.0,0.0,999.9785423278807,999.9785423278807,-998.9962577819824,-998.9962577819824,0.0,0.0,4359.042978286743,4359.0404987335205,0.0,1
199,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0071155214772641,0.0090599060058593,0.0039085265128843,0.0045299530029296,0.0075340270996093,0.0082015991210937,0.0113964080810546,0.0092983245849609,0.496,1.36,2.0,0.0,6.576,6.864,0.0,1.056,0.0,143.152,100.0,1000.0197887420654,1000.0197887420654,-999.9778270721436,-999.9778270721436,0.0,0.0,0.0,0.0,5291.912,1
200,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067243528603321,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.00762939453125,0.0074307123819986,0.0100135803222656,0.0130176544189453,0.496,1.424,3.0,0.0,6.448,7.008,0.0,1.056,0.0,113.256,100.0,1000.0050067901612,1000.0050067901612,-1000.990629196167,-1000.990629196167,0.0,0.0,0.0,0.0,1.192,1
201,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067591079937413,0.0083446502685546,0.005960464477539,0.0065803527832031,0.0067710876464843,0.0077486038208007,0.0103235244750976,0.0086307525634765,0.496,1.36,3.0,0.0,6.096,5.728,0.0,3.168,1.056,122.952,100.0,999.9728202819824,999.9728202819824,-999.9899864196776,-999.9899864196776,0.0126361846923828,0.0132083892822265,0.0,0.0,13.656,1
202,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067860332887564,0.0085830688476562,0.0042915344238281,0.0042915344238281,0.0080585479736328,0.0082015991210937,0.011444091796875,0.011301040649414,0.496,1.424,3.0,0.0,8.88,9.04,0.0,1.184,1.184,113.256,100.0,1000.0107288360596,1000.0107288360596,-998.9957809448242,-998.9957809448242,525.9907841682434,1053.057050704956,0.0,0.0,1.192,1
