time_seconds,a1_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,a1_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059401988983154,0.00762939453125,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0065735408238002,0.0088214874267578,0.0088214874267578,0.0094890594482421,0.0140666961669921,0.014662742614746,0.0169277191162109,0.0168561935424804,0.009291512625558,0.0173091888427734,0.0,0.496,1.424,0.0,1.696,1.696,25.152,27.344,112.0,0.0,0.0,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059972355021766,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0054836273193359,0.0068187713623046,0.0065735408238002,0.0121593475341796,0.0121593475341796,0.0094890594482421,0.0140666961669921,0.014662742614746,0.0169277191162109,0.0168561935424804,0.009291512625558,0.0173091888427734,0.0,0.496,1.36,0.0,1.696,1.696,25.152,27.344,117.192,0.0,17.456,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060304480405589,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0046730041503906,0.005960464477539,0.0065735408238002,0.0100135803222656,0.0100135803222656,0.0094890594482421,0.0140666961669921,0.014662742614746,0.0169277191162109,0.0168561935424804,0.009291512625558,0.0173091888427734,0.0,0.496,1.424,0.0,1.696,1.696,25.152,27.344,117.192,0.0,52.712,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064153115726211,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0040539119000824,0.0047683715820312,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0140666961669921,0.014662742614746,0.0169277191162109,0.0168561935424804,0.0,0.0,0.0,0.496,1.424,0.0,1.696,1.696,0.0,0.0,143.152,0.0,5750.008,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0070227254735361,0.0092983245849609,0.0092983245849609,0.0092983245849609,0.0040527114026924,0.0047683715820312,0.0065803527832031,0.0100135803222656,0.0100135803222656,0.0084877014160156,0.0140666961669921,0.014662742614746,0.0169277191162109,0.0168561935424804,0.0123977661132812,0.0214576721191406,0.0,0.496,1.424,0.0,1.696,1.696,4.52,3.504,118.448,0.0,9581.608,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0071690814329846,0.0095367431640625,0.009775161743164,0.009775161743164,0.004071051588899,0.0047683715820312,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0140666961669921,0.014662742614746,0.0169277191162109,0.0168561935424804,0.0,0.0,0.0,0.496,1.424,0.0,1.696,1.696,0.0,0.0,118.448,0.0,11199.584,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0073031999578523,0.0092983245849609,0.0104904174804687,0.0104904174804687,0.0040607837571434,0.0047683715820312,0.0,0.011444091796875,0.011444091796875,0.0,0.0140666961669921,0.014662742614746,0.0169277191162109,0.0168561935424804,0.0,0.0,0.0,0.496,1.424,0.0,1.696,1.696,0.0,0.0,117.888,0.0,11358.84,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0068038257200326,0.0092983245849609,0.0140666961669921,0.0140666961669921,0.0040905434300289,0.0047683715820312,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0140666961669921,0.014662742614746,0.0169277191162109,0.0168561935424804,0.0,0.0,0.0,0.496,1.424,0.0,1.696,1.696,0.0,0.0,117.192,0.0,8303.848,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0069710745740292,0.0092983245849609,0.009775161743164,0.009775161743164,0.0040410379025228,0.0047683715820312,0.0064373016357421,0.00762939453125,0.00762939453125,0.007486343383789,0.0140666961669921,0.014662742614746,0.0169277191162109,0.0168561935424804,0.010538101196289,0.0185489654541015,0.0,0.496,1.424,0.0,1.696,1.696,3.744,4.232,117.192,0.0,8568.392,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064337431494869,0.0088214874267578,0.0104904174804687,0.0104904174804687,0.0042319297790527,0.0050067901611328,0.006103515625,0.0081062316894531,0.0081062316894531,0.0076770782470703,0.0140666961669921,0.014662742614746,0.0169277191162109,0.0168561935424804,0.0122547149658203,0.0231742858886718,0.0,0.496,1.424,0.0,1.696,1.696,3.744,4.232,117.192,0.0,1584.64,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0068631338242867,0.0088214874267578,0.0123977661132812,0.0123977661132812,0.0041145471925767,0.0047683715820312,0.006103515625,0.0133514404296875,0.0133514404296875,0.0083684921264648,0.0140666961669921,0.014662742614746,0.0169277191162109,0.0168561935424804,0.0102996826171875,0.0221014022827148,0.0,0.496,1.424,0.0,1.696,1.696,8.264,7.736,117.192,0.0,6917.352,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0071006246132425,0.0095367431640625,0.0085830688476562,0.0085830688476562,0.0041202262595847,0.0047683715820312,0.0,0.0152587890625,0.0152587890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.448,0.0,8799.648,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0069625306837629,0.0090599060058593,0.0092983245849609,0.0092983245849609,0.0041609392067368,0.0047683715820312,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.448,0.0,6627.256,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0074688750918548,0.0104665756225585,0.0133514404296875,0.0133514404296875,0.0040644843599154,0.0047683715820312,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.448,0.0,13063.4,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0070846080780029,0.0090599060058593,0.009775161743164,0.009775161743164,0.0042495031849591,0.0048160552978515,0.0058650970458984,0.0112056732177734,0.0112056732177734,0.007486343383789,0.0,0.0,0.0,0.0,0.0103950500488281,0.0197410583496093,0.0,0.496,1.424,0.0,0.0,0.0,3.744,4.232,112.0,0.0,2136.904,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062048435211181,0.0088214874267578,0.00762939453125,0.00762939453125,0.0067949295043945,0.0070810317993164,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.011444091796875,0.0,0.0,0.0,0.0,0.0107288360595703,0.0197410583496093,0.0,0.496,1.392,0.0,0.0,0.0,3.744,4.232,115.112,0.0,6.768,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058412551879882,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0063896179199218,0.0095367431640625,0.0095367431640625,0.0087261199951171,0.0,0.0,0.0,0.0,0.0100374221801757,0.0239372253417968,0.0,0.496,1.424,0.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060868263244628,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060351926888992,0.0083446502685546,0.005960464477539,0.0069141387939453,0.0050067901611328,0.0050067901611328,0.0,0.0118017196655273,0.0124692916870117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060090971230274,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058501514036263,0.0078678131103515,0.0092983245849609,0.0092983245849609,0.0047683715820312,0.0047683715820312,0.005960464477539,0.0095367431640625,0.0095367431640625,0.00762939453125,0.0,0.0,0.0,0.0,0.0102996826171875,0.0195026397705078,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006028413772583,0.0078916549682617,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0058174133300781,0.0069141387939453,0.0069141387939453,0.0075817108154296,0.0,0.0,0.0,0.0,0.009918212890625,0.0185012817382812,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059330463409423,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0060081481933593,0.0073909759521484,0.0073909759521484,0.0078916549682617,0.0,0.0,0.0,0.0,0.0099897384643554,0.0226974487304687,0.0,0.496,1.36,0.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061225891113281,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005885362625122,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.005960464477539,0.005960464477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060921284689832,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0052452087402343,0.0052452087402343,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059853738813257,0.0078678131103515,0.011444091796875,0.011444091796875,0.0045299530029296,0.0045299530029296,0.0059127807617187,0.0169277191162109,0.0169277191162109,0.0075340270996093,0.0,0.0,0.0,0.0,0.0110626220703125,0.0208377838134765,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059794430709003,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0050067901611328,0.0050067901611328,0.0072479248046875,0.011444091796875,0.011444091796875,0.0100612640380859,0.0,0.0,0.0,0.0,0.01068115234375,0.0201225280761718,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058591365814208,0.0073909759521484,0.0085830688476562,0.0085830688476562,0.0,0.0,0.006413459777832,0.0069141387939453,0.0069141387939453,0.0083446502685546,0.0,0.0,0.0,0.0,0.0103712081909179,0.0239849090576171,0.0,0.496,1.36,0.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061011314392089,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058269500732421,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059650939645119,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0042872769492013,0.0052452087402343,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,138.928,0.0,1083.28,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006108000726983,0.008559226989746,0.0064373016357421,0.0064373016357421,0.004834598965115,0.0058412551879882,0.0066280364990234,0.0109672546386718,0.0109672546386718,0.0089645385742187,0.0,0.0,0.0,0.0,0.0111103057861328,0.020599365234375,0.0,0.496,1.424,0.0,0.0,0.0,3.744,4.232,115.632,0.0,105.072,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060114694471976,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0078678131103515,0.0078678131103515,0.005960464477539,0.0119209289550781,0.0119209289550781,0.0077724456787109,0.0,0.0,0.0,0.0,0.011444091796875,0.0209808349609375,0.0,0.496,1.424,0.0,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058181250273291,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0052452087402343,0.0052452087402343,0.0070571899414062,0.0126361846923828,0.0126361846923828,0.009322166442871,0.0,0.0,0.0,0.0,0.0108242034912109,0.0251293182373046,0.0,0.496,1.36,0.0,0.0,0.0,8.264,7.736,113.256,0.0,1.192,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060007939884318,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0071525573730468,0.0071525573730468,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,116.248,0.0,3.96,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005988932367581,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0,6.2,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060696907231373,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0059264046805245,0.0073432922363281,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,127.576,0.0,30.856,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058584545382219,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0047787376072095,0.0066280364990234,0.0078678131103515,0.0128746032714843,0.0128746032714843,0.0104427337646484,0.0,0.0,0.0,0.0,0.0110626220703125,0.0205516815185546,0.0,0.496,1.424,0.0,0.0,0.0,3.744,4.232,117.192,0.0,162.088,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065812970151995,0.0092983245849609,0.00762939453125,0.00762939453125,0.0042794625970381,0.0052452087402343,0.0061988830566406,0.0123977661132812,0.0123977661132812,0.0078201293945312,0.0,0.0,0.0,0.0,0.01220703125,0.0233650207519531,0.0,0.496,1.424,0.0,0.0,0.0,3.744,4.232,115.552,0.0,1283.648,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065942802051506,0.0087976455688476,0.0083446502685546,0.0083446502685546,0.0042276519337339,0.0052452087402343,0.0070571899414062,0.0140666961669921,0.0140666961669921,0.0093460083007812,0.0,0.0,0.0,0.0,0.0112771987915039,0.027632713317871,0.0,0.496,1.424,0.0,0.0,0.0,8.264,7.736,118.448,0.0,1795.448,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006445563665711,0.0090360641479492,0.00762939453125,0.00762939453125,0.0042340841638036,0.0052452087402343,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0112056732177734,0.0110864639282226,0.0136852264404296,0.0142335891723632,0.0,0.0,0.0,0.496,1.424,0.0,1.696,1.696,0.0,0.0,115.552,0.0,1459.984,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061965107324704,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0043498145209418,0.0054836273193359,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0,1208.376,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065037267125068,0.0088214874267578,0.0109672546386718,0.0109672546386718,0.0042283712927974,0.0052452087402343,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0,2376.736,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064871204433156,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0043283716291828,0.0054359436035156,0.0062465667724609,0.0126361846923828,0.0126361846923828,0.0076770782470703,0.0,0.0,0.0,0.0,0.0108242034912109,0.0193595886230468,0.0,0.496,1.424,0.0,0.0,0.0,3.744,4.232,117.192,0.0,1924.488,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066413215143763,0.0085830688476562,0.0133514404296875,0.0133514404296875,0.0042131072596499,0.0050067901611328,0.0066280364990234,0.009775161743164,0.009775161743164,0.0084877014160156,0.0,0.0,0.0,0.0,0.0106334686279296,0.0186443328857421,0.0,0.496,1.424,0.0,0.0,0.0,3.744,4.232,117.192,0.0,2636.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065317248353863,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0041930042967504,0.0052452087402343,0.0061511993408203,0.0119209289550781,0.0119209289550781,0.007486343383789,0.0,0.0,0.0,0.0,0.0095605850219726,0.0213623046875,0.0,0.496,1.424,0.0,0.0,0.0,8.264,7.736,118.448,0.0,1751.856,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064396622157332,0.008559226989746,0.0083446502685546,0.0083446502685546,0.0042124934818433,0.0050067901611328,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.448,0.0,1568.976,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065411671553507,0.0087976455688476,0.0088214874267578,0.0088214874267578,0.0042270082946217,0.0052452087402343,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.376,0.0,1856.896,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006219047812087,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0043696006842419,0.0054359436035156,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0,969.032,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0068987186868392,0.0090599060058593,0.0061988830566406,0.0065803527832031,0.0043336082907284,0.0054836273193359,0.0060081481933593,0.0113248825073242,0.0133275985717773,0.0078678131103515,0.0,0.0,0.0,0.0,0.0104904174804687,0.0186443328857421,0.0,1.344,2.272,0.0,0.0,0.0,3.744,4.232,117.192,0.0,1211.216,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0069391727447509,0.0092983245849609,0.0121593475341796,0.0121593475341796,0.0042383619349637,0.0052452087402343,0.0060081481933593,0.0109672546386718,0.0109672546386718,0.0075817108154296,0.0,0.0,0.0,0.0,0.009918212890625,0.0180721282958984,0.0,0.496,1.424,0.0,0.0,0.0,3.744,4.232,116.632,0.0,2462.88,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062985206717875,0.0085830688476562,0.0061988830566406,0.0061988830566406,0.0043977861819059,0.0052452087402343,0.0067472457885742,0.0150203704833984,0.0150203704833984,0.0093936920166015,0.0,0.0,0.0,0.0,0.01068115234375,0.0268459320068359,0.0,0.496,1.424,0.0,0.0,0.0,8.264,7.736,117.192,0.0,763.968,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059675462175123,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0047683715820312,0.006103515625,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.448,0.0,62.696,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061929522462152,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0045299530029296,0.0045299530029296,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061265271694505,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0047683715820312,0.0047683715820312,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062177676965694,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0067949295043945,0.0080585479736328,0.005960464477539,0.0095367431640625,0.0095367431640625,0.0073909759521484,0.0,0.0,0.0,0.0,0.0112056732177734,0.0206470489501953,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,118.32,0.0,11.488,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061023235321044,0.0083684921264648,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0064373016357421,0.0088214874267578,0.0088214874267578,0.0084400177001953,0.0,0.0,0.0,0.0,0.01068115234375,0.0195503234863281,0.0,0.496,1.424,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060737133026123,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0063180923461914,0.0128746032714843,0.0128746032714843,0.008392333984375,0.0,0.0,0.0,0.0,0.010085105895996,0.0217437744140625,0.0,0.496,1.36,0.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061460316474801,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0050067901611328,0.0078678131103515,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,127.576,0.0,122.376,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006076737577692,0.0082969665527343,0.0073909759521484,0.0073909759521484,0.0046094258626302,0.0053644180297851,0.0,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,123.64,0.0,26.176,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006204813867066,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0050067901611328,0.0050067901611328,0.0,0.0422000885009765,0.0422000885009765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064466974418151,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.0044991893153036,0.0054836273193359,0.0064690907796223,0.0090599060058593,0.0090599060058593,0.0091075897216796,0.0,0.0,0.0,0.0,0.0100453694661458,0.0199317932128906,0.0,0.496,1.36,0.0,0.0,0.0,10.776,11.312,123.64,0.0,979.552,0
