time_seconds,a1_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,a1_retransmissions_ul_count,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,a1_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066627370248926,0.0092744827270507,0.0107288360595703,0.0107288360595703,0.00423489354592,0.0044107437133789,0.0045061111450195,0.0050067901611328,0.0065565109252929,0.0081777572631835,0.006028584071568,0.0078678131103515,0.0145435333251953,0.0145435333251953,0.0088010515485491,0.0161170959472656,0.496,0.0,1.424,0.0,1.696,1.696,118.448,25.152,27.344,0.0,1707.976,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006809756530458,0.0092983245849609,0.011444091796875,0.011444091796875,0.0042401322531043,0.0044107437133789,0.0045061111450195,0.0052452087402343,0.0065565109252929,0.0081777572631835,0.006028584071568,0.0078678131103515,0.0107288360595703,0.0107288360595703,0.0088010515485491,0.0161170959472656,0.496,0.0,1.424,0.0,1.696,1.696,117.192,25.152,27.344,0.0,2087.632,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061810906253643,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.004128904532123,0.0044107437133789,0.0045061111450195,0.0050067901611328,0.0065565109252929,0.0081777572631835,0.006028584071568,0.0078678131103515,0.0119209289550781,0.0119209289550781,0.0088010515485491,0.0161170959472656,0.496,0.0,1.424,0.0,1.696,1.696,117.192,25.152,27.344,0.0,1594.76,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064337431494869,0.0092983245849609,0.0073909759521484,0.0073909759521484,0.0043291794626336,0.0044107437133789,0.0045061111450195,0.0054121017456054,0.0065565109252929,0.0081777572631835,0.006028584071568,0.0078678131103515,0.0100135803222656,0.0100135803222656,0.0088010515485491,0.0161170959472656,0.496,0.0,1.424,0.0,1.696,1.696,117.192,25.152,27.344,0.0,1071.36,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065582901684205,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0042676925659179,0.0044107437133789,0.0045061111450195,0.0050306320190429,0.0065565109252929,0.0081777572631835,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.496,0.0,1.424,0.0,1.696,1.696,117.192,0.0,0.0,0.0,934.976,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064847481191454,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0043403018604625,0.0044107437133789,0.0045061111450195,0.0052452087402343,0.0065565109252929,0.0081777572631835,0.006723403930664,0.0091075897216796,0.0102519989013671,0.0102519989013671,0.0123023986816406,0.0216484069824218,0.496,0.0,1.424,0.0,1.696,1.696,117.888,4.52,3.504,0.0,777.36,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058193111894142,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0052452087402343,0.0044107437133789,0.0045061111450195,0.0052452087402343,0.0065565109252929,0.0081777572631835,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.496,0.0,1.424,0.0,1.696,1.696,113.256,0.0,0.0,0.0,1.192,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060191882654951,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.004324046048251,0.0044107437133789,0.0045061111450195,0.0054121017456054,0.0065565109252929,0.0081777572631835,0.0,0.0,0.0140666961669921,0.0140666961669921,0.0,0.0,0.496,0.0,1.392,0.0,1.696,1.696,123.64,0.0,0.0,0.0,385.312,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058639049530029,0.0078916549682617,0.0092983245849609,0.0092983245849609,0.0,0.0044107437133789,0.0045061111450195,0.0,0.0065565109252929,0.0081777572631835,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.496,0.0,1.424,0.0,1.696,1.696,112.0,0.0,0.0,0.0,0.0,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065293642553952,0.0088214874267578,0.00762939453125,0.00762939453125,0.00417904115059,0.0044107437133789,0.0045061111450195,0.0050067901611328,0.0065565109252929,0.0081777572631835,0.0066280364990234,0.0087261199951171,0.0119209289550781,0.0119209289550781,0.0102519989013671,0.0178337097167968,0.496,0.0,1.36,0.0,1.696,1.696,122.384,3.744,4.232,0.0,2712.288,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065962473551432,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0041316957509473,0.0044107437133789,0.0045061111450195,0.0050067901611328,0.0065565109252929,0.0081777572631835,0.006258487701416,0.0067710876464843,0.0066757202148437,0.0066757202148437,0.0099341074625651,0.0176429748535156,0.496,0.0,1.424,0.0,1.696,1.696,117.192,4.272,3.704,0.0,2595.112,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060677528381347,0.0081062316894531,0.00762939453125,0.00762939453125,0.0041961669921875,0.0044107437133789,0.0045061111450195,0.0046730041503906,0.0065565109252929,0.0081777572631835,0.0061511993408203,0.0081777572631835,0.0100135803222656,0.0100135803222656,0.010085105895996,0.0222444534301757,0.496,0.0,1.424,0.0,1.696,1.696,112.0,8.264,7.736,0.0,41.896,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005917762642476,0.00762939453125,0.0088214874267578,0.0088214874267578,0.0047683715820312,0.0,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.496,0.0,1.392,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060707775514517,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0061988830566406,0.0,0.0,0.0061988830566406,0.0,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060434958234948,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0057220458984375,0.0,0.0,0.0057220458984375,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059282779693603,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0066757202148437,0.0092983245849609,0.0112056732177734,0.0112056732177734,0.010538101196289,0.0199794769287109,0.496,0.0,1.36,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060164928436279,0.0078916549682617,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.0058650970458984,0.0071525573730468,0.0128746032714843,0.0128746032714843,0.0108718872070312,0.0201225280761718,0.496,0.0,1.36,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060380083843342,0.0084638595581054,0.0069141387939453,0.0069141387939453,0.0039363772140265,0.0,0.0,0.0045299530029296,0.0,0.0,0.006270408630371,0.0083684921264648,0.0078678131103515,0.0078678131103515,0.0102758407592773,0.022292137145996,0.496,0.0,1.36,0.0,0.0,0.0,143.152,8.264,7.736,0.0,4218.048,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058376789093017,0.0078678131103515,0.0075817108154296,0.0073909759521484,0.0039546386055324,0.0,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0098943710327148,0.0113248825073242,0.0,0.0,1.344,0.0,2.208,0.0,0.0,0.0,112.0,0.0,0.0,0.0,507.712,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059865600434108,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0085830688476562,0.0,0.0,0.0085830688476562,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065077701812894,0.0090599060058593,0.0081062316894531,0.0081062316894531,0.0039904864866342,0.0,0.0,0.0050067901611328,0.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,123.64,0.0,0.0,0.0,3682.472,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060850114964727,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0054836273193359,0.0,0.0,0.0054836273193359,0.0,0.0,0.0058650970458984,0.0071525573730468,0.0100135803222656,0.0100135803222656,0.0100612640380859,0.0181198120117187,0.496,0.0,1.424,0.0,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059294700622558,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0062465667724609,0.0087261199951171,0.0083446502685546,0.0083446502685546,0.011444091796875,0.0218868255615234,0.496,0.0,1.36,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059902667999267,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0084161758422851,0.009775161743164,0.009775161743164,0.0107765197753906,0.0230073928833007,0.496,0.0,1.36,0.0,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060212612152099,0.0081300735473632,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060558319091796,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062115526429696,0.0086784362792968,0.0071525573730468,0.0071525573730468,0.0039354251448515,0.0,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,144.408,0.0,0.0,0.0,3383.248,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061277133315356,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0083446502685546,0.0,0.0,0.0083446502685546,0.0,0.0,0.0060558319091796,0.0077247619628906,0.0116825103759765,0.0116825103759765,0.0103473663330078,0.0195026397705078,0.496,0.0,1.424,0.0,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005988932367581,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0047683715820312,0.0,0.0,0.0047683715820312,0.0,0.0,0.0066757202148437,0.0086307525634765,0.0121593475341796,0.0121593475341796,0.0106334686279296,0.0203132629394531,0.496,0.0,1.36,0.0,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005953311920166,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0068187713623046,0.0088453292846679,0.0116825103759765,0.0116825103759765,0.0099897384643554,0.0219583511352539,0.496,0.0,1.36,0.0,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059473514556884,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061389847929254,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0045829349093967,0.0,0.0,0.0076770782470703,0.0,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,127.576,0.0,0.0,0.0,204.672,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059711933135986,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059248796149865,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0047683715820312,0.0,0.0,0.0047683715820312,0.0,0.0,0.0064849853515625,0.0092983245849609,0.0131130218505859,0.0131130218505859,0.0110149383544921,0.0199794769287109,0.496,0.0,1.36,0.0,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060819885105762,0.0079870223999023,0.0069141387939453,0.0069141387939453,0.0040769577026367,0.0,0.0,0.00457763671875,0.0,0.0,0.0061988830566406,0.0079631805419921,0.0162124633789062,0.0162124633789062,0.0110149383544921,0.0205516815185546,0.496,0.0,1.36,0.0,0.0,0.0,139.216,3.744,4.232,0.0,987.488,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060560679671787,0.0078678131103515,0.0095367431640625,0.0095367431640625,0.0039528463488427,0.0,0.0,0.0046253204345703,0.0,0.0,0.0065803527832031,0.0091552734374999,0.0123977661132812,0.0123977661132812,0.0098943710327148,0.0213623046874999,0.496,0.0,1.424,0.0,0.0,0.0,118.448,8.264,7.736,0.0,1178.744,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060057640075683,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0039915884694745,0.0,0.0,0.0049591064453124,0.0,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,112.0,0.0,0.0,0.0,1059.672,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065033978754931,0.0088214874267578,0.0107288360595703,0.0107288360595703,0.0039008625766687,0.0,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.496,0.0,1.392,0.0,0.0,0.0,119.52,0.0,0.0,0.0,6447.648,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061047077178955,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058841705322265,0.0076532363891601,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0067710876464843,0.0087261199951171,0.0126361846923828,0.0126361846923828,0.0104904174804687,0.0185966491699218,0.496,0.0,1.36,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059172218921137,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0041118034949669,0.0,0.0,0.0049114227294921,0.0,0.0,0.0058650970458984,0.0073909759521484,0.0066757202148437,0.0066757202148437,0.0098705291748046,0.0180244445800781,0.496,0.0,1.36,0.0,0.0,0.0,128.832,3.744,4.232,0.0,731.144,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061632981940881,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.005960464477539,0.0,0.0,0.005960464477539,0.0,0.0,0.0065326690673828,0.008702278137207,0.0066757202148437,0.0066757202148437,0.0103950500488281,0.0224113464355468,0.496,0.0,1.36,0.0,0.0,0.0,113.256,8.264,7.736,0.0,1.192,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0067473632361501,0.0088214874267578,0.0112056732177734,0.0112056732177734,0.0039555809714577,0.0100135803222656,0.0100135803222656,0.0047683715820312,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.496,0.0,1.424,0.0,0.848,0.848,123.64,0.0,0.0,0.0,6795.184,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065994262695312,0.0083684921264648,0.00762939453125,0.00762939453125,0.0041653128231272,0.0042915344238281,0.0042915344238281,0.0052452087402343,0.005960464477539,0.005960464477539,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.496,0.0,1.424,0.0,0.848,0.848,112.0,0.0,0.0,0.0,154.84,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063872337341308,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.496,0.0,1.392,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063765048980712,0.0078916549682617,0.0083446502685546,0.0083446502685546,0.0057220458984375,0.0,0.0,0.0081062316894531,0.0,0.0,0.0058650970458984,0.0073909759521484,0.0131130218505859,0.0131130218505859,0.01068115234375,0.0195503234863281,0.496,0.0,1.36,0.0,0.0,0.0,116.632,3.744,4.232,0.0,31.096,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058406679501087,0.00762939453125,0.0066757202148437,0.0066757202148437,0.0050251300518329,0.0,0.0,0.0081539154052734,0.0,0.0,0.0064373016357421,0.008392333984375,0.0061988830566406,0.0061988830566406,0.0108242034912109,0.0194072723388671,0.496,0.0,1.424,0.0,0.0,0.0,125.864,3.744,4.232,0.0,121.08,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058329931580194,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0039418538411458,0.0,0.0,0.0047683715820312,0.0,0.0,0.0063048468695746,0.0089645385742187,0.0104904174804687,0.0104904174804687,0.0099268826571377,0.0219345092773437,0.496,0.0,1.36,0.0,0.0,0.0,118.448,8.792,7.208,0.0,2201.224,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060336424572633,0.0078439712524414,0.0073909759521484,0.0073909759521484,0.0052187177870008,0.0,0.0,0.0064849853515625,0.0,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,116.352,0.0,0.0,0.0,21.416,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062732413263604,0.0085830688476562,0.0075817108154296,0.0064373016357421,0.0051430293491908,0.0,0.0,0.0061988830566406,0.0,0.0,0.0,0.0,0.0120401382446289,0.0169038772583007,0.0,0.0,1.344,0.0,2.272,0.0,0.0,0.0,115.648,0.0,0.0,0.0,48.2,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061087347381743,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0050365924835205,0.0,0.0,0.0058412551879882,0.0,0.0,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,115.544,0.0,0.0,0.0,45.056,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060162140955379,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0051458676656087,0.0,0.0,0.0061273574829101,0.0,0.0,0.0059127807617187,0.0075340270996093,0.0112056732177734,0.0112056732177734,0.0101566314697265,0.0190258026123046,0.496,0.0,1.424,0.0,0.0,0.0,114.584,3.744,4.232,0.0,31.008,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062356540812781,0.0090599060058593,0.0073909759521484,0.0073909759521484,0.0053511725531684,0.0,0.0,0.0065803527832031,0.0,0.0,0.0062942504882812,0.0072479248046875,0.0143051147460937,0.0143051147460937,0.0108242034912109,0.0204086303710937,0.496,0.0,1.424,0.0,0.0,0.0,114.392,3.744,4.232,0.0,21.24,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060529851201754,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0050365924835205,0.0,0.0,0.0056028366088867,0.0,0.0,0.0060319900512695,0.0081300735473632,0.0150203704833984,0.0150203704833984,0.0099420547485351,0.0225543975830078,0.496,0.0,1.424,0.0,0.0,0.0,115.64,8.264,7.736,0.0,38.784,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064207775758044,0.0085830688476562,0.00762939453125,0.00762939453125,0.0047787376072095,0.0,0.0,0.0054359436035156,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,116.064,0.0,0.0,0.0,61.8,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062024239266272,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0055053017356178,0.0,0.0,0.0061988830566406,0.0,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,116.064,0.0,0.0,0.0,55.504,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064491045356977,0.0090599060058593,0.0069141387939453,0.0069141387939453,0.0047269074813179,0.0,0.0,0.0052452087402343,0.0,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,117.056,0.0,0.0,0.0,54.392,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061146655485997,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0051707029342651,0.0,0.0,0.005960464477539,0.0,0.0,0.0056266784667968,0.0070571899414062,0.0085830688476562,0.0085830688476562,0.0100135803222656,0.0185012817382812,0.496,0.0,1.424,0.0,0.0,0.0,115.64,3.744,4.232,0.0,48.256,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062012553808107,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0050862630208333,0.0,0.0,0.0061273574829101,0.0,0.0,0.0059127807617187,0.00762939453125,0.0090599060058593,0.0090599060058593,0.0101566314697265,0.0185489654541015,0.496,0.0,1.424,0.0,0.0,0.0,115.64,3.744,4.232,0.0,37.76,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063151269409787,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0048577785491943,0.0,0.0,0.0058889389038085,0.0,0.0,0.0062227249145507,0.0086545944213867,0.0083446502685546,0.0083446502685546,0.009775161743164,0.0219345092773437,0.496,0.0,1.424,0.0,0.0,0.0,115.64,8.264,7.736,0.0,80.064,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064040890973598,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0049869219462076,0.0,0.0,0.0061273574829101,0.0,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,115.96,0.0,0.0,0.0,73.856,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062626187164004,0.008559226989746,0.0078678131103515,0.0078678131103515,0.0048823978589928,0.0,0.0,0.0058650970458984,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,116.064,0.0,0.0,0.0,62.2,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062909456762937,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0051140785217285,0.0,0.0,0.0057697296142578,0.0,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,116.016,0.0,0.0,0.0,47.648,0
