time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058715023211578,0.0078678131103515,0.011444091796875,0.011444091796875,0.0054836273193359,0.009775161743164,0.0066757202148437,0.009775161743164,0.005960464477539,0.0,0.0,0.0077724456787109,0.01068115234375,0.0203609466552734,0.496,1.424,0.0,0.0,115.208,3.744,4.232,0.0,0.0,39.44,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062415848917035,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0052910584669846,0.0128746032714843,0.005960464477539,0.0128746032714843,0.0063260396321614,0.0,0.0,0.0084877014160156,0.0118414560953776,0.02899169921875,0.496,1.424,0.0,0.0,115.336,12.008,11.968,0.0,0.0,78.544,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062685201663782,0.0087976455688476,0.0066757202148437,0.0066757202148437,0.0047153896755642,0.00762939453125,0.0052452087402343,0.00762939453125,0.005960464477539,0.0,0.0,0.0074386596679687,0.0104904174804687,0.0200271606445312,0.496,1.424,0.0,0.0,116.08,3.744,4.232,0.0,0.0,67.576,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062590778464137,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0047958814180814,0.0154972076416015,0.0056028366088867,0.0154972076416015,0.0061988830566406,0.0,0.0,0.008392333984375,0.0104904174804687,0.0256061553955078,0.496,1.424,0.0,0.0,116.24,8.264,7.736,0.0,0.0,70.704,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060773131870987,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0051375358335433,0.0083446502685546,0.0061988830566406,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,115.888,0.0,0.0,0.0,0.0,124.312,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062237924604273,0.0088214874267578,0.00762939453125,0.00762939453125,0.0048566747594762,0.0112056732177734,0.0054836273193359,0.0112056732177734,0.0061511993408203,0.0,0.0,0.0079631805419921,0.0120162963867187,0.0228404998779296,0.496,1.424,0.0,0.0,114.984,3.744,4.232,0.0,0.0,96.136,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063388501826803,0.0090599060058593,0.0073909759521484,0.0073909759521484,0.0045008775664538,0.0081062316894531,0.0054836273193359,0.0081062316894531,0.0061511993408203,0.0,0.0,0.0079631805419921,0.01068115234375,0.0197887420654296,0.496,1.424,0.0,0.0,114.792,3.744,4.232,0.0,0.0,259.8,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006118224034855,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.005046526590983,0.0128746032714843,0.0057220458984375,0.0128746032714843,0.0061511993408203,0.0,0.0,0.0084877014160156,0.0106970469156901,0.0266075134277343,0.496,1.424,0.0,0.0,114.728,12.008,11.968,0.0,0.0,65.312,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006003166312602,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0047683715820312,0.0109672546386718,0.0052928924560546,0.0109672546386718,0.0059127807617187,0.0,0.0,0.0075817108154296,0.0111103057861328,0.0206470489501953,0.496,1.424,0.0,0.0,115.56,3.744,4.232,0.0,0.0,106.808,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063051091562403,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0048338198194316,0.0095367431640625,0.0057220458984375,0.0095367431640625,0.0060558319091796,0.0,0.0,0.008392333984375,0.0105857849121093,0.0253915786743164,0.496,1.424,0.0,0.0,116.432,8.264,7.736,0.0,0.0,199.864,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061363276868763,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0046588279105521,0.0069141387939453,0.0055789947509765,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,116.56,0.0,0.0,0.0,0.0,182.648,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060478059372099,0.0083208084106445,0.0092983245849609,0.0092983245849609,0.0047534704208374,0.009775161743164,0.0054597854614257,0.009775161743164,0.0062465667724609,0.0,0.0,0.0082015991210937,0.0112056732177734,0.0213623046875,0.496,1.424,0.0,0.0,117.104,3.744,4.232,0.0,0.0,124.224,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061893937599599,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.005044937133789,0.0128746032714843,0.0058650970458984,0.0128746032714843,0.0070571899414062,0.0,0.0,0.0086784362792968,0.0133991241455078,0.0269889831542968,0.496,1.424,0.0,0.0,114.648,3.744,4.232,0.0,0.0,71.752,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061965107324704,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0047779083251953,0.0109672546386718,0.0056266784667968,0.0109672546386718,0.0058809916178385,0.0,0.0,0.0084877014160156,0.0107447306315104,0.0265121459960937,0.496,1.424,0.0,0.0,115.048,12.008,11.968,0.0,0.0,70.856,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060126556092826,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0049352645874023,0.0100135803222656,0.0057458877563476,0.0100135803222656,0.0061511993408203,0.0040531158447265,0.0040531158447265,0.0079154968261718,0.0112056732177734,0.0211238861083984,0.496,1.424,0.848,0.848,115.944,3.744,4.232,0.011444091796875,0.011444091796875,56.368,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061170378727699,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.005046526590983,0.0078678131103515,0.005650520324707,0.0078678131103515,0.006866455078125,0.0,0.0,0.0089645385742187,0.0105857849121093,0.0257492065429687,0.496,1.424,0.0,0.0,114.728,8.264,7.736,0.0,0.0,60.048,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059415798376102,0.0080823898315429,0.0107288360595703,0.0130176544189453,0.0064849853515625,0.0126361846923828,0.0080108642578125,0.0168323516845703,0.0,0.0176429748535156,0.0176429748535156,0.0,0.0,0.0,1.344,2.272,0.848,0.848,116.528,0.0,0.0,0.013589859008789,0.013589859008789,11.336,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058613201179126,0.0078678131103515,0.009775161743164,0.009775161743164,0.0056028366088867,0.0085830688476562,0.0058889389038085,0.0085830688476562,0.006103515625,0.0,0.0,0.0080108642578125,0.0104427337646484,0.0197887420654296,0.496,1.392,0.0,0.0,117.136,3.744,4.232,0.0,0.0,4.784,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058648609878993,0.00762939453125,0.0064373016357421,0.0064373016357421,0.0061988830566406,0.0073909759521484,0.0071525573730468,0.0073909759521484,0.0059127807617187,0.0,0.0,0.0074386596679687,0.011444091796875,0.0213623046875,0.496,1.424,0.0,0.0,116.56,3.744,4.232,0.0,0.0,4.208,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060224533081054,0.0081300735473632,0.0073909759521484,0.0073909759521484,0.0069141387939453,0.0100135803222656,0.008392333984375,0.0100135803222656,0.0067392985026041,0.0,0.0,0.0090599060058593,0.0111579895019531,0.0268459320068359,0.496,1.392,0.0,0.0,112.0,12.008,11.968,0.0,0.0,11.464,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056934356689453,0.0074148178100585,0.0109672546386718,0.0109672546386718,0.0,0.00762939453125,0.0,0.00762939453125,0.0065803527832031,0.0,0.0,0.0085353851318359,0.012063980102539,0.0231742858886718,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058667576728175,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.004434585571289,0.0095367431640625,0.0056266784667968,0.0095367431640625,0.0063180923461914,0.0,0.0,0.0088214874267578,0.0115394592285156,0.0282764434814453,0.496,1.424,0.0,0.0,117.192,8.264,7.736,0.0,0.0,51.512,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005810260772705,0.0076532363891601,0.0078678131103515,0.0078678131103515,0.0,0.0107288360595703,0.0,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061941384083002,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0083446502685546,0.0073909759521484,0.0083446502685546,0.0073909759521484,0.0061988830566406,0.0,0.0,0.0081062316894531,0.011444091796875,0.0221729278564453,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056307114178861,0.00762939453125,0.0069141387939453,0.0069141387939453,0.0054836273193359,0.0121593475341796,0.0054836273193359,0.0121593475341796,0.0060558319091796,0.0,0.0,0.0078201293945312,0.0121593475341796,0.0235557556152343,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058631991865623,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0047683715820312,0.00762939453125,0.0047683715820312,0.00762939453125,0.0060626438685825,0.0,0.0,0.0082731246948242,0.0104755163192749,0.0268220901489257,0.496,1.36,0.0,0.0,113.256,12.536,11.44,0.0,0.0,1.192,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058043003082275,0.0081300735473632,0.0061988830566406,0.0061988830566406,0.0,0.013589859008789,0.0,0.013589859008789,0.0061988830566406,0.0,0.0,0.0079154968261718,0.0112056732177734,0.0209331512451171,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058913230895996,0.0078678131103515,0.009775161743164,0.009775161743164,0.0,0.0088214874267578,0.0,0.0088214874267578,0.0062227249145507,0.0,0.0,0.0086307525634765,0.0108718872070312,0.0266075134277343,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059735774993896,0.0081300735473632,0.0095367431640625,0.0095367431640625,0.0,0.0109672546386718,0.0,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057661533355712,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0,0.009775161743164,0.0,0.009775161743164,0.0061988830566406,0.0,0.0,0.0079154968261718,0.0121116638183593,0.0232696533203125,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059830015571556,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0045299530029296,0.0107288360595703,0.0045299530029296,0.0107288360595703,0.0058174133300781,0.0,0.0,0.00762939453125,0.0124931335449218,0.0239849090576171,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058892947524341,0.00762939453125,0.0071525573730468,0.0071525573730468,0.0102519989013671,0.009775161743164,0.0102519989013671,0.009775161743164,0.0064531962076822,0.0,0.0,0.0088691711425781,0.0109354654947916,0.0269412994384765,0.496,1.36,0.0,0.0,113.256,12.008,11.968,0.0,0.0,1.192,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055524247202707,0.0073909759521484,0.0102519989013671,0.0102519989013671,0.0045299530029296,0.013589859008789,0.0045299530029296,0.013589859008789,0.0071048736572265,0.0,0.0,0.0096797943115234,0.0124454498291015,0.0241756439208984,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056278705596923,0.0076532363891601,0.0078678131103515,0.0078678131103515,0.0,0.0100135803222656,0.0,0.0100135803222656,0.0060319900512695,0.0,0.0,0.008702278137207,0.0112771987915039,0.028228759765625,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059759616851806,0.00762939453125,0.00762939453125,0.00762939453125,0.0,0.0073909759521484,0.0,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005965232849121,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0066757202148437,0.0,0.0066757202148437,0.0069141387939453,0.0,0.0,0.0091552734375,0.0113964080810546,0.0212669372558593,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060248374938964,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0102519989013671,0.0,0.0102519989013671,0.0063776969909667,0.0,0.0,0.0086069107055664,0.0107407569885253,0.0244855880737304,0.496,1.36,0.0,0.0,112.0,14.52,15.544,0.0,0.0,0.0,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005859640700307,0.0078678131103515,0.00762939453125,0.00762939453125,0.0090599060058593,0.0069141387939453,0.0090599060058593,0.0069141387939453,0.0058968861897786,0.0,0.0,0.0084877014160156,0.0111579895019531,0.0287055969238281,0.496,1.36,0.0,0.0,113.256,12.008,11.968,0.0,0.0,1.192,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058774331315832,0.0078678131103515,0.005960464477539,0.005960464477539,0.0050067901611328,0.0092983245849609,0.0050067901611328,0.0092983245849609,0.0063896179199218,0.0,0.0,0.0084400177001953,0.0113487243652343,0.0210285186767578,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057515531483263,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0060796737670898,0.0123977661132812,0.0082731246948242,0.0123977661132812,0.0069379806518554,0.0,0.0,0.0094175338745117,0.0115633010864257,0.0276565551757812,0.496,1.424,0.0,0.0,118.448,8.264,7.736,0.0,0.0,29.856,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060229625516724,0.0082254409790039,0.0081062316894531,0.0081062316894531,0.0041484832763671,0.0095367431640625,0.0056266784667968,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,140.544,0.0,0.0,0.0,0.0,1037.992,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006708932753226,0.0092983245849609,0.0081062316894531,0.0081062316894531,0.0038619263697478,0.013589859008789,0.0045299530029296,0.013589859008789,0.0060081481933593,0.0,0.0,0.0075817108154296,0.0108718872070312,0.0205516815185546,0.496,1.424,0.0,0.0,117.192,3.744,4.232,0.0,0.0,10383.744,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060292618784738,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0038432124445208,0.0119209289550781,0.0045299530029296,0.0119209289550781,0.0059127807617187,0.0,0.0,0.0077247619628906,0.0108718872070312,0.0204086303710937,0.496,1.424,0.0,0.0,117.192,3.744,4.232,0.0,0.0,3312.312,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057411193847656,0.00762939453125,0.0100135803222656,0.0100135803222656,0.0,0.0131130218505859,0.0,0.0131130218505859,0.0065962473551432,0.0,0.0,0.0093460083007812,0.0112533569335937,0.0279426574707031,0.496,1.36,0.0,0.0,112.0,12.008,11.968,0.0,0.0,0.0,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059226951976813,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0039010996389778,0.0104904174804687,0.0042915344238281,0.0104904174804687,0.0058412551879882,0.0,0.0,0.0062942504882812,0.0107685724894205,0.0187158584594726,0.496,1.36,0.0,0.0,116.592,4.272,3.704,0.0,0.0,4186.696,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066674581848748,0.0090599060058593,0.0088214874267578,0.0088214874267578,0.0038654384639058,0.0140666961669921,0.0045299530029296,0.0140666961669921,0.0066280364990234,0.0061988830566406,0.0061988830566406,0.0094890594482421,0.0113725662231445,0.0271081924438476,0.496,1.424,0.848,0.848,118.448,8.264,7.736,0.0081062316894531,0.0081062316894531,16646.592,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059402997220926,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0071525573730468,0.0088214874267578,0.0071525573730468,0.0088214874267578,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.496,1.36,0.848,0.848,113.256,0.0,0.0,0.0045299530029296,0.0045299530029296,1.192,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006075522199792,0.0083446502685546,0.0067949295043945,0.0087976455688476,0.005960464477539,0.0098943710327148,0.005960464477539,0.0107526779174804,0.0059127807617187,0.0,0.0,0.0075817108154296,0.0115871429443359,0.022745132446289,1.344,2.208,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059734476674901,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.007033348083496,0.0073909759521484,0.0078916549682617,0.0073909759521484,0.0070571899414062,0.0,0.0,0.0088691711425781,0.0128746032714843,0.0249385833740234,0.496,1.424,0.0,0.0,119.904,3.744,4.232,0.0,0.0,9.392,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059153903183059,0.0083446502685546,0.00762939453125,0.00762939453125,0.0043710072835286,0.013589859008789,0.0054836273193359,0.013589859008789,0.0061511993408203,0.0,0.0,0.0084877014160156,0.0112692515055338,0.0281810760498046,0.496,1.424,0.0,0.0,117.192,12.008,11.968,0.0,0.0,28.024,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065163810654441,0.0090599060058593,0.0107288360595703,0.0107288360595703,0.0038417009469856,0.0121593475341796,0.0042915344238281,0.0121593475341796,0.0072002410888671,0.0,0.0,0.009012222290039,0.0110626220703125,0.0206947326660156,0.496,1.424,0.0,0.0,122.384,3.744,4.232,0.0,0.0,15774.36,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062024415428958,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.003896527371164,0.0131130218505859,0.0045299530029296,0.0131130218505859,0.0072956085205078,0.0,0.0,0.009322166442871,0.0119686126708984,0.0281095504760742,0.496,1.424,0.0,0.0,117.192,8.264,7.736,0.0,0.0,2670.976,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058565989579304,0.0080823898315429,0.0061988830566406,0.0061988830566406,0.0060796737670898,0.0133514404296875,0.0061750411987304,0.0133514404296875,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,115.968,0.0,0.0,0.0,0.0,3.616,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058489652415413,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0046816739169034,0.0164508819580078,0.0064373016357421,0.0164508819580078,0.0061988830566406,0.0,0.0,0.0079154968261718,0.0123977661132812,0.0247478485107421,0.496,1.424,0.0,0.0,113.256,3.744,4.232,0.0,0.0,94.824,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058747277471232,0.0082969665527343,0.0104904174804687,0.0104904174804687,0.0047534704208374,0.0116825103759765,0.005960464477539,0.0116825103759765,0.0063419342041015,0.0,0.0,0.0082969665527343,0.0115871429443359,0.0218391418457031,0.496,1.424,0.0,0.0,119.576,3.744,4.232,0.0,0.0,130.0,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060069561004638,0.0081062316894531,0.00762939453125,0.00762939453125,0.0073909759521484,0.0102519989013671,0.0075817108154296,0.0102519989013671,0.0065485636393229,0.0,0.0,0.0087261199951171,0.0120480855305989,0.0325202941894531,0.496,1.392,0.0,0.0,112.0,12.008,11.968,0.0,0.0,21.968,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057828426361083,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0,0.0169277191162109,0.0,0.0169277191162109,0.0056266784667968,0.0,0.0,0.0072479248046875,0.0104904174804687,0.0199317932128906,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058043003082275,0.0078916549682617,0.0092983245849609,0.0092983245849609,0.0,0.0078678131103515,0.0,0.0078678131103515,0.0066995620727539,0.0,0.0,0.0086069107055664,0.0104904174804687,0.023818016052246,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059734476674901,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.00762939453125,0.011444091796875,0.0093460083007812,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.776,0.0,0.0,0.0,0.0,8.24,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058958683107874,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.005340576171875,0.0116825103759765,0.0063419342041015,0.0116825103759765,0.0060558319091796,0.0,0.0,0.0079154968261718,0.0112056732177734,0.0206470489501953,0.496,1.424,0.0,0.0,121.48,3.744,4.232,0.0,0.0,21.432,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057398383297137,0.00762939453125,0.0109672546386718,0.0109672546386718,0.0050067901611328,0.0090599060058593,0.0050067901611328,0.0090599060058593,0.0058650970458984,0.0,0.0,0.007486343383789,0.0104904174804687,0.0201225280761718,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059070871837103,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0057220458984375,0.0061988830566406,0.0057220458984375,0.0061988830566406,0.0068187713623046,0.0,0.0,0.0101566314697265,0.0113805135091145,0.0291347503662109,0.496,1.36,0.0,0.0,113.256,12.008,11.968,0.0,0.0,1.192,1
