time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_p90_ul_ms,f1_u_latency_mean_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008559226989746,0.0063405178561069,0.0078678131103515,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068346659342447,0.0077247619628906,0.496,1.424,0.0,0.0,0.0,0.0,116.352,0.0,7.512,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092983245849609,0.0064896374213986,0.0081062316894531,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0058650970458984,0.0,0.0,0.0,0.0,0.0075817108154296,0.0104427337646484,0.0194549560546875,0.004409629607869,0.0055789947509765,0.496,1.424,0.0,0.0,4.232,3.744,127.032,0.0,803.656,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0064003467559814,0.00762939453125,0.00762939453125,0.0131130218505859,0.0131130218505859,0.005960464477539,0.0,0.0,0.0,0.0,0.0078201293945312,0.0105857849121093,0.0202655792236328,0.0044453528619581,0.0050067901611328,0.496,1.424,0.0,0.0,4.232,3.744,116.632,0.0,427.984,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0067919640991818,0.0071525573730468,0.0071525573730468,0.0126361846923828,0.0126361846923828,0.006103515625,0.0,0.0,0.0,0.0,0.008249282836914,0.0104268391927083,0.0269412994384765,0.0044130811504289,0.0054836273193359,0.496,1.424,0.0,0.0,11.968,12.008,117.192,0.0,371.528,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060129165649414,0.0083446502685546,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0057697296142578,0.0,0.0,0.0,0.0,0.0072956085205078,0.0110626220703125,0.0210285186767578,0.0064373016357421,0.0064373016357421,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,9.528,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0060497246352322,0.0066757202148437,0.0066757202148437,0.0085830688476562,0.0085830688476562,0.0056743621826171,0.0,0.0,0.0,0.0,0.0078916549682617,0.0111341476440429,0.026559829711914,0.0044995165885762,0.0060558319091796,0.496,1.392,0.0,0.0,7.736,8.264,123.64,0.0,355.16,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0066247152451852,0.0088214874267578,0.0088214874267578,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042706727981567,0.0052690505981445,0.496,1.424,0.0,0.0,0.0,0.0,113.256,0.0,579.424,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0059179740376991,0.00762939453125,0.00762939453125,0.0057220458984375,0.0057220458984375,0.0064849853515625,0.0,0.0,0.0,0.0,0.0089168548583984,0.0110626220703125,0.0206947326660156,0.0048213534884982,0.0062942504882812,0.496,1.392,0.0,0.0,4.232,3.744,118.448,0.0,55.192,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083684921264648,0.0060963630676269,0.0061988830566406,0.0061988830566406,0.0064373016357421,0.0064373016357421,0.0057220458984375,0.0,0.0,0.0,0.0,0.0074386596679687,0.0107765197753906,0.0206947326660156,0.0,0.0,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0060062690321447,0.0085830688476562,0.0085830688476562,0.0138282775878906,0.0138282775878906,0.0059366226196289,0.0,0.0,0.0,0.0,0.0083446502685546,0.0099897384643554,0.0243663787841796,0.0046888987223307,0.0060796737670898,0.496,1.36,0.0,0.0,23.28,22.784,127.576,0.0,269.776,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0060062690321447,0.0092983245849609,0.0092983245849609,0.0100135803222656,0.0100135803222656,0.0056743621826171,0.0,0.0,0.0,0.0,0.0073432922363281,0.0103473663330078,0.0195503234863281,0.0046888987223307,0.0060796737670898,0.496,1.424,0.0,0.0,4.232,3.744,127.576,0.0,269.776,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0060062690321447,0.0067949295043945,0.0068902969360351,0.0113248825073242,0.0119924545288085,0.0060558319091796,0.0,0.0,0.0,0.0,0.0083684921264648,0.0106334686279296,0.0270366668701171,0.0046888987223307,0.0060796737670898,1.344,2.208,0.0,0.0,7.736,8.264,127.576,0.0,269.776,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0063605827860312,0.0088214874267578,0.0088214874267578,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049114227294921,0.0059127807617187,0.496,1.36,0.0,0.0,0.0,0.0,123.08,0.0,99.912,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083208084106445,0.0061575729067962,0.0069141387939453,0.0069141387939453,0.0116825103759765,0.0116825103759765,0.0054836273193359,0.0,0.0,0.0,0.0,0.0070571899414062,0.0102996826171875,0.0196456909179687,0.004334883256392,0.0055313110351562,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.0,416.376,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0060076760773611,0.0069141387939453,0.0069141387939453,0.0083446502685546,0.0083446502685546,0.0057697296142578,0.0,0.0,0.0,0.0,0.0072479248046875,0.01068115234375,0.020599365234375,0.005960464477539,0.006866455078125,0.496,1.392,0.0,0.0,4.232,3.744,118.448,0.0,13.848,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095367431640625,0.007043970693456,0.0088214874267578,0.0088214874267578,0.0102519989013671,0.0102519989013671,0.0062147776285807,0.0,0.0,0.0,0.0,0.0088214874267578,0.0105698903401692,0.0247955322265625,0.0039954428319577,0.0045299530029296,0.496,1.424,0.0,0.0,11.968,12.008,122.384,0.0,7617.904,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0061798095703125,0.0088214874267578,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0078201293945312,0.0,0.0,0.0,0.0,0.0113487243652343,0.0116825103759765,0.0218868255615234,0.0042108389047475,0.0049114227294921,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,580.36,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087976455688476,0.0065187416454352,0.0078678131103515,0.0078678131103515,0.0107288360595703,0.0107288360595703,0.0060081481933593,0.0,0.0,0.0,0.0,0.0081300735473632,0.0103473663330078,0.0242471694946289,0.004074884497601,0.0047683715820312,0.496,1.392,0.0,0.0,7.736,8.264,122.384,0.0,2075.84,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0064277648925781,0.0073909759521484,0.0073909759521484,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040706950947985,0.0048637390136718,0.496,1.424,0.0,0.0,0.0,0.0,112.0,0.0,2091.912,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0060508991109913,0.0066757202148437,0.0066757202148437,0.0066757202148437,0.0066757202148437,0.0058650970458984,0.0,0.0,0.0,0.0,0.0075817108154296,0.0106334686279296,0.020456314086914,0.0042745045253208,0.0054121017456054,0.496,1.392,0.0,0.0,4.232,3.744,123.64,0.0,112.128,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090360641479492,0.0064538256956799,0.0081062316894531,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0060081481933593,0.0,0.0,0.0,0.0,0.0079154968261718,0.0112533569335937,0.0214099884033203,0.0040612808645588,0.0047683715820312,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.0,1416.016,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.006162112032003,0.0071525573730468,0.0071525573730468,0.00762939453125,0.00762939453125,0.0058650970458984,0.0,0.0,0.0,0.0,0.0080108642578125,0.0107765197753906,0.025796890258789,0.0045696894327799,0.0056982040405273,0.496,1.424,0.0,0.0,11.968,12.008,113.256,0.0,114.112,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090360641479492,0.0067642419645101,0.0085830688476562,0.0085830688476562,0.0126361846923828,0.0126361846923828,0.0057697296142578,0.0,0.0,0.0,0.0,0.0072956085205078,0.0109195709228515,0.0211715698242187,0.0040629814411031,0.0047683715820312,0.496,1.424,0.0,0.0,4.232,3.744,122.384,0.0,2836.4,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0064159507182107,0.0078678131103515,0.0078678131103515,0.0116825103759765,0.0116825103759765,0.0056982040405273,0.0,0.0,0.0,0.0,0.0081777572631835,0.010228157043457,0.0252723693847656,0.0042126096528151,0.0050067901611328,0.496,1.424,0.0,0.0,7.736,8.264,117.192,0.0,1353.32,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0062688666196604,0.0092983245849609,0.0092983245849609,0.0085830688476562,0.0085830688476562,0.0,0.00762939453125,0.0075101852416992,0.0098943710327148,0.0078201293945312,0.0,0.0,0.0,0.0041162266450769,0.0050067901611328,0.496,1.424,1.696,1.696,0.0,0.0,117.192,0.0,982.224,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.006162112032003,0.0078678131103515,0.0078678131103515,0.0116825103759765,0.0116825103759765,0.0057220458984375,0.0,0.0,0.0,0.0,0.0072956085205078,0.0106334686279296,0.0195980072021484,0.0047385692596435,0.0072956085205078,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0,233.856,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008559226989746,0.0063169120561958,0.00762939453125,0.00762939453125,0.0131130218505859,0.0131130218505859,0.0059127807617187,0.0,0.0,0.0,0.0,0.0077247619628906,0.01068115234375,0.01983642578125,0.0042915344238281,0.0050067901611328,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.0,1084.44,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0064207775758044,0.0066757202148437,0.0066757202148437,0.0133514404296875,0.0133514404296875,0.0057220458984375,0.0,0.0,0.0,0.0,0.0082731246948242,0.0107628958565848,0.0268459320068359,0.0041030411027435,0.0047683715820312,0.496,1.424,0.0,0.0,11.44,11.48,118.448,0.0,2151.68,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.006737400643268,0.0090599060058593,0.0090599060058593,0.0119209289550781,0.0119209289550781,0.0067551930745442,0.0,0.0,0.0,0.0,0.0090599060058593,0.0120401382446289,0.0218152999877929,0.0040415171030405,0.0050067901611328,0.496,1.424,0.0,0.0,4.76,4.272,113.256,0.0,1915.096,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0062649792963915,0.0071525573730468,0.0071525573730468,0.0071525573730468,0.0071525573730468,0.006013446384006,0.0,0.0,0.0,0.0,0.0088691711425781,0.0102736733176491,0.025033950805664,0.0041484832763671,0.0050306320190429,0.496,1.424,0.0,0.0,7.208,8.792,122.384,0.0,1277.776,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0063364778585101,0.0107288360595703,0.0107288360595703,0.0164508819580078,0.0164508819580078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041783458054667,0.0048160552978515,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,876.184,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0063151269409787,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041714421025028,0.0050067901611328,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,1193.048,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0059092044830322,0.0112056732177734,0.0112056732177734,0.0083446502685546,0.0083446502685546,0.0061511993408203,0.0,0.0,0.0,0.0,0.0081539154052734,0.0108242034912109,0.0209808349609375,0.0041723251342773,0.0046491622924804,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,15.024,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080823898315429,0.0060714117371209,0.0083446502685546,0.0083446502685546,0.00762939453125,0.00762939453125,0.0059127807617187,0.0,0.0,0.0,0.0,0.0081300735473632,0.0119447708129882,0.0311613082885742,0.0042102553627707,0.0046968460083007,0.496,1.36,0.0,0.0,8.464,7.488,118.448,0.0,385.312,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061799044632793,0.0073909759521484,0.0073909759521484,0.0104904174804687,0.0104904174804687,0.0058412551879882,0.0,0.0,0.0,0.0,0.0079154968261718,0.0108629465103149,0.0282526016235351,0.0069141387939453,0.0069141387939453,0.496,1.424,0.0,0.0,11.44,12.536,113.256,0.0,1.192,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0064291206060671,0.0073909759521484,0.0073909759521484,0.0126361846923828,0.0126361846923828,0.006103515625,0.0,0.0,0.0,0.0,0.0083684921264648,0.0105142593383789,0.0272035598754882,0.0040589309320217,0.0047683715820312,0.496,1.36,0.0,0.0,7.736,8.264,127.504,0.0,1541.552,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092983245849609,0.0069153249560303,0.0073909759521484,0.0073909759521484,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041042674671519,0.0050067901611328,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,2625.656,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.006418228149414,0.00762939453125,0.00762939453125,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040894847805217,0.0050067901611328,0.496,1.424,0.0,0.0,0.0,0.0,112.0,0.0,1183.28,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060498714447021,0.0071525573730468,0.0071525573730468,0.005960464477539,0.005960464477539,0.0055789947509765,0.0,0.0,0.0,0.0,0.0071525573730468,0.0106334686279296,0.0203132629394531,0.0,0.0,0.496,1.392,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060319900512695,0.0069141387939453,0.0069141387939453,0.0109672546386718,0.0109672546386718,0.0064637925889756,0.0,0.0,0.0,0.0,0.0082969665527343,0.0107288360595703,0.0286102294921875,0.0,0.0,0.496,1.36,0.0,0.0,7.936,8.016,112.0,0.0,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0060541712822605,0.0066757202148437,0.0066757202148437,0.0057220458984375,0.0057220458984375,0.0059286753336588,0.0,0.0,0.0,0.0,0.0086307525634765,0.010840098063151,0.0258922576904296,0.0102519989013671,0.0102519989013671,0.496,1.36,0.0,0.0,11.968,12.008,113.256,0.0,1.192,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060482404718351,0.0081062316894531,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0055551528930664,0.0,0.0,0.0,0.0,0.0078678131103515,0.0101089477539062,0.025033950805664,0.0078678131103515,0.0078678131103515,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0,1.192,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0060529851201754,0.0069141387939453,0.0076770782470703,0.0098943710327148,0.0107526779174804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045299530029296,0.0045299530029296,1.344,2.208,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078916549682617,0.005965232849121,0.0071525573730468,0.0071525573730468,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0063979509964729,0.0078678131103515,0.0078678131103515,0.0126361846923828,0.0126361846923828,0.0055789947509765,0.0,0.0,0.0,0.0,0.0070571899414062,0.0099658966064453,0.0184535980224609,0.0038803727538497,0.0045299530029296,0.496,1.36,0.0,0.0,4.232,3.744,143.152,0.0,4725.76,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0059545040130615,0.0066757202148437,0.0066757202148437,0.0138282775878906,0.0138282775878906,0.0066518783569335,0.0,0.0,0.0,0.0,0.0083923339843749,0.0113248825073242,0.0274419784545898,0.0,0.0,0.496,1.424,0.0,0.0,8.464,7.488,112.0,0.0,0.0,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0062894821166992,0.0064373016357421,0.0064373016357421,0.0116825103759765,0.0116825103759765,0.0060399373372395,0.0,0.0,0.0,0.0,0.0083446502685546,0.0102043151855468,0.0261783599853515,0.0875417451213177,0.2245903015136718,0.496,1.36,0.0,0.0,11.968,12.008,112.0,20.35928143712575,2905.68,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0061530785020349,0.0078678131103515,0.0078678131103515,0.0104904174804687,0.0104904174804687,0.0056982040405273,0.0,0.0,0.0,0.0,0.007939338684082,0.0104904174804687,0.0257015228271484,0.0071525573730468,0.0071525573730468,0.496,1.424,0.0,0.0,7.736,8.264,128.272,0.0,1.192,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061288994936207,0.0071525573730468,0.0071525573730468,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,113.256,100.0,0.0,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060731498756218,0.0071525573730468,0.0071525573730468,0.0150203704833984,0.0150203704833984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076532363891601,0.0058209896087646,0.0071525573730468,0.0071525573730468,0.0088214874267578,0.0088214874267578,0.0058174133300781,0.0,0.0,0.0,0.0,0.0075817108154296,0.0103950500488281,0.0199794769287109,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0058913230895996,0.00762939453125,0.00762939453125,0.0107288360595703,0.0107288360595703,0.0058412551879882,0.0,0.0,0.0,0.0,0.0083446502685546,0.01068115234375,0.0271797180175781,0.0,0.0,0.496,1.36,0.0,0.0,8.464,7.488,112.0,0.0,0.0,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086069107055664,0.0063765048980712,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0060717264811197,0.0,0.0,0.0,0.0,0.0083446502685546,0.0103473663330078,0.0262260437011718,0.0871368076490319,0.2257823944091797,0.496,1.36,0.0,0.0,11.968,12.008,112.0,19.169329073482427,2752.616,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060348975949171,0.00762939453125,0.00762939453125,0.0057220458984375,0.0057220458984375,0.0057935714721679,0.0,0.0,0.0,0.0,0.0083684921264648,0.010085105895996,0.0242471694946289,0.0,0.0,0.496,1.424,0.0,0.0,7.736,8.264,137.96,19.169329073482427,0.0,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078916549682617,0.0059616565704345,0.0069141387939453,0.0069141387939453,0.0159740447998046,0.0159740447998046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,19.169329073482427,0.0,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0059794430709003,0.0066757202148437,0.0066757202148437,0.0064373016357421,0.0064373016357421,0.0,0.0073909759521484,0.00762939453125,0.00762939453125,0.0073909759521484,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.496,1.36,0.848,0.848,0.0,0.0,113.256,0.0,1.192,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.006017400257623,0.00762939453125,0.00762939453125,0.0100135803222656,0.0100135803222656,0.0057697296142578,0.0104904174804687,0.0042915344238281,0.0042915344238281,0.0104904174804687,0.007486343383789,0.0108242034912109,0.0211715698242187,0.0064373016357421,0.0064373016357421,0.496,1.36,0.848,0.848,4.232,3.744,113.256,0.0,1.192,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0060233310680484,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0058174133300781,0.0,0.0,0.0,0.0,0.0083446502685546,0.0107526779174804,0.0276565551757812,0.1025358835856119,0.2657413482666015,0.496,1.36,0.0,0.0,8.464,7.488,113.256,21.052631578947366,157.576,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061190128326416,0.0066757202148437,0.0066757202148437,0.0104904174804687,0.0104904174804687,0.0062147776285807,0.0,0.0,0.0,0.0,0.0084877014160156,0.0109354654947916,0.0274181365966796,0.0,0.0,0.496,1.392,0.0,0.0,11.968,12.008,112.0,21.052631578947366,0.0,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0060296058654785,0.0061988830566406,0.0061988830566406,0.0057220458984375,0.0057220458984375,0.0059366226196289,0.0,0.0,0.0,0.0,0.0081300735473632,0.0107765197753906,0.0272512435913085,0.0,0.0,0.496,1.36,0.0,0.0,7.736,8.264,112.0,21.052631578947366,0.0,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0058937072753906,0.0066757202148437,0.0066757202148437,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1182059446970621,0.3299474716186523,0.496,1.36,0.0,0.0,0.0,0.0,112.0,19.101123595505616,800.096,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0059401988983154,0.0066757202148437,0.0066757202148437,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,112.0,19.101123595505616,0.0,1
