time_seconds,a1_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_packet_loss_ul_percentage,e2_du_throughput_dl_kbps,a1_retransmissions_ul_count,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_latency_mean_ul_ms,a1_packet_loss_dl_percentage,a1_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0064754486083984,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0078678131103515,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,0.0,0.0,113.832,0.0,0.0,0.0,2.104,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067278019432882,0.008702278137207,0.0078678131103515,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0041688189787023,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,0.0,0.0,138.52,0.0,0.0,0.0,688.752,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066494941711425,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065147876739501,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0114917755126953,0.0208377838134765,0.0,0.496,0.0,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0070571899414062,0.0,0.0092506408691406,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066436938385465,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0107288360595703,0.0194072723388671,0.0,0.496,0.0,1.36,0.0,0.0,0.0,3.744,4.232,113.256,0.0060558319091796,0.0,0.0075340270996093,1.192,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0063874828281687,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0081062316894531,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0045299530029296,0.009775161743164,0.009775161743164,0.0045299530029296,0.0104188919067382,0.0234127044677734,0.0,0.496,0.0,1.36,0.0,0.848,0.848,8.264,7.736,113.256,0.0068187713623046,0.0,0.008392333984375,1.192,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065183639526367,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0083446502685546,0.0083446502685546,0.00762939453125,0.00762939453125,0.0095367431640625,0.0047683715820312,0.0047683715820312,0.0095367431640625,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.848,0.848,0.0,0.0,112.696,0.0,0.0,0.0,1.192,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065064430236816,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065808157319004,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0112056732177734,0.0112056732177734,0.0040033738390147,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,143.152,0.0,0.0,0.0,1530.632,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0069365643038608,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.0116825103759765,0.0116825103759765,0.0039075913561555,0.0045299530029296,0.0,0.0,0.0,0.0,0.0109195709228515,0.0205039978027343,0.0,0.496,0.0,1.424,0.0,0.0,0.0,3.744,4.232,117.752,0.007486343383789,0.0,0.0085353851318359,9613.72,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066542625427246,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.0102043151855468,0.019073486328125,0.0,0.496,0.0,1.424,0.0,0.0,0.0,3.744,4.232,112.0,0.0058650970458984,0.0,0.0073432922363281,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.006563663482666,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0052452087402343,0.0052452087402343,0.0,0.0,0.0,0.0,0.0101566314697265,0.0221967697143554,0.0,0.496,0.0,1.36,0.0,0.0,0.0,8.264,7.736,112.696,0.0060796737670898,0.0,0.0081062316894531,1.192,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0064550940670184,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0109672546386718,0.0109672546386718,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0064738906256043,0.0083446502685546,0.0064373016357421,0.0066280364990234,0.0073909759521484,0.0081539154052734,0.0050067901611328,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,0.0,2.208,0.0,0.0,0.0,0.0,0.0,113.816,0.0,0.0,0.0,1.192,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066518783569335,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065559118836369,0.008392333984375,0.005960464477539,0.005960464477539,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0,0.0108718872070312,0.0197887420654296,0.0,0.496,0.0,1.36,0.0,0.0,0.0,3.744,4.232,111.44,0.0064373016357421,0.0,0.008249282836914,0.0,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.006566047668457,0.0081300735473632,0.005960464477539,0.005960464477539,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.0,0.0,0.0104904174804687,0.019693374633789,0.0,0.496,0.0,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0063896179199218,0.0,0.0083446502685546,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067528207503741,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0101804733276367,0.0220060348510742,0.0,0.496,0.0,1.36,0.0,0.0,0.0,8.264,7.736,112.56,0.006866455078125,0.0,0.0087261199951171,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066638585939929,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0083446502685546,0.0083446502685546,0.0054836273193359,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065755153047865,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0040369729200998,0.0049829483032226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,144.408,0.0,0.0,0.0,2126.016,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0068702507967972,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0071525573730468,0.0071525573730468,0.0040358005289258,0.0048160552978515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,0.0,0.0,117.888,0.0,0.0,0.0,1924.728,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.006564220978846,0.0081062316894531,0.005960464477539,0.005960464477539,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0102996826171875,0.0189781188964843,0.0,0.496,0.0,1.424,0.0,0.0,0.0,3.744,4.232,112.56,0.0072956085205078,0.0,0.0086307525634765,0.0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067607010945235,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0095367431640625,0.0095367431640625,0.0042475186861478,0.0054836273193359,0.0,0.0,0.0,0.0,0.0107288360595703,0.0193119049072265,0.0,0.496,0.0,1.36,0.0,0.0,0.0,3.744,4.232,122.384,0.0066757202148437,0.0,0.0084877014160156,674.344,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065079885511542,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.0,0.0,0.0100374221801757,0.0222682952880859,0.0,0.496,0.0,1.424,0.0,0.0,0.0,8.264,7.736,111.44,0.0064373016357421,0.0,0.0086069107055664,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066137313842773,0.0083684921264648,0.0071525573730468,0.0071525573730468,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0166893005371093,0.0,0.496,0.0,1.36,0.0,0.0,0.0,10.776,11.312,112.0,0.0060717264811197,0.0,0.0085830688476562,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065565109252929,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0081062316894531,0.0081062316894531,0.0040839318515492,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,128.832,0.0,0.0,0.0,1630.568,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0064573665656665,0.0083446502685546,0.00762939453125,0.00762939453125,0.0064373016357421,0.0064373016357421,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,0.0,0.0,113.816,0.0,0.0,0.0,1.192,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065875053405761,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.011444091796875,0.011444091796875,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0109672546386718,0.0202655792236328,0.0,0.496,0.0,1.36,0.0,0.0,0.0,3.744,4.232,112.696,0.0063419342041015,0.0,0.0083446502685546,1.192,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066769123077392,0.0086069107055664,0.00762939453125,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0101566314697265,0.0185966491699218,0.0,0.496,0.0,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0057697296142578,0.0,0.0073909759521484,0.0,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065310084404636,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0108718872070312,0.0232696533203124,0.0,0.496,0.0,1.36,0.0,0.0,0.0,8.264,7.736,112.56,0.0060796737670898,0.0,0.007939338684082,0.0,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0064659118652343,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065060990366769,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0133514404296875,0.0133514404296875,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,115.496,0.0,0.0,0.0,3.208,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065767765045166,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0116825103759765,0.0116825103759765,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,0.0,0.0,112.696,0.0,0.0,0.0,1.192,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066650976048837,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0109672546386718,0.0109672546386718,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0101566314697265,0.0186920166015625,0.0,0.496,0.0,1.36,0.0,0.0,0.0,3.744,4.232,113.816,0.0058650970458984,0.0,0.007486343383789,1.192,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0064706802368164,0.0078916549682617,0.0071525573730468,0.0071525573730468,0.0104904174804687,0.0104904174804687,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0106334686279296,0.0200271606445312,0.0,0.496,0.0,1.36,0.0,0.0,0.0,3.744,4.232,112.696,0.0074386596679687,0.0,0.0102519989013671,1.192,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065889173341028,0.0084638595581054,0.00762939453125,0.00762939453125,0.0090599060058593,0.0090599060058593,0.0041849472943474,0.0052452087402343,0.0,0.0,0.0,0.0,0.0105142593383789,0.0236034393310546,0.0,0.496,0.0,1.36,0.0,0.0,0.0,8.264,7.736,143.152,0.0066041946411132,0.0,0.0082015991210937,917.768,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0073755558450423,0.0095367431640625,0.0116825103759765,0.0116825103759765,0.0147819519042968,0.0147819519042968,0.0039401296841896,0.0047683715820312,0.0050067901611328,0.0143051147460937,0.0143051147460937,0.0050067901611328,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.848,0.848,0.0,0.0,117.192,0.0,0.0,0.0,16506.152,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067824748025011,0.0090599060058593,0.0085830688476562,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0039515956755607,0.0047683715820312,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.848,0.848,0.0,0.0,112.56,0.0,0.0,0.0,3469.872,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0064647197723388,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.392,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067290975086724,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0047683715820312,0.0047683715820312,0.0,0.0,0.0,0.0,0.0103950500488281,0.0186443328857421,0.0,0.496,0.0,1.36,0.0,0.0,0.0,3.744,4.232,113.256,0.0077247619628906,0.0,0.0090599060058593,1.192,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.007164302130638,0.0095367431640625,0.0126361846923828,0.0126361846923828,0.0092983245849609,0.0092983245849609,0.0039815507322599,0.0047683715820312,0.0,0.0,0.0,0.0,0.0097354253133138,0.017404556274414,0.0,0.496,0.0,1.424,0.0,0.0,0.0,4.272,3.704,128.272,0.0058412551879882,0.0,0.0067949295043945,6434.168,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066131648450794,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0090599060058593,0.0090599060058593,0.0043098743145282,0.0060796737670898,0.0,0.0,0.0,0.0,0.0103473663330078,0.0246047973632812,0.0,0.496,0.0,1.424,0.0,0.0,0.0,8.264,7.736,118.448,0.0062227249145507,0.0,0.0081777572631835,257.824,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066531831352271,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0040415421272944,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,1097.88,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065998058413984,0.0083446502685546,0.00762939453125,0.00762939453125,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.392,0.0,0.0,0.0,0.0,0.0,112.56,0.0,0.0,0.0,0.0,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066077709197998,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067260397139506,0.0088214874267578,0.0058412551879882,0.0059366226196289,0.0083446502685546,0.0087261199951171,0.0,0.0,0.0,0.0,0.0,0.0,0.0103950500488281,0.0193119049072265,0.0,1.344,0.0,2.208,0.0,0.0,0.0,3.744,4.232,111.44,0.0057220458984375,0.0,0.0073909759521484,0.0,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065777561452129,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0064373016357421,0.0064373016357421,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.010538101196289,0.0194072723388671,0.0,0.496,0.0,1.36,0.0,0.0,0.0,3.744,4.232,113.816,0.0063419342041015,0.0,0.0088214874267578,1.192,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066780925390139,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0116825103759765,0.0116825103759765,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0095584175803444,0.0219345092773437,0.0,0.496,0.0,1.36,0.0,0.0,0.0,8.792,7.208,113.256,0.0060399373372395,0.0,0.0079154968261718,1.192,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066128536243343,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.009775161743164,0.009775161743164,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066652530577124,0.008249282836914,0.00762939453125,0.00762939453125,0.0116825103759765,0.0116825103759765,0.0039466522024862,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,142.592,0.0,0.0,0.0,1735.816,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065648555755615,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065600872039794,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0,0.0104904174804687,0.019073486328125,0.0,0.496,0.0,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0075817108154296,0.0,0.0101566314697265,0.0,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.00649094581604,0.0078916549682617,0.0095367431640625,0.0095367431640625,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0108718872070312,0.0198841094970703,0.0,0.496,0.0,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0059127807617187,0.0,0.0073432922363281,0.0,0
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.006593875030973,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0078678131103515,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.010085105895996,0.0228166580200195,0.0,0.496,0.0,1.36,0.0,0.0,0.0,8.264,7.736,113.256,0.0059127807617187,0.0,0.0085830688476562,1.192,0
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065879442205476,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0050067901611328,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0071110932723335,0.009775161743164,0.0095367431640625,0.0095367431640625,0.0119209289550781,0.0119209289550781,0.0039348165497525,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,144.408,0.0,0.0,0.0,12737.192,0
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065207481384277,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0119209289550781,0.0119209289550781,0.0040490051795696,0.0051498413085937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,632.864,0
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066769063769288,0.0088214874267578,0.009775161743164,0.009775161743164,0.0131130218505859,0.0131130218505859,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.010538101196289,0.0197887420654296,0.0,0.496,0.0,1.392,0.0,0.0,0.0,3.744,4.232,115.032,0.005960464477539,0.0,0.0076770782470703,2.744,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066709518432617,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,0.0,0.0,112.0,0.0,100.0,0.0,0.0,1
