time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060902963770498,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0055432319641113,0.0066041946411132,0.0069141387939453,0.0069141387939453,0.0061239515032087,0.0100135803222656,0.0100135803222656,0.008249282836914,0.0095435551234654,0.0202655792236328,0.496,1.424,0.848,0.848,118.992,25.152,27.344,0.0095367431640625,0.0095367431640625,12.832,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061087347381743,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0067710876464843,0.0080585479736328,0.009775161743164,0.009775161743164,0.0061239515032087,0.0100135803222656,0.0100135803222656,0.008249282836914,0.0095435551234654,0.0202655792236328,0.496,1.424,0.848,0.848,113.256,25.152,27.344,0.0095367431640625,0.0095367431640625,14.408,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061307634626116,0.0083446502685546,0.00762939453125,0.00762939453125,0.0056624412536621,0.0062942504882812,0.0109672546386718,0.0109672546386718,0.0061239515032087,0.0100135803222656,0.0100135803222656,0.008249282836914,0.0095435551234654,0.0202655792236328,0.496,1.392,0.848,0.848,120.632,25.152,27.344,0.0095367431640625,0.0095367431640625,11.584,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060666905771387,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0052928924560546,0.0057697296142578,0.0140666961669921,0.0140666961669921,0.0061239515032087,0.0100135803222656,0.0100135803222656,0.008249282836914,0.0095435551234654,0.0202655792236328,0.496,1.424,0.848,0.848,116.752,25.152,27.344,0.0095367431640625,0.0095367431640625,20.808,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059391135600075,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0054240226745605,0.0063657760620117,0.0083446502685546,0.0083446502685546,0.0061239515032087,0.0100135803222656,0.0100135803222656,0.008249282836914,0.0095435551234654,0.0202655792236328,0.496,1.424,0.848,0.848,115.88,25.152,27.344,0.0095367431640625,0.0095367431640625,13.6,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059926509857177,0.0081300735473632,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0061239515032087,0.0100135803222656,0.0100135803222656,0.008249282836914,0.0095435551234654,0.0202655792236328,0.496,1.424,0.848,0.848,112.0,25.152,27.344,0.0095367431640625,0.0095367431640625,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060999393463134,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0061239515032087,0.0100135803222656,0.0100135803222656,0.008249282836914,0.0095435551234654,0.0202655792236328,0.496,1.36,0.848,0.848,112.0,25.152,27.344,0.0095367431640625,0.0095367431640625,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059827795169623,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0057220458984375,0.0077247619628906,0.0102519989013671,0.0102519989013671,0.0061239515032087,0.0100135803222656,0.0100135803222656,0.008249282836914,0.0095435551234654,0.0202655792236328,0.496,1.36,0.848,0.848,123.256,25.152,27.344,0.0095367431640625,0.0095367431640625,10.392,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061051762519191,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0083446502685546,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0061239515032087,0.0100135803222656,0.0100135803222656,0.008249282836914,0.0095435551234654,0.0202655792236328,0.496,1.424,0.848,0.848,113.256,25.152,27.344,0.0095367431640625,0.0095367431640625,1.192,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061929522462152,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0061239515032087,0.0100135803222656,0.0100135803222656,0.008249282836914,0.0095435551234654,0.0202655792236328,0.496,1.36,0.848,0.848,113.256,25.152,27.344,0.0095367431640625,0.0095367431640625,1.192,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061252537895651,0.0085115432739257,0.0078678131103515,0.0078678131103515,0.0057697296142578,0.0070095062255859,0.00762939453125,0.00762939453125,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.496,1.36,0.848,0.848,123.744,0.0,0.0,0.0095367431640625,0.0095367431640625,30.448,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060534477233886,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0042915344238281,0.0042915344238281,0.0,0.0,0.0,0.496,1.424,0.848,0.848,112.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060147578173344,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0055631001790364,0.0061511993408203,0.0107288360595703,0.0107288360595703,0.0063862119402204,0.0,0.0,0.0087499618530273,0.0112652778625488,0.0280141830444335,0.496,1.36,0.0,0.0,118.992,13.312,10.712,0.0,0.0,9.624,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060147578173344,0.0081062316894531,0.0075578689575195,0.0072717666625976,0.0055631001790364,0.0061511993408203,0.0091791152954101,0.0104188919067382,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.272,0.0,0.0,118.992,0.0,0.0,0.0,0.0,9.624,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060147578173344,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0055631001790364,0.0061511993408203,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,118.992,0.0,0.0,0.0,0.0,9.624,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061372026282163,0.0081062316894531,0.00762939453125,0.00762939453125,0.0090599060058593,0.0090599060058593,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060577297685158,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0050067901611328,0.0050067901611328,0.0102519989013671,0.0102519989013671,0.0068902969360351,0.0,0.0,0.0091552734375,0.0117063522338867,0.028395652770996,0.496,1.36,0.0,0.0,113.256,7.488,8.464,0.0,0.0,1.192,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061300856557058,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0042915344238281,0.0042915344238281,0.0083446502685546,0.0083446502685546,0.0058889389038085,0.0,0.0,0.0083446502685546,0.0107765197753906,0.0277042388916015,0.496,1.36,0.0,0.0,113.256,7.488,8.464,0.0,0.0,1.192,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061398570977368,0.0085830688476562,0.00762939453125,0.00762939453125,0.0049386705671037,0.0063657760620117,0.0104904174804687,0.0104904174804687,0.0062465667724609,0.0,0.0,0.0083684921264648,0.010228157043457,0.0257492065429687,0.496,1.36,0.0,0.0,135.824,16.528,15.472,0.0,0.0,49.2,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006035566329956,0.0081300735473632,0.0090599060058593,0.0090599060058593,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060596088371654,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0048244700712316,0.0059127807617187,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,118.992,0.0,0.0,0.0,0.0,56.072,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006262935809235,0.0083446502685546,0.0119209289550781,0.0119209289550781,0.0053644180297851,0.0066041946411132,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,115.496,0.0,0.0,0.0,0.0,89.456,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063015682862536,0.0081062316894531,0.00762939453125,0.00762939453125,0.0053644180297851,0.005650520324707,0.0071525573730468,0.0071525573730468,0.0059127807617187,0.0,0.0,0.0081300735473632,0.0110149383544921,0.0287532806396484,0.496,1.424,0.0,0.0,118.448,7.488,8.464,0.0,0.0,17.344,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061091810169786,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0068545341491699,0.0085115432739257,0.0064373016357421,0.0064373016357421,0.0060319900512695,0.0,0.0,0.0083684921264648,0.0108718872070312,0.0284910202026367,0.496,1.424,0.0,0.0,116.752,7.488,8.464,0.0,0.0,10.816,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060891160870542,0.0078678131103515,0.00762939453125,0.00762939453125,0.0048436616596422,0.0056743621826171,0.0123977661132812,0.0123977661132812,0.0060558319091796,0.0,0.0,0.0083446502685546,0.0104069709777832,0.025033950805664,0.496,1.424,0.0,0.0,117.136,16.528,15.472,0.0,0.0,63.928,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062024415428958,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0057419141133626,0.0073671340942382,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,115.496,0.0,0.0,0.0,0.0,57.824,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062309094329378,0.0085830688476562,0.00762939453125,0.00762939453125,0.0044769710964626,0.0056266784667968,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,117.192,0.0,0.0,0.0,0.0,63.912,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061443196007268,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0050067901611328,0.005960464477539,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,117.192,0.0,0.0,0.0,0.0,22.016,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067551930745442,0.0090599060058593,0.0095367431640625,0.0095367431640625,0.0039604415133149,0.0047683715820312,0.0088214874267578,0.0088214874267578,0.0063180923461914,0.0,0.0,0.0086784362792968,0.0110864639282226,0.0260829925537109,0.496,1.392,0.0,0.0,117.192,7.488,8.464,0.0,0.0,9273.032,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006650810811057,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0040671099787173,0.0047683715820312,0.0078678131103515,0.0078678131103515,0.0071287155151367,0.0,0.0,0.0091075897216796,0.0114679336547851,0.0278711318969726,0.496,1.424,0.0,0.0,114.712,7.488,8.464,0.0,0.0,4473.28,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064207775758044,0.0088214874267578,0.0116825103759765,0.0116825103759765,0.003999511667546,0.0046014785766601,0.0085830688476562,0.0085830688476562,0.0065207481384277,0.0,0.0,0.0091791152954101,0.0113606452941894,0.0273466110229492,0.496,1.424,0.0,0.0,118.448,16.528,15.472,0.0,0.0,3005.44,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060506127960053,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0057220458984375,0.0057220458984375,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060624744168561,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0054836273193359,0.0054836273193359,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060191882654951,0.0082969665527343,0.0069141387939453,0.0069141387939453,0.0049173831939697,0.006723403930664,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,127.576,0.0,0.0,0.0,0.0,64.704,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062700527817455,0.0085830688476562,0.00762939453125,0.00762939453125,0.0039632203149013,0.0045299530029296,0.0095367431640625,0.0095367431640625,0.0061511993408203,0.0,0.0,0.0081300735473632,0.0111103057861328,0.0289201736450195,0.496,1.424,0.0,0.0,117.192,7.488,8.464,0.0,0.0,1365.984,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072948968232567,0.009775161743164,0.0109672546386718,0.0109672546386718,0.0038490084264551,0.0045299530029296,0.017404556274414,0.017404556274414,0.0056624412536621,0.0,0.0,0.0061988830566406,0.0105897585550944,0.0264167785644531,0.496,1.424,0.0,0.0,117.192,8.544,7.408,0.0,0.0,24278.272,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061631202697753,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0059843063354492,0.0,0.0,0.0081539154052734,0.0117182731628417,0.0284671783447265,0.496,1.424,0.0,0.0,112.0,16.528,15.472,0.0,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006103990089834,0.0081062316894531,0.0112056732177734,0.0112056732177734,0.0066757202148437,0.0066757202148437,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059628368017092,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0045299530029296,0.0045299530029296,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061953596293632,0.0085830688476562,0.00762939453125,0.00762939453125,0.0062783559163411,0.0067710876464843,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,120.872,0.0,0.0,0.0,0.0,9.992,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063362967204577,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0039910838614761,0.0047683715820312,0.0081062316894531,0.0081062316894531,0.0062465667724609,0.0,0.0,0.0081300735473632,0.0107049942016601,0.0270605087280273,0.496,1.424,0.0,0.0,127.576,7.488,8.464,0.0,0.0,4599.696,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066448800006316,0.0090599060058593,0.009775161743164,0.009775161743164,0.0039868127732049,0.0047683715820312,0.0102519989013671,0.0102519989013671,0.007033348083496,0.0071525573730468,0.0071525573730468,0.0089883804321289,0.0108003616333007,0.0267505645751953,0.496,1.424,0.848,0.848,117.192,7.488,8.464,0.0104904174804687,0.0104904174804687,5465.88,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060129165649414,0.0078916549682617,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0063061714172363,0.009775161743164,0.009775161743164,0.0085830688476562,0.0110626220703125,0.0268220901489257,0.496,1.424,0.848,0.848,112.0,16.528,15.472,0.0042915344238281,0.0042915344238281,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067016865947459,0.0090599060058593,0.0121593475341796,0.0121593475341796,0.0039758608322734,0.0047683715820312,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,116.688,0.0,0.0,0.0,0.0,6590.76,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061929816066628,0.0081062316894531,0.0067710876464843,0.0061988830566406,0.0041349610285972,0.0050067901611328,0.0128746032714843,0.0132560729980468,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.272,0.0,0.0,118.448,0.0,0.0,0.0,0.0,667.416,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060292618784738,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0040531158447265,0.0040531158447265,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059545336671136,0.0078678131103515,0.0112056732177734,0.0112056732177734,0.0045299530029296,0.0045299530029296,0.0112056732177734,0.0112056732177734,0.0061511993408203,0.0,0.0,0.0083684921264648,0.0108242034912109,0.0263929367065429,0.496,1.36,0.0,0.0,113.256,7.488,8.464,0.0,0.0,1.192,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058603286743164,0.00762939453125,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0061750411987304,0.0,0.0,0.0088930130004882,0.010538101196289,0.0252962112426757,0.496,1.36,0.0,0.0,112.0,7.488,8.464,0.0,0.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060808658599853,0.0078916549682617,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0063538551330566,0.0,0.0,0.0083684921264648,0.0105857849121093,0.0254154205322265,0.496,1.36,0.0,0.0,112.0,16.528,15.472,0.0,0.0,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059187412261962,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060558319091796,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0039650180235081,0.0045299530029296,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,4302.312,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063820161681244,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0038903335045123,0.0045299530029296,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,144.408,0.0,0.0,0.0,0.0,4535.336,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060434958234948,0.0081062316894531,0.0104904174804687,0.0104904174804687,0.0040531158447265,0.0040531158447265,0.0109672546386718,0.0109672546386718,0.0066757202148437,0.0,0.0,0.0087499618530273,0.0107765197753906,0.0268459320068359,0.496,1.424,0.0,0.0,113.256,7.488,8.464,0.0,0.0,1.192,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061443196007268,0.0083446502685546,0.013589859008789,0.013589859008789,0.0064373016357421,0.0064373016357421,0.0088214874267578,0.0088214874267578,0.0063896179199218,0.0,0.0,0.0084161758422851,0.0117063522338867,0.0274181365966796,0.496,1.36,0.0,0.0,113.256,7.488,8.464,0.0,0.0,1.192,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059640407562255,0.0081300735473632,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0064611434936523,0.0,0.0,0.0085830688476562,0.0113368034362792,0.0293970108032226,0.496,1.36,0.0,0.0,112.0,16.528,15.472,0.0,0.0,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060105323791503,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058531761169433,0.0078916549682617,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060141086578369,0.0081062316894531,0.013589859008789,0.013589859008789,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065018013479629,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0038726756864029,0.0045299530029296,0.0088214874267578,0.0088214874267578,0.0062227249145507,0.0,0.0,0.0090837478637695,0.0113248825073242,0.0276088714599609,0.496,1.36,0.0,0.0,144.408,7.488,8.464,0.0,0.0,9341.8,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006118224034855,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0119209289550781,0.0119209289550781,0.006866455078125,0.0,0.0,0.0092506408691406,0.011301040649414,0.0300884246826171,0.496,1.424,0.0,0.0,113.256,7.488,8.464,0.0,0.0,1.192,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006032820364729,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0123977661132812,0.0123977661132812,0.0063657760620117,0.0,0.0,0.008392333984375,0.0113368034362792,0.0287771224975585,0.496,1.36,0.0,0.0,113.256,16.528,15.472,0.0,0.0,1.192,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005960464477539,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
