time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065618486546758,0.0090599060058593,0.011444091796875,0.011444091796875,0.0043011259758609,0.0109672546386718,0.0109672546386718,0.0052452087402343,0.0061239515032087,0.0085353851318359,0.0093255724225725,0.0194549560546875,0.496,1.424,0.0,0.0,1.696,1.696,25.152,27.344,114.296,0.0,0.0088214874267578,0.0102519989013671,0.0127315521240234,0.0116825103759765,1550.64,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063685042348074,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0043375738735856,0.0126361846923828,0.0126361846923828,0.0054836273193359,0.0061239515032087,0.0085353851318359,0.0093255724225725,0.0194549560546875,0.496,1.424,0.0,0.0,1.696,1.696,25.152,27.344,117.192,0.0,0.0088214874267578,0.0102519989013671,0.0127315521240234,0.0116825103759765,1275.656,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006521519143783,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.004173235128854,0.0126361846923828,0.0126361846923828,0.0050067901611328,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,1.696,1.696,0.0,0.0,117.192,0.0,0.0088214874267578,0.0102519989013671,0.0127315521240234,0.0116825103759765,2324.0,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065582901684205,0.0088214874267578,0.0116825103759765,0.0116825103759765,0.0042080879211425,0.0092983245849609,0.0092983245849609,0.0052452087402343,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,1.696,1.696,0.0,0.0,117.192,0.0,0.0088214874267578,0.0102519989013671,0.0127315521240234,0.0116825103759765,2160.08,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0067205712346747,0.0090599060058593,0.0092983245849609,0.0092983245849609,0.004201611845551,0.0133514404296875,0.0133514404296875,0.0050067901611328,0.0078678131103515,0.0107765197753906,0.0109195709228515,0.0192642211914062,0.496,1.424,0.0,0.0,1.696,1.696,4.52,3.504,118.448,0.0,0.0088214874267578,0.0102519989013671,0.0127315521240234,0.0116825103759765,2528.936,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065600517952796,0.0090599060058593,0.0071525573730468,0.0071525573730468,0.0042533874511718,0.0131130218505859,0.0131130218505859,0.0052452087402343,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,1.696,1.696,0.0,0.0,118.448,0.0,0.0088214874267578,0.0102519989013671,0.0127315521240234,0.0116825103759765,1539.832,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063605827860312,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0042433690543126,0.0185966491699218,0.0185966491699218,0.0050067901611328,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,1.696,1.696,0.0,0.0,118.448,0.0,0.0088214874267578,0.0102519989013671,0.0127315521240234,0.0116825103759765,1695.648,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066104813001642,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0042161851559045,0.0126361846923828,0.0126361846923828,0.0050067901611328,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,1.696,1.696,0.0,0.0,116.12,0.0,0.0088214874267578,0.0102519989013671,0.0127315521240234,0.0116825103759765,1815.376,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062854728888516,0.0083446502685546,0.011444091796875,0.011444091796875,0.0042959090766556,0.0081062316894531,0.0081062316894531,0.0052928924560546,0.0061988830566406,0.0077247619628906,0.0108718872070312,0.0192642211914062,0.496,1.424,0.0,0.0,1.696,1.696,3.744,4.232,117.192,0.0,0.0088214874267578,0.0102519989013671,0.0127315521240234,0.0116825103759765,933.656,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063329193722549,0.0085830688476562,0.0104904174804687,0.0104904174804687,0.0041491233262439,0.0092983245849609,0.0092983245849609,0.0050067901611328,0.0066280364990234,0.0088691711425781,0.0111579895019531,0.0208377838134765,0.496,1.424,0.0,0.0,1.696,1.696,3.744,4.232,117.192,0.0,0.0088214874267578,0.0102519989013671,0.0127315521240234,0.0116825103759765,1330.808,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064859342812305,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0042405075692602,0.0131130218505859,0.0131130218505859,0.0052452087402343,0.0064373016357421,0.0089406967163085,0.0097990036010742,0.0230312347412109,0.496,1.424,0.0,0.0,1.696,1.696,8.264,7.736,117.192,0.0,0.0088214874267578,0.0102519989013671,0.0127315521240234,0.0116825103759765,2402.168,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0069825956136873,0.0092744827270507,0.0121593475341796,0.0121593475341796,0.0044443668463291,0.00762939453125,0.00762939453125,0.0055551528930664,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,627.664,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062083723533212,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0054306454128689,0.0069141387939453,0.0069141387939453,0.0073909759521484,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,117.888,0.0,0.0,0.0,0.0,0.0,62.696,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062368402433632,0.0083446502685546,0.00762939453125,0.00762939453125,0.0042915344238281,0.009775161743164,0.009775161743164,0.0042915344238281,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060021877288818,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.005960464477539,0.005960464477539,0.0,0.0058412551879882,0.0063657760620117,0.0104506810506184,0.0183582305908203,0.496,1.392,0.0,0.0,0.0,0.0,4.272,3.704,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
