time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_ul_ms,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_u_throughput_ul_kbps,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0081300735473632,0.0060677528381347,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006262461344401,0.0085830688476562,0.0085830688476562,0.0084877014160156,0.011444091796875,0.011444091796875,0.0098387400309244,0.0179290771484375,0.0078916549682617,0.0059461593627929,0.0,0.0,0.496,1.36,0.0,0.0,10.776,11.312,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0087261199951171,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0081062316894531,0.0061115415969697,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,121.44,0.0,0.0,0.0,0.0,10.16,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.005960464477539,0.005960464477539,0.006103515625,0.0061988830566406,0.0061988830566406,0.0079154968261718,0.0100135803222656,0.0100135803222656,0.0103950500488281,0.0195980072021484,0.00762939453125,0.0058979091077747,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,0.0,118.448,0.0,0.0,0.0,0.0,6.112,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0066416604178292,0.0083446502685546,0.0060558319091796,0.0061988830566406,0.0061988830566406,0.0075817108154296,0.0092983245849609,0.0092983245849609,0.0113487243652343,0.0206470489501953,0.0083208084106445,0.0063782871359645,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,0.0,123.08,0.0,0.0,0.0,0.0,27.128,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0046071871905259,0.0057220458984375,0.0061723921034071,0.0071525573730468,0.0071525573730468,0.008392333984375,0.0116825103759765,0.0116825103759765,0.0105554407293146,0.0233650207519531,0.0085830688476562,0.0063747462659779,0.0,0.0,0.496,1.392,0.0,0.0,8.792,7.208,0.0,118.448,0.0,0.0,0.0,0.0,527.512,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0045435338080683,0.0057220458984375,0.0,0.00762939453125,0.00762939453125,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0085830688476562,0.0063756212073179,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,1364.144,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0043875211245053,0.0054836273193359,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0088214874267578,0.0064586525532736,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,1955.064,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0045768550184906,0.0054836273193359,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0085830688476562,0.0063400363447654,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,114.296,0.0,0.0,0.0,0.0,1107.744,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0044612780861232,0.0054836273193359,0.006103515625,0.00762939453125,0.00762939453125,0.0081539154052734,0.0131130218505859,0.0131130218505859,0.0109195709228515,0.0203132629394531,0.0088214874267578,0.0063768073694029,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,0.0,117.192,0.0,0.0,0.0,0.0,1586.784,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0044729605139014,0.0054836273193359,0.0060081481933593,0.0083446502685546,0.0083446502685546,0.007486343383789,0.0109672546386718,0.0109672546386718,0.011301040649414,0.0221729278564453,0.0087976455688476,0.006648573544946,0.0,0.0,0.496,1.424,0.848,0.848,3.744,4.232,0.0,118.448,0.0107288360595703,0.0083446502685546,0.0107288360595703,0.0083446502685546,2201.624,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0044495871897493,0.0054836273193359,0.0061194101969401,0.0071525573730468,0.0071525573730468,0.0074386596679687,0.011444091796875,0.011444091796875,0.0104904174804687,0.0255107879638671,0.0095367431640625,0.0068952541540164,0.0,0.0,0.496,1.424,4.256,6.096,8.792,7.208,0.0,118.448,258.71503353118896,344.1734313964844,724.3893146514895,826.0053634643555,2254.504,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0044558157769193,0.0054836273193359,0.0,0.0090599060058593,0.0090599060058593,0.0,0.017404556274414,0.017404556274414,0.0,0.0,0.0088214874267578,0.0066367706449905,1.0,1.0,0.496,1.424,1.136,1.008,0.0,0.0,50.0,118.448,-517.3962116241455,0.0116825103759765,-103.46341133117676,0.0116825103759765,2505.592,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0044325707663952,0.0054836273193359,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0088214874267578,0.0067575653987144,0.0,0.0,0.496,1.424,3.024,6.0,0.0,0.0,40.0,115.288,256.4663887023926,0.0078678131103515,718.0928945541384,0.0093936920166015,1206.88,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0045137202486078,0.0054836273193359,0.0,0.009775161743164,0.009775161743164,0.0,0.0145435333251953,0.0145435333251953,0.0,0.0,0.0085830688476562,0.0065404977371443,1.0,0.0,0.496,1.424,1.44,5.936,0.0,0.0,0.0,117.192,-256.450891494751,0.0090599060058593,0.0103950500488281,0.0115394592285156,2044.76,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0045112290307489,0.0057220458984375,0.0072002410888671,0.0085830688476562,0.0085830688476562,0.0104904174804687,0.0090599060058593,0.0090599060058593,0.0107288360595703,0.019693374633789,0.0088214874267578,0.0067421452916083,0.0,0.0,0.496,1.424,0.848,0.848,3.744,4.232,0.0,117.192,0.0078678131103515,0.0102519989013671,0.0078678131103515,0.0102519989013671,1631.064,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.004447332703241,0.0054836273193359,0.0059127807617187,0.0064373016357421,0.0064373016357421,0.00762939453125,0.0085830688476562,0.0085830688476562,0.0109195709228515,0.0199317932128906,0.0088214874267578,0.0063803658556582,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,0.0,117.192,0.0,0.0,0.0,0.0,892.44,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0044572151313393,0.0054836273193359,0.0060081481933593,0.0073909759521484,0.0073909759521484,0.0086307525634765,0.0112056732177734,0.0112056732177734,0.0096559524536132,0.0220060348510742,0.0090599060058593,0.0065128401954575,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,0.0,118.448,0.0,0.0,0.0,0.0,1568.408,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0044211508735777,0.0054836273193359,0.0,0.00762939453125,0.00762939453125,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0088214874267578,0.0066910639847859,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,2220.48,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.004739761352539,0.0057458877563476,0.0,0.0057220458984375,0.0057220458984375,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0083446502685546,0.0061563926168007,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,372.752,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0057220458984375,0.0083446502685546,0.0,0.00762939453125,0.00762939453125,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0090599060058593,0.0062249786225124,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,54.536,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057220458984375,0.0057220458984375,0.0057220458984375,0.0070095062255859,0.0100135803222656,0.0100135803222656,0.0116348266601562,0.0212669372558593,0.0078678131103515,0.0059461593627929,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0072717666625976,0.0085353851318359,0.0056743621826171,0.0064373016357421,0.0064373016357421,0.0070095062255859,0.00762939453125,0.00762939453125,0.0103950500488281,0.0185966491699218,0.0076055526733398,0.0059144331677125,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,0.0,118.32,0.0,0.0,0.0,0.0,11.488,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062227249145507,0.0083446502685546,0.0094890594482421,0.0088453292846679,0.0133514404296875,0.0188827514648437,0.0099897384643554,0.0233173370361328,0.0081062316894531,0.0061202049255371,0.0,0.0,1.344,2.272,0.0,0.0,8.264,7.736,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0081062316894531,0.0061134793865146,0.0,0.0,0.496,1.36,5.52,7.264,0.0,0.0,0.0,113.256,210.1785182952881,261.86197996139526,630.5232524871827,733.2005023956301,1.192,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.005960464477539,0.005960464477539,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0083446502685546,0.0061372026282163,1.0,1.0,0.496,1.36,3.072,6.688,0.0,0.0,0.0,113.256,-3.1382242838541665,206.59189224243164,516.0015821456909,619.7570800781251,1.192,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0052650769551595,0.0085830688476562,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0081062316894531,0.0060516245224896,1.0,1.0,0.496,1.36,3.2,2.976,0.0,0.0,0.0,128.832,-206.388521194458,0.0122785568237304,0.0112533569335937,0.0156164169311523,123.568,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0055789947509765,0.0069618225097656,0.0065803527832031,0.0104904174804687,0.0104904174804687,0.0084877014160156,0.011444091796875,0.011444091796875,0.0107765197753906,0.0194549560546875,0.00762939453125,0.0059132528777169,0.0,0.0,0.496,1.424,1.696,1.696,3.744,4.232,0.0,122.384,0.0078678131103515,0.0106096267700195,0.0095844268798828,0.0143289566040039,24.984,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0049727303641183,0.0071525573730468,0.006103515625,0.0090599060058593,0.0090599060058593,0.0077724456787109,0.0073909759521484,0.0073909759521484,0.0111103057861328,0.0202178955078125,0.0081062316894531,0.00604705430975,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,0.0,117.192,0.0,0.0,0.0,0.0,169.464,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0045918501340425,0.0057220458984375,0.0058650970458984,0.0071525573730468,0.0071525573730468,0.0085830688476562,0.0140666961669921,0.0140666961669921,0.0105619430541992,0.0245571136474609,0.0083446502685546,0.0063376640205952,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,0.0,117.192,0.0,0.0,0.0,0.0,820.4,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0065565109252929,0.0081777572631835,0.0,0.0073909759521484,0.0073909759521484,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0085830688476562,0.0060760974884033,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,14.336,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0040517745306387,0.0047683715820312,0.0,0.009775161743164,0.009775161743164,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0095367431640625,0.0072535622883312,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,123.64,0.0,0.0,0.0,0.0,31951.184,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0052452087402343,0.0052452087402343,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0078678131103515,0.0061209839169341,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,1.192,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.005960464477539,0.005960464477539,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0081062316894531,0.0060636605789412,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063419342041015,0.0057220458984375,0.0057220458984375,0.0081062316894531,0.011444091796875,0.011444091796875,0.0107765197753906,0.0198841094970703,0.0083446502685546,0.0060963630676269,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0064373016357421,0.0086784362792968,0.0061988830566406,0.0061988830566406,0.0101089477539062,0.0183582305908203,0.0081062316894531,0.0059866905212402,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0077486038208007,0.0078439712524414,0.0058412551879882,0.0069141387939453,0.0069141387939453,0.0081777572631835,0.0133514404296875,0.0133514404296875,0.0109672546386718,0.0257253646850585,0.0085830688476562,0.0063186854272339,0.0,0.0,0.496,1.424,4.256,6.096,8.264,7.736,0.0,117.192,255.7158470153809,1022.499163945516,715.9908056259158,2453.986072540283,15.36,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0083446502685546,0.0060343742370605,1.0,1.0,0.496,1.36,0.528,1.008,0.0,0.0,0.0,112.0,-511.4094018936157,1024.011492729187,-102.27711200714111,1843.214583396912,0.0,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0040450519726542,0.0047683715820312,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0095367431640625,0.0068296506566908,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,0.0,139.216,0.0082254409790039,0.0092983245849609,0.0088930130004882,0.0127315521240234,27604.096,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0052452087402343,0.0052452087402343,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0092744827270507,0.006569494115244,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,1.192,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0063896179199218,0.00762939453125,0.00762939453125,0.0082969665527343,0.0073909759521484,0.0073909759521484,0.0113487243652343,0.0216007232666015,0.0081062316894531,0.0061075485760892,0.0,1.0,0.496,1.392,2.112,0.784,3.744,4.232,0.0,113.256,0.0061988830566406,0.0140666961669921,0.0061988830566406,0.0155925750732421,1.192,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066280364990234,0.0081062316894531,0.0081062316894531,0.009012222290039,0.00762939453125,0.00762939453125,0.0112056732177734,0.0203132629394531,0.0083446502685546,0.0060760974884033,0.0,0.0,0.496,1.36,0.848,0.848,3.744,4.232,0.0,112.0,0.0040531158447265,0.0126361846923828,0.0040531158447265,0.0126361846923828,0.0,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061273574829101,0.0081062316894531,0.0081062316894531,0.0083446502685546,0.0145435333251953,0.0145435333251953,0.0106573104858398,0.0224113464355468,0.0083446502685546,0.0060725212097167,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0078916549682617,0.0059211254119873,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0078916549682617,0.0059318542480468,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061988830566406,0.0061988830566406,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0085830688476562,0.0061249732971191,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0040432219563225,0.0047683715820312,0.0057697296142578,0.009775161743164,0.009775161743164,0.0072479248046875,0.0085830688476562,0.0085830688476562,0.0101089477539062,0.0188827514648437,0.0088930130004882,0.0066447716492872,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,0.0,145.664,0.0,0.0,0.0,0.0,22336.24,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068187713623046,0.0071525573730468,0.0071525573730468,0.0091552734375,0.0128746032714843,0.0128746032714843,0.01220703125,0.0228404998779296,0.0083446502685546,0.0059902667999267,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0081062316894531,0.0060387511751545,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0081300735473632,0.0060439109802246,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0219345092773437,0.0219345092773437,0.0,0.0,0.0078678131103515,0.0061440467834472,0.0,0.0,0.496,1.36,4.256,6.096,0.0,0.0,0.0,112.0,257.95477628707886,343.2328701019287,722.2575187683108,823.7466812133789,0.0,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0083446502685546,0.0061821937561035,1.0,1.0,0.496,1.36,5.104,8.176,0.0,0.0,16.666666666666664,112.0,-171.9571352005005,0.0069141387939453,0.0078678131103515,0.008249282836914,0.0,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0083446502685546,0.0062227249145507,0.0,0.0,0.496,1.36,4.384,14.72,0.0,0.0,20.0,112.0,0.0081658363342285,0.0074505805969238,0.0097990036010742,0.0082015991210937,0.0,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0040685175617227,0.0047683715820312,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0085830688476562,0.0062725970134642,0.0,0.0,0.496,1.36,7.232,11.04,0.0,0.0,0.0,144.408,150.1192365373884,143.24191638401575,420.3238010406498,401.0641574859623,4424.408,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0040306998164623,0.0047683715820312,0.0,0.0145435333251953,0.0145435333251953,0.0,0.0166893005371093,0.0166893005371093,0.0,0.0,0.0099897384643554,0.0074877597317837,1.0,1.0,0.496,1.424,13.36,2.336,0.0,0.0,0.0,118.448,-350.2549330393473,0.0092983245849609,0.0107765197753906,0.0123977661132812,38240.168,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0061988830566406,0.0061988830566406,0.0,0.008702278137207,0.0107049942016601,0.0,0.0159740447998046,0.0182628631591796,0.0,0.0,0.0088214874267578,0.0067290975086724,0.0,1.0,1.344,2.272,0.848,1.344,0.0,0.0,0.0,113.256,0.0091791152954101,1015.5048370361328,0.010228157043457,1827.9014587402344,1.192,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0078678131103515,0.0060391426086425,0.0,0.0,0.496,1.392,0.848,0.848,0.0,0.0,0.0,112.0,0.0042915344238281,0.0107288360595703,0.0042915344238281,0.0107288360595703,0.0,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0083446502685546,0.0062415848917035,0.0,1.0,0.496,1.36,2.16,1.952,0.0,0.0,0.0,112.496,0.0057220458984375,0.0131130218505859,0.006866455078125,0.0149726867675781,0.0,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0078916549682617,0.0059723854064941,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,100.0,116.632,0.0,0.0,0.0,0.0,9.784,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0078916549682617,0.00657320022583,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,100.0,112.0,0.0,0.0,0.0,0.0,0.0,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0081062316894531,0.006535753088804,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,100.0,113.256,0.0,0.0,0.0,0.0,1.192,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0040453283031981,0.0047683715820312,0.006421407063802,0.0107288360595703,0.0107288360595703,0.008392333984375,0.0147819519042968,0.0147819519042968,0.0091711680094401,0.0170230865478515,0.0090599060058593,0.0070258615097561,0.0,0.0,0.496,1.36,0.0,0.0,10.776,11.312,100.0,144.408,0.0,0.0,0.0,0.0,22514.624,1
