time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_dl_kbps,F-node
190,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0102519989013671,0.0102519989013671,0.0059127807617187,0.0,0.0,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0073909759521484,0.0112533569335937,0.021219253540039,0.496,1.776,0.0,0.0,115.64,3.744,4.232,53.848,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0090599060058593,0.0090599060058593,0.006103515625,0.0,0.0,0.0,0.0,0.017404556274414,0.017404556274414,0.0086545944213867,0.0114202499389648,0.0301837921142578,0.496,1.776,0.0,0.0,115.64,8.264,7.736,53.848,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0154972076416015,0.0154972076416015,0.0,0.0,0.0,0.496,1.776,0.0,0.0,115.64,0.0,0.0,53.848,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.496,1.776,0.0,0.0,115.64,0.0,0.0,53.848,1
194,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.496,1.776,0.0,0.0,115.64,0.0,0.0,53.848,1
195,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.496,1.776,0.0,0.0,115.64,0.0,0.0,53.848,1
196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0121593475341796,0.0121593475341796,0.0063896179199218,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0084877014160156,0.0117301940917968,0.0222682952880859,0.496,1.776,0.0,0.0,115.64,3.744,4.232,53.848,1
197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0104904174804687,0.0104904174804687,0.005960464477539,0.0,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0075340270996093,0.0116348266601562,0.0222206115722656,0.496,1.776,0.0,0.0,115.64,3.744,4.232,53.848,1
198,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0085830688476562,0.0085830688476562,0.0061988830566406,0.0,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0083684921264648,0.0106573104858398,0.0262737274169921,0.496,1.776,0.0,0.0,115.64,8.264,7.736,53.848,1
199,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.496,1.776,0.0,0.0,115.64,0.0,0.0,53.848,1
200,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0083446502685546,0.0083446502685546,0.0065054212297712,0.0,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,0.008702278137207,0.0103116035461425,0.022292137145996,0.496,1.776,0.0,0.0,115.64,11.304,10.784,53.848,1
201,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.496,1.776,0.0,0.0,115.64,0.0,0.0,53.848,1
202,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0102519989013671,0.0102519989013671,0.0071048736572265,0.0,0.0,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0100612640380859,0.0124454498291015,0.0234127044677734,0.496,1.776,0.0,0.0,115.64,3.744,4.232,53.848,1
203,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0083446502685546,0.0083446502685546,0.0064373016357421,0.0,0.0,0.0,0.0,0.013589859008789,0.013589859008789,0.0083446502685546,0.0116348266601562,0.0225067138671875,0.496,1.776,0.0,0.0,115.64,3.744,4.232,53.848,1
204,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.00762939453125,0.00762939453125,0.0063896179199218,0.0,0.0,0.0,0.0,0.0138282775878906,0.0138282775878906,0.008392333984375,0.0114917755126953,0.0293970108032226,0.496,1.776,0.0,0.0,115.64,8.264,7.736,53.848,1
205,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.496,1.776,0.0,0.0,115.64,0.0,0.0,53.848,1
206,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.496,1.776,0.0,0.0,115.64,0.0,0.0,53.848,1
207,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.496,1.776,0.0,0.0,115.64,0.0,0.0,53.848,1
208,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0088214874267578,0.0088214874267578,0.0078678131103515,0.0,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0127792358398437,0.0111579895019531,0.0212669372558593,0.496,1.776,0.0,0.0,115.64,3.744,4.232,53.848,1
209,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0085830688476562,0.0085830688476562,0.0060558319091796,0.0,0.0,0.0,0.0,0.0169277191162109,0.0169277191162109,0.0077247619628906,0.0103950500488281,0.0193595886230468,0.496,1.776,0.0,0.0,115.64,3.744,4.232,53.848,1
210,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0088214874267578,0.0088214874267578,0.006270408630371,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0086545944213867,0.0114202499389648,0.0258922576904296,0.496,1.776,0.0,0.0,115.64,8.264,7.736,53.848,1
211,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.496,1.776,0.0,0.0,115.64,0.0,0.0,53.848,1
212,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.496,1.776,0.0,0.0,115.64,0.0,0.0,53.848,1
213,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0100135803222656,0.0100135803222656,0.0,0.0144243240356445,0.0159740447998046,0.0164270401000976,0.0192165374755859,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.496,1.776,1.696,1.696,115.64,0.0,0.0,53.848,1
214,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.009775161743164,0.009775161743164,0.0062942504882812,0.0,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.008249282836914,0.012063980102539,0.0222682952880859,0.496,1.776,0.0,0.0,115.64,3.744,4.232,53.848,1
215,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0079870223999023,0.0088453292846679,0.0063419342041015,0.0,0.0,0.0,0.0,0.0106096267700195,0.0120401382446289,0.008249282836914,0.0122547149658203,0.0241279602050781,1.344,2.624,0.0,0.0,115.64,3.744,4.232,53.848,1
216,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0088214874267578,0.0088214874267578,0.0058889389038085,0.0,0.0,0.0,0.0,0.0157356262207031,0.0157356262207031,0.0081300735473632,0.0104904174804687,0.0254392623901367,0.496,1.776,0.0,0.0,115.64,8.264,7.736,53.848,1
217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.496,1.776,0.0,0.0,115.64,0.0,0.0,53.848,1
218,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.496,1.776,0.0,0.0,115.64,0.0,0.0,53.848,1
219,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.496,1.776,0.0,0.0,115.64,0.0,0.0,53.848,1
220,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0053013072294347,0.0057220458984375,0.0088214874267578,0.0088214874267578,0.0061511993408203,0.0,0.0,0.0,0.0,0.013589859008789,0.013589859008789,0.0079631805419921,0.0107765197753906,0.0199794769287109,0.496,1.776,0.0,0.0,115.64,3.744,4.232,53.848,1
