time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_p90_ul_ms,f1_u_latency_mean_ul_ms,f1_u_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_p90_dl_ms,f1_u_throughput_ul_kbps,f1_u_throughput_dl_kbps,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,F-node
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0063222439134891,0.0047683715820312,0.0047683715820312,0.007070813860212,0.0102043151855468,0.0150203704833984,0.0144243240356445,0.0175714492797851,0.0194072723388671,113.256,1.192,1.696,1.696,5.104,5.76,25.152,27.344,0.0,25.0,0.0098364693777901,0.0218391418457031,1043.195867538452,746.4067141215006,-420.7740783691406,-747.358481089274,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0063222439134891,0.0047683715820312,0.0047683715820312,0.007070813860212,0.0102043151855468,0.0150203704833984,0.0144243240356445,0.0175714492797851,0.0194072723388671,113.256,1.192,1.696,1.696,5.6,5.76,25.152,27.344,25.0,25.0,0.0098364693777901,0.0218391418457031,1044.204568862915,746.965249379476,-421.431016921997,-747.3058700561523,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0063222439134891,0.0047683715820312,0.0047683715820312,0.007070813860212,0.0102043151855468,0.0150203704833984,0.0144243240356445,0.0175714492797851,0.0194072723388671,113.256,1.192,1.696,1.696,5.6,4.976,25.152,27.344,25.0,33.33333333333333,0.0098364693777901,0.0218391418457031,1043.7964916229248,747.4268277486166,-870.1828718185425,-963.0206823349,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0063222439134891,0.0047683715820312,0.0047683715820312,0.007070813860212,0.0102043151855468,0.0,0.0,0.0,0.0,113.256,1.192,0.0,0.0,4.752,5.264,25.152,27.344,33.33333333333333,0.0,0.0098364693777901,0.0218391418457031,991.1073684692384,661.6048812866211,-421.7222213745117,-747.2969690958658,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0063222439134891,0.0047683715820312,0.0047683715820312,0.007070813860212,0.0102043151855468,0.0,0.0,0.0,0.0,113.256,1.192,0.0,0.0,4.624,4.592,25.152,27.344,33.33333333333333,33.33333333333333,0.0098364693777901,0.0218391418457031,849.9243497848511,583.6232900619507,-392.8837060928345,-696.503758430481,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0064183230423808,0.0047683715820312,0.0047683715820312,0.007070813860212,0.0102043151855468,0.0,0.0,0.0,0.0,113.256,1.192,0.0,0.0,2.32,2.448,25.152,27.344,33.33333333333333,33.33333333333333,0.0098364693777901,0.0218391418457031,1058.1502199172974,995.6804513931274,-369.9771881103516,-581.9864273071289,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0066947937011718,0.0054836273193359,0.0054836273193359,0.007070813860212,0.0102043151855468,0.0,0.0,0.0,0.0,112.696,1.192,0.0,0.0,5.6,5.76,25.152,27.344,25.0,25.0,0.0098364693777901,0.0218391418457031,1041.0378456115725,746.6545899709066,-424.1870880126953,-747.6589679718018,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0067124912394813,0.0078678131103515,0.0078678131103515,0.007070813860212,0.0102043151855468,0.0,0.0,0.0,0.0,113.256,1.192,0.0,0.0,5.6,5.76,25.152,27.344,25.0,25.0,0.0098364693777901,0.0218391418457031,1041.291618347168,747.0685640970866,-424.8391151428223,-747.0064163208008,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0086069107055664,0.0067842006683349,0.0,0.0,0.007070813860212,0.0102043151855468,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,5.6,5.76,25.152,27.344,25.0,25.0,0.0098364693777901,0.0218391418457031,1040.4980182647705,747.3090489705404,-425.6607055664063,-747.3636468251547,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0067460536956787,0.0,0.0,0.007070813860212,0.0102043151855468,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,5.6,5.76,25.152,27.344,25.0,25.0,0.0098364693777901,0.0218391418457031,1037.8319263458252,747.0064957936605,-426.71518325805664,-747.6781209309896,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0067412853240966,0.0,0.0,0.007070813860212,0.0102043151855468,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,5.104,5.76,25.152,27.344,0.0,25.0,0.0098364693777901,0.0218391418457031,1036.9097232818604,746.6919422149658,-427.3626327514648,-747.2707430521647,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0086069107055664,0.0067901611328125,0.0,0.0,0.007070813860212,0.0102043151855468,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,5.6,4.976,25.152,27.344,25.0,33.33333333333333,0.0098364693777901,0.0218391418457031,1037.215518951416,747.0510800679525,-870.2382802963257,-959.025263786316,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0068797400934779,0.0045299530029296,0.0045299530029296,0.007070813860212,0.0102043151855468,0.0,0.0,0.0,0.0,113.256,1.192,0.0,0.0,4.752,5.264,25.152,27.344,33.33333333333333,0.0,0.0098364693777901,0.0218391418457031,985.5300426483154,662.0824337005615,-428.0069351196289,-746.9476858774821,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0066460661627166,0.0047683715820312,0.0047683715820312,0.007070813860212,0.0102043151855468,0.0,0.0,0.0,0.0,113.256,1.192,0.0,0.0,5.6,5.76,25.152,27.344,25.0,25.0,0.0098364693777901,0.0218391418457031,1047.6797580718994,741.3318157196045,-425.45032501220703,-740.3602600097656,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0065808272480371,0.0042915344238281,0.0042915344238281,0.007070813860212,0.0102043151855468,0.0,0.0,0.0,0.0,113.256,1.192,0.0,0.0,1.344,1.28,25.152,27.344,50.0,50.0,0.0098364693777901,0.0218391418457031,913.6221408843994,913.6221408843994,-305.00221252441406,-305.00221252441406,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061774253845214,0.0,0.0,0.006723403930664,0.0089168548583984,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,5.6,5.76,4.52,3.504,25.0,25.0,0.0132560729980468,0.0258922576904296,1050.7878303527832,747.5647926330566,-414.4392490386963,-747.3409175872803,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0063836574554443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,5.6,5.76,0.0,0.0,25.0,25.0,0.0,0.0,1048.9989280700684,746.8737761179606,-415.3992176055908,-747.6481596628824,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0081300735473632,0.0061166286468505,0.0,0.0,0.0064849853515625,0.0082969665527343,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,5.6,5.76,3.744,4.232,25.0,25.0,0.0110626220703125,0.0214576721191406,1048.5840320587158,747.2273508707682,-417.0422077178955,-747.673511505127,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0060510635375976,0.0,0.0,0.0060558319091796,0.0077247619628906,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,5.6,5.76,3.744,4.232,25.0,25.0,0.0117778778076171,0.0226974487304687,1048.0573654174805,747.7403481801351,-417.7164554595947,-747.320810953776,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0063518979656162,0.0042915344238281,0.0042915344238281,0.0064202717372349,0.0082731246948242,0.0,0.0,0.0,0.0,113.256,1.192,0.0,0.0,5.104,5.76,12.536,11.44,0.0,25.0,0.0118613243103027,0.0317096710205078,1043.1291580200195,745.6095218658447,-417.6006317138672,-746.9918727874756,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0065159797668457,0.005960464477539,0.005960464477539,0.0063419342041015,0.0079631805419921,0.0,0.0,0.0,0.0,112.696,1.192,0.0,0.0,5.6,5.76,3.744,4.232,25.0,25.0,0.0117778778076171,0.0225543975830078,1047.7579593658447,747.351884841919,-418.4304714202881,-746.9677130381266,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0067943364233519,0.0073909759521484,0.0073909759521484,0.0058809916178385,0.006723403930664,0.0,0.0,0.0,0.0,113.256,1.192,0.0,0.0,4.752,4.48,8.792,7.208,33.33333333333333,0.0,0.0115307894620028,0.0283718109130859,995.0279235839844,664.1988754272461,-872.2555637359619,-965.5191898345948,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0068044662475585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,5.6,5.76,0.0,0.0,25.0,25.0,0.0,0.0,1044.581127166748,746.3599046071371,-419.81611251831055,-746.6511726379395,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0069344043731689,0.0,0.0,0.0058174133300781,0.0071525573730468,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,1.344,1.28,3.744,4.232,50.0,50.0,0.0115871429443359,0.0223636627197265,913.6795997619628,913.6795997619628,-313.04073333740234,-313.04073333740234,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0067567825317382,0.0,0.0,0.0053644180297851,0.0058412551879882,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,5.6,5.76,2.688,1.12,25.0,25.0,0.0149408976236979,0.0276565551757812,1044.1861629486084,746.9673156738281,-421.5649127960205,-747.6503054300944,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0085830688476562,0.006791353225708,0.0,0.0,0.006645917892456,0.009012222290039,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,5.6,5.76,4.8,7.344,25.0,25.0,0.0101838793073381,0.0178813934326171,1043.4246063232422,746.9539642333984,-421.4391231536865,-746.9933032989502,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0067184220499067,0.0045299530029296,0.0045299530029296,0.0061670939127604,0.0087261199951171,0.0,0.0,0.0,0.0,113.256,1.192,0.0,0.0,5.6,5.76,12.008,11.968,25.0,25.0,0.0118573506673177,0.031137466430664,1043.3156490325928,747.5744883219401,-423.2381343841553,-747.6647694905599,0
