time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_p90_ul_ms,f1_u_latency_mean_ul_ms,f1_u_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_p90_dl_ms,f1_u_throughput_ul_kbps,f1_u_throughput_dl_kbps,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0064906789295708,0.0054836273193359,0.0054836273193359,0.007070813860212,0.0102043151855468,0.0150203704833984,0.0144243240356445,0.0175714492797851,0.0194072723388671,113.256,1.192,1.696,1.696,4.752,5.264,25.152,27.344,33.33333333333333,0.0,0.0098364693777901,0.0218391418457031,989.4177675247192,660.6966257095337,-423.9537239074707,-746.654748916626,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0086069107055664,0.006566047668457,0.0061988830566406,0.0061988830566406,0.007070813860212,0.0102043151855468,0.0150203704833984,0.0144243240356445,0.0175714492797851,0.0194072723388671,112.696,1.192,1.696,1.696,5.6,5.76,25.152,27.344,25.0,25.0,0.0098364693777901,0.0218391418457031,1039.9284362792969,749.6722539265951,-425.64806938171387,-747.3397254943848,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0064562802291035,0.0088214874267578,0.0088214874267578,0.007070813860212,0.0102043151855468,0.0150203704833984,0.0144243240356445,0.0175714492797851,0.0194072723388671,113.256,1.192,1.696,1.696,1.344,1.28,25.152,27.344,50.0,50.0,0.0098364693777901,0.0218391418457031,894.7029113769531,894.7029113769531,-341.0165309906006,-341.0165309906006,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0061786174774169,0.0,0.0,0.007070813860212,0.0102043151855468,0.0150203704833984,0.0144243240356445,0.0175714492797851,0.0194072723388671,112.0,0.0,1.696,1.696,5.6,5.76,25.152,27.344,25.0,25.0,0.0098364693777901,0.0218391418457031,1056.89435005188,752.9149850209554,-402.9784202575684,-726.9752820332845,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0088453292846679,0.0063753128051757,0.0,0.0,0.007070813860212,0.0102043151855468,0.0150203704833984,0.0144243240356445,0.0175714492797851,0.0194072723388671,112.0,0.0,1.696,1.696,5.6,5.76,25.152,27.344,25.0,25.0,0.0098364693777901,0.0218391418457031,1037.1915340423584,746.8603452046713,-432.1288585662842,-761.0364754994711,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0083684921264648,0.0061190128326416,0.0,0.0,0.007070813860212,0.0102043151855468,0.0150203704833984,0.0144243240356445,0.0175714492797851,0.0194072723388671,112.0,0.0,1.696,1.696,5.6,5.76,25.152,27.344,25.0,25.0,0.0098364693777901,0.0218391418457031,1036.6977214813232,746.8883991241455,-427.7791500091553,-746.6073830922445,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0062108039855957,0.0,0.0,0.007070813860212,0.0102043151855468,0.0150203704833984,0.0144243240356445,0.0175714492797851,0.0194072723388671,112.0,0.0,1.696,1.696,5.6,5.76,25.152,27.344,25.0,25.0,0.0098364693777901,0.0218391418457031,1032.843542098999,740.7448291778564,-429.6499729156494,-747.6909160614014,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0083684921264648,0.006418228149414,0.0050067901611328,0.0050067901611328,0.007070813860212,0.0102043151855468,0.0150203704833984,0.0144243240356445,0.0175714492797851,0.0194072723388671,112.696,1.192,1.696,1.696,5.104,5.76,25.152,27.344,0.0,25.0,0.0098364693777901,0.0218391418457031,1050.0762939453125,746.6296354929606,-409.5711708068848,-733.9637279510498,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0066270875693553,0.0047683715820312,0.0047683715820312,0.007070813860212,0.0102043151855468,0.0150203704833984,0.0144243240356445,0.0175714492797851,0.0194072723388671,113.256,1.192,1.696,1.696,5.6,5.76,25.152,27.344,25.0,25.0,0.0098364693777901,0.0218391418457031,1050.7282257080078,747.2653388977051,-414.426326751709,-747.0318476359049,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0068655061484569,0.0050067901611328,0.0050067901611328,0.007070813860212,0.0102043151855468,0.0150203704833984,0.0144243240356445,0.0175714492797851,0.0194072723388671,113.256,1.192,1.696,1.696,4.752,4.48,25.152,27.344,33.33333333333333,0.0,0.0098364693777901,0.0218391418457031,998.6394643783568,662.2484922409058,-872.7888822555542,-967.9511785507202,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0066375732421875,0.0,0.0,0.007070813860212,0.0102043151855468,0.0150203704833984,0.0144243240356445,0.0175714492797851,0.0194072723388671,112.0,0.0,1.696,1.696,5.6,5.76,25.152,27.344,25.0,25.0,0.0098364693777901,0.0218391418457031,1049.232578277588,746.6845512390137,-415.2533054351807,-746.6738224029541,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0067818164825439,0.0,0.0,0.007070813860212,0.0102043151855468,0.0150203704833984,0.0144243240356445,0.0175714492797851,0.0194072723388671,112.0,0.0,1.696,1.696,1.344,1.28,25.152,27.344,50.0,50.0,0.0098364693777901,0.0218391418457031,918.2133674621582,918.2133674621582,-307.96265602111816,-307.96265602111816,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0083446502685546,0.006641149520874,0.0,0.0,0.007070813860212,0.0102043151855468,0.0150203704833984,0.0144243240356445,0.0175714492797851,0.0194072723388671,112.0,0.0,1.696,1.696,5.6,5.76,25.152,27.344,25.0,25.0,0.0098364693777901,0.0218391418457031,1047.8070259094238,746.8436559041342,-417.7783966064453,-747.968832651774,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0067973136901855,0.0,0.0,0.007070813860212,0.0102043151855468,0.0150203704833984,0.0144243240356445,0.0175714492797851,0.0194072723388671,112.0,0.0,1.696,1.696,5.6,5.76,25.152,27.344,25.0,25.0,0.0098364693777901,0.0218391418457031,1047.7397918701172,747.3378976186117,-418.44539642333984,-747.3785082499186,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0065428700613145,0.0047683715820312,0.0047683715820312,0.007070813860212,0.0102043151855468,0.0150203704833984,0.0144243240356445,0.0175714492797851,0.0194072723388671,113.256,1.192,1.696,1.696,5.6,5.76,25.152,27.344,25.0,25.0,0.0098364693777901,0.0218391418457031,1044.447135925293,746.6568152109782,-418.6813354492188,-747.3285992940267,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0085830688476562,0.006247515702129,0.0061988830566406,0.0061988830566406,0.007070813860212,0.0102043151855468,0.0150203704833984,0.0144243240356445,0.0175714492797851,0.0194072723388671,113.256,1.192,1.696,1.696,5.6,5.76,25.152,27.344,25.0,25.0,0.0098364693777901,0.0218391418457031,1044.9137210845947,747.2670873006185,-419.4178581237793,-746.9531695048014,0
