time_seconds,a1_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_u_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,a1_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,a1_packet_loss_dl_percentage,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060594081878662,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.009775161743164,0.0,0.009775161743164,0.0045299530029296,0.0045299530029296,0.0095367431640625,0.0095367431640625,0.0090939658028738,0.0172138214111328,0.0,0.496,1.424,0.0,0.848,0.848,112.0,25.152,27.344,0.0,0.006103515625,0.0085353851318359,0.0,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062036277049809,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0061988830566406,0.0,0.0079154968261718,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0090939658028738,0.0172138214111328,0.0,0.496,1.36,0.0,0.0,0.0,117.192,25.152,27.344,0.0,0.006103515625,0.0085353851318359,12.896,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065529700553063,0.0087976455688476,0.0066757202148437,0.0066757202148437,0.0045118909893613,0.0,0.0054836273193359,0.0,0.0,0.0,0.005960464477539,0.005960464477539,0.0090939658028738,0.0172138214111328,0.0,0.496,1.424,0.0,0.0,0.0,122.384,25.152,27.344,0.0,0.006103515625,0.0085353851318359,501.008,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061739736528538,0.0083446502685546,0.00762939453125,0.00762939453125,0.0054836273193359,0.0,0.0054836273193359,0.0,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0090939658028738,0.0172138214111328,0.0,0.496,1.424,0.0,0.0,0.0,113.256,25.152,27.344,0.0,0.006103515625,0.0085353851318359,1.192,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063891481296182,0.0087738037109375,0.005960464477539,0.005960464477539,0.0040743248594319,0.0,0.004887580871582,0.0,0.0,0.0,0.0140666961669921,0.0140666961669921,0.0090939658028738,0.0172138214111328,0.0,0.496,1.36,0.0,0.0,0.0,123.64,25.152,27.344,0.0,0.006103515625,0.0085353851318359,2732.672,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006975513873714,0.0092983245849609,0.0102519989013671,0.0102519989013671,0.0041277443950219,0.0,0.0050067901611328,0.0,0.0,0.0,0.0181198120117187,0.0181198120117187,0.0090939658028738,0.0172138214111328,0.0,0.496,1.424,0.0,0.0,0.0,118.448,25.152,27.344,0.0,0.006103515625,0.0085353851318359,5480.632,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063788890838623,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0090939658028738,0.0172138214111328,0.0,0.496,1.424,0.0,0.0,0.0,112.0,25.152,27.344,0.0,0.006103515625,0.0085353851318359,0.0,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064125155458355,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0043070161497438,0.0,0.0052452087402343,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0090939658028738,0.0172138214111328,0.0,0.496,1.36,0.0,0.0,0.0,122.384,25.152,27.344,0.0,0.006103515625,0.0085353851318359,1377.472,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064847481191454,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0040986839008005,0.0,0.0050067901611328,0.0,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0090939658028738,0.0172138214111328,0.0,0.496,1.424,0.0,0.0,0.0,117.192,25.152,27.344,0.0,0.006103515625,0.0085353851318359,2790.28,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060486793518066,0.0078916549682617,0.0092983245849609,0.0092983245849609,0.0052668831565163,0.0,0.0073909759521484,0.0,0.0,0.0,0.0061988830566406,0.0061988830566406,0.0090939658028738,0.0172138214111328,0.0,0.496,1.424,0.0,0.0,0.0,112.0,25.152,27.344,0.0,0.006103515625,0.0085353851318359,97.112,0
