time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,f1_c_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068962574005126,0.0088214874267578,0.0051127539740668,0.0,0.0060319900512695,0.0055789947509765,0.0,0.0,0.0,0.0086307525634765,0.0081062316894531,0.0090599060058593,0.0107526779174804,0.0235557556152343,0,1.344,0.0,2.688,0.0,7.736,8.264,112.0,0.0,0.0101327896118164,0.010991096496582,43.656,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064969062805175,0.0078916549682617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0,0.496,0.0,1.84,0.0,0.0,0.0,112.0,0.0,0.0092983245849609,0.0092983245849609,0.0,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066339969635009,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0,0.496,0.0,1.776,0.0,0.0,0.0,112.0,0.0,0.0083446502685546,0.0083446502685546,0.0,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068014533958624,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0088214874267578,0.0,0.0,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0,0.496,0.0,1.776,0.0,0.0,0.0,113.256,0.0,0.0095367431640625,0.0095367431640625,1.192,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068334797721597,0.0088214874267578,0.0066757202148437,0.0,0.0060081481933593,0.0066757202148437,0.0,0.0,0.0,0.0075817108154296,0.0,0.0,0.0116348266601562,0.0203609466552734,0,0.0,0.0,1.776,0.0,4.232,3.744,113.256,0.0,8035.815715789795,8035.815715789795,1.192,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066709755665034,0.0081062316894531,0.0071525573730468,0.0,0.0060558319091796,0.0071525573730468,0.0,0.0,0.0,0.0078678131103515,0.0,0.0,0.0105857849121093,0.0195026397705078,0,0.0,0.0,0.0,0.0,4.232,3.744,113.256,0.0,0.0,0.0,1.192,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065350532531738,0.0078678131103515,0.0,0.0,0.0060319900512695,0.0,0.0,0.0,0.0,0.008392333984375,0.0,0.0,0.01068115234375,0.0249385833740234,0,0.0,0.0,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,0.0,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067736842844745,0.008559226989746,0.0069141387939453,0.0,0.0,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,119.712,0.0,0.0,0.0,7.68,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067090988159179,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.544,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067579746246337,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068417829067552,0.0085830688476562,0.0081062316894531,0.0,0.0062465667724609,0.0081062316894531,0.0,0.0,0.0,0.0079154968261718,0.0,0.0,0.0132560729980468,0.0228404998779296,0,0.0,0.0,0.0,0.0,4.232,3.744,113.256,100.0,0.0,0.0,1.192,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067440051476932,0.0083446502685546,0.0060796737670898,0.0,0.0060081481933593,0.0079870223999023,0.0,0.0,0.0,0.0076770782470703,0.0,0.0,0.0103473663330078,0.0187397003173828,0,0.0,0.0,0.0,0.0,4.232,3.744,128.112,100.0,0.0,0.0,14.832,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070014802536161,0.0087976455688476,0.0054836273193359,0.0,0.0063180923461914,0.0066280364990234,0.0,0.0,0.0,0.0086307525634765,0.0123977661132812,0.0123977661132812,0.011610984802246,0.0272512435913085,1,0.496,0.0,13.536,0.0,7.736,8.264,118.448,0.0,16024.00243282318,28843.186259269714,20.184,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067722797393798,0.0083684921264648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066399574279785,0.0083684921264648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066675391851686,0.0080347061157226,0.0049352645874023,0.0,0.0,0.0060558319091796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,123.744,0.0,0.0,0.0,116.384,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006708932753226,0.0083446502685546,0.0042347680954706,0.0,0.0061511993408203,0.0054836273193359,0.0,0.0,0.0,0.0080585479736328,0.0,0.0,0.010538101196289,0.0193595886230468,0,0.0,0.0,0.0,0.0,4.232,3.744,114.456,0.0,0.0,0.0,176.056,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068002672337774,0.0085830688476562,0.0064373016357421,0.0,0.0066280364990234,0.0064373016357421,0.0,0.0,0.0,0.0088691711425781,0.0,0.0,0.010538101196289,0.0190258026123046,0,0.0,0.0,0.0,0.0,4.232,3.744,113.256,0.0,0.0,0.0,1.192,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006780102478331,0.0085830688476562,0.0083446502685546,0.0,0.006270408630371,0.0083446502685546,0.0,0.0,0.0,0.0088691711425781,0.0,0.0,0.0106573104858398,0.0243663787841796,0,0.0,0.0,0.0,0.0,7.736,8.264,113.256,0.0,0.0,0.0,1.192,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066780925390139,0.0081062316894531,0.0090599060058593,0.0,0.0,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066530704498291,0.0083684921264648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068902969360351,0.0086069107055664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11.824,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066448800006316,0.0081062316894531,0.0073909759521484,0.0,0.0061511993408203,0.0073909759521484,0.0,0.0,0.0,0.0079631805419921,0.0,0.0,0.0123977661132812,0.0239849090576171,0,0.0,0.0,0.0,0.0,4.232,3.744,115.4,100.0,0.0,0.0,3.112,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069013456018959,0.0088214874267578,0.0063975652058919,0.0158548355102539,0.0060558319091796,0.0090599060058593,0.0156164169311523,0.0195741653442382,0.0193357467651367,0.0078201293945312,0.0,0.0,0.0108242034912109,0.0203609466552734,0,0.0,1.696,0.0,1.696,4.232,3.744,131.832,100.0,0.0,0.0,39.408,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067409591295232,0.0081062316894531,0.0050067901611328,0.0,0.0060796737670898,0.0050067901611328,0.0,0.0,0.0,0.008392333984375,0.0,0.0,0.0107049942016601,0.0256538391113281,0,0.0,0.0,0.0,0.0,7.736,8.264,113.256,100.0,0.0,0.0,1.192,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066318322176957,0.0081062316894531,0.0069141387939453,0.0,0.0063521521432059,0.0069141387939453,0.0,0.0,0.0,0.0085115432739257,0.0,0.0,0.0098943710327148,0.0211000442504882,0,0.0,0.0,0.0,0.0,10.784,11.304,113.256,100.0,0.0,0.0,1.192,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069164993739364,0.0085830688476562,0.0054836273193359,0.0,0.0,0.0056743621826171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,115.552,100.0,0.0,0.0,3.2,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068192458271387,0.0085830688476562,0.0100135803222656,0.0,0.0,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,117.192,100.0,0.0,0.0,10.76,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066590309143066,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067496299743652,0.0083684921264648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.776,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068581104278564,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068038257200326,0.0083446502685546,0.0078678131103515,0.0,0.0,0.0078678131103515,0.0,0.0,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0,0.848,0.0,0.848,0.0,0.0,0.0,113.256,0.0,0.0131130218505859,0.0131130218505859,1.192,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00655117319591,0.0078678131103515,0.0052452087402343,0.0,0.0,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066982572944603,0.0081062316894531,0.0066757202148437,0.0,0.0,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067842006683349,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066578388214111,0.0083684921264648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067524390645546,0.0085830688476562,0.00762939453125,0.0,0.0,0.0078201293945312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,118.368,0.0,0.0,0.0,5.792,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068151950836181,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067777301541608,0.0083446502685546,0.00762939453125,0.0,0.0,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068619476622016,0.0085830688476562,0.0078678131103515,0.0,0.0,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067460536956787,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,1
