time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,a1_latency_mean_ul_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059545630275613,0.0081062316894531,0.0,0.0,0.0,0.0,0.0069141387939453,0.0,0.0087499618530273,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,116.544,0.0,0.00762939453125,0.00762939453125,10.448,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062409569235409,0.0083446502685546,0.0,0.0,0.0,0.0,0.0050067901611328,0.0,0.0061511993408203,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,129.216,0.0,0.0085830688476562,0.0085830688476562,156.192,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061063624140041,0.0085830688476562,0.0,0.0,0.0,0.0,0.0052716996934678,0.0065803527832031,0.0065326690673828,0.0107288360595703,0.0107288360595703,0.0086307525634765,0.0105857849121093,0.0191688537597656,0,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0,0.009775161743164,0.009775161743164,53.0,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061870214357898,0.0083446502685546,0.0,0.0,0.0,0.0,0.004185570610894,0.0066280364990234,0.0053644180297851,0.0061988830566406,0.0061988830566406,0.0086784362792968,0.0104904174804687,0.0192165374755859,0,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0,0.0066757202148437,0.0066757202148437,318.144,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.005965232849121,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0061273574829101,0.0,0.0140666961669921,0.0140666961669921,0.0081539154052734,0.0111818313598632,0.0257492065429687,0,0.496,1.424,0.0,0.0,7.736,8.264,112.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061516714568185,0.0083446502685546,0.0,0.0,0.0,0.0,0.0052452087402343,0.0,0.0081539154052734,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,116.544,0.0,0.00762939453125,0.00762939453125,60.208,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.005960464477539,0.0078678131103515,0.0,0.0,0.0,0.0,0.0045640127999441,0.0,0.0051736831665039,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0,0.0066757202148437,0.0066757202148437,98.416,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063514709472656,0.0085830688476562,0.0,0.0,0.0,0.0,0.0073909759521484,0.0,0.0073909759521484,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0,0.496,1.424,0.0,0.0,0.0,0.0,112.696,0.0,0.0071525573730468,0.0071525573730468,1.192,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065004825592041,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0064849853515625,0.0,0.0090599060058593,0.0090599060058593,0.0084877014160156,0.01068115234375,0.0183582305908203,0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062060000291511,0.0081062316894531,0.0,0.0,0.0,0.0,0.0057220458984375,0.006103515625,0.0057220458984375,0.0078678131103515,0.0078678131103515,0.0079631805419921,0.0113964080810546,0.0215530395507812,0,0.496,1.36,0.0,0.0,4.232,3.744,117.192,0.0,0.00762939453125,0.00762939453125,7.736,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006040334701538,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0,0.0081062316894531,0.0081062316894531,0.0082254409790039,0.0101327896118164,0.0237703323364257,0,0.496,1.424,0.0,0.0,7.736,8.264,112.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061643123626708,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060411234993246,0.0083446502685546,0.0,0.0,0.0,0.0,0.0085830688476562,0.0,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0073909759521484,0.0073909759521484,1.192,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060636605789412,0.0081062316894531,0.0,0.0,0.0,0.0,0.0083446502685546,0.0,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0073909759521484,0.0073909759521484,1.192,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061609258699179,0.0085830688476562,0.0,0.0,0.0,0.0,0.0073909759521484,0.0069141387939453,0.0073909759521484,0.0104904174804687,0.0104904174804687,0.0089168548583984,0.0109195709228515,0.0201702117919921,0,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0081062316894531,0.0081062316894531,1.192,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060522556304931,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0060558319091796,0.0,0.00762939453125,0.00762939453125,0.00762939453125,0.0112056732177734,0.0215053558349609,0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060057640075683,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0063657760620117,0.0,0.0078678131103515,0.0078678131103515,0.0086545944213867,0.0107526779174804,0.0243663787841796,0,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060927867889404,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091791152954101,0.009465217590332,0.0,0.0,0.0,0,1.344,2.208,0.0,0.0,0.0,0.0,112.0,0.0,0.0063180923461914,0.0066041946411132,0.0,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006030797958374,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052452087402343,0.0052452087402343,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062060000291511,0.0085830688476562,0.0,0.0,0.0,0.0,0.0052452087402343,0.0,0.0052452087402343,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0083446502685546,0.0083446502685546,1.192,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060980592794086,0.0085830688476562,0.0,0.0,0.0,0.0,0.0083446502685546,0.0060081481933593,0.0083446502685546,0.0054836273193359,0.0054836273193359,0.00762939453125,0.0104904174804687,0.0195503234863281,0,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0078678131103515,0.0078678131103515,1.192,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061016177656638,0.0083446502685546,0.0,0.0,0.0,0.0,0.0042915344238281,0.0060081481933593,0.0042915344238281,0.0112056732177734,0.0112056732177734,0.0075340270996093,0.01220703125,0.0224113464355468,0,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0069141387939453,0.0069141387939453,1.192,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061345100402832,0.0076532363891601,0.0,0.0,0.0,0.0,0.0,0.0067710876464843,0.0,0.0104904174804687,0.0104904174804687,0.009918212890625,0.0103712081909179,0.0234365463256835,0,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.00762939453125,0.00762939453125,0.0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060713291168212,0.0076532363891601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054836273193359,0.0054836273193359,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.005950927734375,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006188154220581,0.0083684921264648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060478059372099,0.0085830688476562,0.0,0.0,0.0,0.0,0.0088214874267578,0.0062465667724609,0.0088214874267578,0.0123977661132812,0.0123977661132812,0.0080585479736328,0.0109195709228515,0.0203132629394531,0,0.496,1.36,0.0,0.0,4.232,3.744,118.448,0.0,0.0066757202148437,0.0066757202148437,11.568,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059800447473203,0.0083446502685546,0.0,0.0,0.0,0.0,0.0043761345647996,0.005960464477539,0.0057220458984375,0.0052452087402343,0.0052452087402343,0.0075340270996093,0.0116348266601562,0.0220775604248046,0,0.496,1.424,0.0,0.0,4.232,3.744,142.232,0.0,0.0078678131103515,0.0078678131103515,287.992,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058477790794562,0.00762939453125,0.0084638595581054,0.0095129013061523,0.008702278137207,0.0091791152954101,0.0073909759521484,0.0060319900512695,0.0073909759521484,0.013589859008789,0.013589859008789,0.0086545944213867,0.0102043151855468,0.0232219696044921,0,0.496,1.424,1.696,1.696,7.736,8.264,113.256,0.0,0.0066757202148437,0.0066757202148437,1.192,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058174133300781,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.00762939453125,0.00762939453125,0.0,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006040334701538,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061583518981933,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052452087402343,0.0052452087402343,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061139827821312,0.0084877014160156,0.0,0.0,0.0,0.0,0.0052111489432198,0.0066280364990234,0.0092983245849609,0.011444091796875,0.011444091796875,0.0085353851318359,0.011444091796875,0.0215530395507812,0,0.496,1.36,0.0,0.0,4.232,3.744,132.296,0.0,0.0107288360595703,0.0107288360595703,158.664,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059758845846451,0.00762939453125,0.0,0.0,0.0,0.0,0.0064373016357421,0.0064849853515625,0.0064373016357421,0.009775161743164,0.009775161743164,0.0085830688476562,0.0120162963867187,0.0226974487304687,0,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,0.0071525573730468,0.0071525573730468,1.192,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059379273979224,0.00762939453125,0.0,0.0,0.0,0.0,0.0042915344238281,0.0064373016357421,0.0042915344238281,0.011444091796875,0.011444091796875,0.0091314315795898,0.0103950500488281,0.0255823135375976,0,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0,0.0071525573730468,0.0071525573730468,1.192,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059213211287313,0.0081062316894531,0.0,0.0,0.0,0.0,0.0069141387939453,0.0,0.0069141387939453,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0073909759521484,0.0073909759521484,1.192,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059664249420166,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059802357743426,0.0078678131103515,0.0,0.0,0.0,0.0,0.0042847224644252,0.0,0.0051498413085937,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,133.24,0.0,0.0061988830566406,0.0061988830566406,362.824,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060689449310302,0.0078916549682617,0.0,0.0,0.0,0.0,0.0,0.0062942504882812,0.0,0.0088214874267578,0.0088214874267578,0.0078678131103515,0.0111579895019531,0.0215530395507812,0,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059866905212402,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.006866455078125,0.0,0.0121593475341796,0.0121593475341796,0.0082015991210937,0.0117778778076171,0.0226497650146484,0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061644843561732,0.0081062316894531,0.0,0.0,0.0,0.0,0.0078678131103515,0.0063419342041015,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0088214874267578,0.0110387802124023,0.0276803970336914,0,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0,0.0121593475341796,0.0121593475341796,1.192,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061383887903014,0.0083446502685546,0.0,0.0,0.0,0.0,0.0050067901611328,0.0,0.0050067901611328,0.0171661376953125,0.0171661376953125,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0071525573730468,0.0071525573730468,1.192,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062509647850851,0.0088214874267578,0.0,0.0,0.0,0.0,0.0046950120192307,0.0,0.0070571899414062,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,137.36,0.0,0.0069141387939453,0.0069141387939453,111.56,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059044361114501,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0,0.496,1.392,0.0,0.0,0.0,0.0,112.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061644843561732,0.0085830688476562,0.0,0.0,0.0,0.0,0.0056028366088867,0.0064849853515625,0.0068426132202148,0.0066757202148437,0.0066757202148437,0.0092506408691406,0.0121593475341796,0.0234603881835937,0,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0,0.0066757202148437,0.0066757202148437,20.88,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0057387351989746,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.006866455078125,0.0,0.0107288360595703,0.0107288360595703,0.0103950500488281,0.0104427337646484,0.0193119049072265,0,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059211254119873,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0067472457885742,0.0,0.0064373016357421,0.0064373016357421,0.0091075897216796,0.0115394592285156,0.029611587524414,0,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061348303040461,0.0083446502685546,0.0,0.0,0.0,0.0,0.0088214874267578,0.0,0.0088214874267578,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0100135803222656,0.0100135803222656,1.192,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060895594154916,0.0083446502685546,0.0,0.0,0.0,0.0,0.0050703684488932,0.006421407063802,0.0077724456787109,0.0078678131103515,0.0078678131103515,0.0092983245849609,0.0100930531819661,0.0230789184570312,0,0.496,1.36,0.0,0.0,11.312,10.776,132.168,0.0,0.00762939453125,0.00762939453125,115.448,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060055386367721,0.0078678131103515,0.0,0.0,0.0,0.0,0.0071525573730468,0.0,0.0071525573730468,0.0094175338745117,0.010848045349121,0.0,0.0,0.0,0,1.344,2.272,0.0,0.0,0.0,0.0,113.256,0.0,0.0053644180297851,0.0058412551879882,1.192,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059771537780761,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0062942504882812,0.0,0.0126361846923828,0.0126361846923828,0.008249282836914,0.01068115234375,0.0202178955078125,0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060574681151146,0.0081062316894531,0.0,0.0,0.0,0.0,0.0065962473551432,0.0062942504882812,0.0079870223999023,0.0090599060058593,0.0090599060058593,0.0081539154052734,0.0124454498291015,0.0226497650146484,0,0.496,1.36,0.0,0.0,4.232,3.744,125.92,0.0,0.00762939453125,0.00762939453125,30.56,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006263256072998,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0066518783569335,0.0,0.0088214874267578,0.0088214874267578,0.009322166442871,0.0116825103759765,0.0295400619506835,0,0.496,1.424,0.0,0.0,7.736,8.264,112.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058639049530029,0.0074148178100585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061535835266113,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059996078263467,0.0083446502685546,0.0,0.0,0.0,0.0,0.0050067901611328,0.0,0.0050067901611328,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0078678131103515,0.0078678131103515,1.192,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059059010216252,0.0081062316894531,0.0,0.0,0.0,0.0,0.0085830688476562,0.0061511993408203,0.0085830688476562,0.00762939453125,0.00762939453125,0.0077724456787109,0.01220703125,0.0237464904785156,0,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0073909759521484,0.0073909759521484,1.192,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061490642490671,0.0083446502685546,0.0,0.0,0.0,0.0,0.0050067901611328,0.0060081481933593,0.0050067901611328,0.0107288360595703,0.0107288360595703,0.0076770782470703,0.0123023986816406,0.0239849090576171,0,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0066757202148437,0.0066757202148437,1.192,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006040334701538,0.0076532363891601,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0,0.0073909759521484,0.0073909759521484,0.0086069107055664,0.011301040649414,0.0260829925537109,0,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0
