time_seconds,a1_retransmissions_ul_count,a1_packet_loss_ul_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,a1_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061476230621337,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0061103275844029,0.0,0.0081062316894531,0.0101498195103236,0.022125244140625,0.496,1.424,0.0,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006103515625,0.0083446502685546,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0061103275844029,0.0,0.0081062316894531,0.0101498195103236,0.022125244140625,0.496,1.36,0.0,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062167644500732,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0061103275844029,0.0,0.0081062316894531,0.0101498195103236,0.022125244140625,0.496,1.36,0.0,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060826391723025,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0057220458984375,0.0,0.0061103275844029,0.0057220458984375,0.0081062316894531,0.0101498195103236,0.022125244140625,0.496,1.36,0.0,0.0,0.0,113.256,25.152,27.344,0.0,1.192,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061339671068852,0.008559226989746,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0088214874267578,0.0,0.0061103275844029,0.0088214874267578,0.0081062316894531,0.0101498195103236,0.022125244140625,0.496,1.36,0.0,0.0,0.0,116.096,25.152,27.344,0.0,3.744,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.006064627934428,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0057220458984375,0.0,0.0061103275844029,0.0070095062255859,0.0081062316894531,0.0101498195103236,0.022125244140625,0.496,1.424,0.0,0.0,0.0,132.336,25.152,27.344,0.0,28.408,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063419342041015,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0061103275844029,0.0,0.0081062316894531,0.0101498195103236,0.022125244140625,0.496,1.424,0.0,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063240528106689,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0061103275844029,0.0,0.0081062316894531,0.0101498195103236,0.022125244140625,0.496,1.36,0.0,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063570419160446,0.0087976455688476,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.007033348083496,0.0,0.0061103275844029,0.0073194503784179,0.0081062316894531,0.0101498195103236,0.022125244140625,0.496,1.424,0.0,0.0,0.0,118.96,25.152,27.344,0.0,6.384,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061583518981933,0.0081300735473632,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0061103275844029,0.0,0.0081062316894531,0.0101498195103236,0.022125244140625,0.496,1.424,0.0,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060648467410263,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0045299530029296,0.0,0.0061103275844029,0.0045299530029296,0.0081062316894531,0.0101498195103236,0.022125244140625,0.496,1.36,0.0,0.0,0.0,113.256,25.152,27.344,0.0,1.192,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062107446774914,0.0085830688476562,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0083446502685546,0.0,0.0061103275844029,0.0083446502685546,0.0081062316894531,0.0101498195103236,0.022125244140625,0.496,1.36,0.0,0.0,0.0,113.256,25.152,27.344,0.0,1.192,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064569769553767,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0048772148464037,0.0,0.0061103275844029,0.0060796737670898,0.0081062316894531,0.0101498195103236,0.022125244140625,0.496,1.36,0.0,0.0,0.0,139.216,25.152,27.344,0.0,223.664,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063554564518715,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0045557279844541,0.0,0.0061103275844029,0.0055789947509765,0.0081062316894531,0.0101498195103236,0.022125244140625,0.496,1.424,0.0,0.0,0.0,114.296,25.152,27.344,0.0,176.744,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062439572158737,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.005275011062622,0.0,0.0061103275844029,0.0069379806518554,0.0081062316894531,0.0101498195103236,0.022125244140625,0.496,1.392,0.0,0.0,0.0,114.424,25.152,27.344,0.0,30.656,0
